	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000340.1_1	QGNH01000340.1	QGNH01000340.1	1	2	2674	-1	E											0	False	F
QGNH01000340.1_2	QGNH01000340.1	QGNH01000340.1	2	2674	3273	-1	E											0	False	F
QGNH01000340.1_3	QGNH01000340.1	QGNH01000340.1	3	3283	4086	-1	E											0	False	F
QGNH01000340.1_4	QGNH01000340.1	QGNH01000340.1	4	4089	4493	-1	E											0	False	F
QGNH01000340.1_5	QGNH01000340.1	QGNH01000340.1	5	4503	6017	-1	D	YP_007518349.1	YP_007518349.1 head closure Hc3 [Vibrio phage VvAW1]	False	0.251	165.0	2.076e-41	Phage stabilisation protein [PF11134.11]	VOG10156	sp|P26749|VG10_BPP22 Packaged DNA stabilization protein gp10; Xh	Xh	0	False	F
QGNH01000340.1_6	QGNH01000340.1	QGNH01000340.1	6	6021	6761	-1	E								VOG12454	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000340.1_7	QGNH01000340.1	QGNH01000340.1	7	6843	7343	-1	E											0	False	F
QGNH01000340.1_8	QGNH01000340.1	QGNH01000340.1	8	7365	8585	-1	E											0	False	F
QGNH01000340.1_9	QGNH01000340.1	QGNH01000340.1	9	8601	9560	-1	E											0	False	F
QGNH01000340.1_10	QGNH01000340.1	QGNH01000340.1	10	9665	11848	-1	D	YP_007518354.1	YP_007518354.1 portal protein [Vibrio phage VvAW1]	False	0.24	168.0	4.5029999999999996e-41	Phage P22-like portal protein [PF16510.8]	VOG02069	sp|Q9T1S9|PORTL_BPAPS Portal protein; XhXpXrXs	Xh;Xs;Xr;Xp	0	False	VF
