	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000771.1_1	QGNH01000771.1	QGNH01000771.1	1	3	533	-1	E																		0	False	F
QGNH01000771.1_2	QGNH01000771.1	QGNH01000771.1	2	537	2306	-1	E																		0	False	F
QGNH01000771.1_3	QGNH01000771.1	QGNH01000771.1	3	2308	2916	-1	E																		0	False	F
QGNH01000771.1_4	QGNH01000771.1	QGNH01000771.1	4	3043	3510	-1	E																		0	False	F
QGNH01000771.1_5	QGNH01000771.1	QGNH01000771.1	5	3514	3696	-1	E																		0	False	F
QGNH01000771.1_6	QGNH01000771.1	QGNH01000771.1	6	3702	4097	-1	E																		0	False	F
QGNH01000771.1_7	QGNH01000771.1	QGNH01000771.1	7	4118	4474	-1	E																		0	False	F
QGNH01000771.1_8	QGNH01000771.1	QGNH01000771.1	8	4479	5057	-1	E																		0	False	F
QGNH01000771.1_9	QGNH01000771.1	QGNH01000771.1	9	5109	5345	1	D														zinc-ribbon domain [PF13248.9]; zinc-ribbon domain [PF13240.9]				0	False	
QGNH01000771.1_10	QGNH01000771.1	QGNH01000771.1	10	5348	6211	-1	E																		0	False	
QGNH01000771.1_11	QGNH01000771.1	QGNH01000771.1	11	7538	7795	1	E																		0	False	
QGNH01000771.1_12	QGNH01000771.1	QGNH01000771.1	12	7800	8072	1	E																		0	False	
QGNH01000771.1_13	QGNH01000771.1	QGNH01000771.1	13	8180	9274	1	D	YP_009223892.1	YP_009223892.1 hypothetical protein AXJ14_gp185 [Geobacillus virus E3]	False	0.391	65.0	4.875e-10								Large polyvalent protein associated domain 29 [PF18847.4]				0	False	
QGNH01000771.1_14	QGNH01000771.1	QGNH01000771.1	14	9243	9458	1	E																		0	False	
QGNH01000771.1_15	QGNH01000771.1	QGNH01000771.1	15	9455	10045	1	E																		0	False	
QGNH01000771.1_16	QGNH01000771.1	QGNH01000771.1	16	10042	10896	1	E																		0	False	
QGNH01000771.1_17	QGNH01000771.1	QGNH01000771.1	17	11002	11337	1	E																		0	False	
QGNH01000771.1_18	QGNH01000771.1	QGNH01000771.1	18	11358	11570	1	E																		0	False	
QGNH01000771.1_19	QGNH01000771.1	QGNH01000771.1	19	11564	13603	-1	D	YP_009098901.1	YP_009098901.1 hypothetical protein OZ74_gp143 [Caulobacter phage Cr30]	False	0.275	90.0	4.034e-17								Methyltransferase FkbM domain [PF05050.15]	VOG00316	REFSEQ methyltransferase; Xu	Xu	0	False	
QGNH01000771.1_20	QGNH01000771.1	QGNH01000771.1	20	13722	14288	-1	E																		0	False	
QGNH01000771.1_21	QGNH01000771.1	QGNH01000771.1	21	14362	14799	-1	E																		0	False	
QGNH01000771.1_22	QGNH01000771.1	QGNH01000771.1	22	14835	15296	-1	E																		0	False	
QGNH01000771.1_23	QGNH01000771.1	QGNH01000771.1	23	15332	16378	-1	E																		0	False	
QGNH01000771.1_24	QGNH01000771.1	QGNH01000771.1	24	16410	17150	-1	E																		0	False	F
QGNH01000771.1_25	QGNH01000771.1	QGNH01000771.1	25	17301	18362	-1	D	YP_007112481.1	YP_007112481.1 head maturation protease [Vibrio phage vB_VpaM_MAR]	False	0.29	93.0	6.814e-19	MER0149517	S49A	MER0149517 - subfamily S49A unassigned non-peptidase homologues (Frateuria aurantia) [S49.UNA]#S49A#{peptidase unit: 54-266}~source YP_005377141~	False	93.0	9.379e-19	0.449	Peptidase family S49 [PF01343.21]	VOG07465	sp|P03711|SCAF_LAMBD Capsid assembly protease C; XhXs	Xs;Xh	0	False	VPF
QGNH01000771.1_26	QGNH01000771.1	QGNH01000771.1	26	18552	20297	-1	E	YP_009221552.1	YP_009221552.1 portal protein [Verrucomicrobia phage P8625]	False	0.192	63.0	8.702e-09												0	False	F
QGNH01000771.1_27	QGNH01000771.1	QGNH01000771.1	27	20294	20476	-1	E																		0	False	F
QGNH01000771.1_28	QGNH01000771.1	QGNH01000771.1	28	20473	20763	-1	E																		0	False	F
QGNH01000771.1_29	QGNH01000771.1	QGNH01000771.1	29	20794	21027	-1	E																		0	False	F
QGNH01000771.1_30	QGNH01000771.1	QGNH01000771.1	30	21226	21624	-1	E																		0	False	F
QGNH01000771.1_31	QGNH01000771.1	QGNH01000771.1	31	21629	21880	-1	E																		0	False	F
