	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000248.1_1	QGNH01000248.1	QGNH01000248.1	1	2	247	1	E															0	False	F
QGNH01000248.1_2	QGNH01000248.1	QGNH01000248.1	2	250	1257	1	D	YP_010097633.1	YP_010097633.1 MAG: endolysin [crAssphage sp. isolate ctbg_1]	False	0.348	70.0	9.207e-12	Glycosyl hydrolase 108 [PF05838.15]	GH108	GH108 N-acetylmuramidase (EC 3.2.1.17)	3.2.1.17	GH108.hmm	VOG04462	REFSEQ endolysin; Xu	Xu	0	False	F
QGNH01000248.1_3	QGNH01000248.1	QGNH01000248.1	3	1254	1478	1	E															0	False	F
QGNH01000248.1_4	QGNH01000248.1	QGNH01000248.1	4	1489	1725	1	E															0	False	F
QGNH01000248.1_5	QGNH01000248.1	QGNH01000248.1	5	1736	1900	-1	E															0	False	F
QGNH01000248.1_6	QGNH01000248.1	QGNH01000248.1	6	1887	2111	-1	E															0	False	F
QGNH01000248.1_7	QGNH01000248.1	QGNH01000248.1	7	2120	2428	-1	E															0	False	F
QGNH01000248.1_8	QGNH01000248.1	QGNH01000248.1	8	2580	3059	1	E															0	False	F
QGNH01000248.1_9	QGNH01000248.1	QGNH01000248.1	9	3007	3186	1	E															0	False	F
QGNH01000248.1_10	QGNH01000248.1	QGNH01000248.1	10	3216	3602	1	E															0	False	F
QGNH01000248.1_11	QGNH01000248.1	QGNH01000248.1	11	3599	3796	1	E															0	False	F
QGNH01000248.1_12	QGNH01000248.1	QGNH01000248.1	12	3793	4665	1	E															0	False	F
QGNH01000248.1_13	QGNH01000248.1	QGNH01000248.1	13	4662	4832	1	E															0	False	F
QGNH01000248.1_14	QGNH01000248.1	QGNH01000248.1	14	4819	5091	1	E															0	False	F
QGNH01000248.1_15	QGNH01000248.1	QGNH01000248.1	15	5088	5270	1	D							Restriction alleviation protein Lar [PF14354.9]								0	False	
QGNH01000248.1_16	QGNH01000248.1	QGNH01000248.1	16	5267	5503	1	E															0	False	
QGNH01000248.1_17	QGNH01000248.1	QGNH01000248.1	17	5506	5760	1	E															0	False	
QGNH01000248.1_18	QGNH01000248.1	QGNH01000248.1	18	5757	5972	1	E															0	False	
QGNH01000248.1_19	QGNH01000248.1	QGNH01000248.1	19	6355	6633	1	E															0	False	
QGNH01000248.1_20	QGNH01000248.1	QGNH01000248.1	20	6653	8239	1	D							Bacteriophage head to tail connecting protein [PF12236.11]					VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xp;Xs;Xr	0	False	V
QGNH01000248.1_21	QGNH01000248.1	QGNH01000248.1	21	8239	8412	1	E															0	False	
QGNH01000248.1_22	QGNH01000248.1	QGNH01000248.1	22	8409	8693	1	E															0	False	
QGNH01000248.1_23	QGNH01000248.1	QGNH01000248.1	23	8668	9321	1	E															0	False	
QGNH01000248.1_24	QGNH01000248.1	QGNH01000248.1	24	9525	10406	1	E															0	False	
QGNH01000248.1_25	QGNH01000248.1	QGNH01000248.1	25	10425	11786	1	E															0	False	
QGNH01000248.1_26	QGNH01000248.1	QGNH01000248.1	26	11833	12393	1	E															0	False	
QGNH01000248.1_27	QGNH01000248.1	QGNH01000248.1	27	12408	14495	1	E	YP_009007078.1	YP_009007078.1 tail protein [Pseudomonas phage vB_PaeP_Tr60_Ab31]	False	0.187	89.0	1.281e-16						VOG02059	sp|P03747|TUBE2_BPT7 Tail tubular protein gp12; XpXrXs	Xp;Xs;Xr	0	False	VF
QGNH01000248.1_28	QGNH01000248.1	QGNH01000248.1	28	14505	14948	1	E															0	False	F
QGNH01000248.1_29	QGNH01000248.1	QGNH01000248.1	29	14954	17098	1	E															0	False	F
QGNH01000248.1_30	QGNH01000248.1	QGNH01000248.1	30	17101	17424	1	E															0	False	F
