	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000712.1_1	QGNH01000712.1	QGNH01000712.1	1	3	269	1	E																	0	False	TF
QGNH01000712.1_2	QGNH01000712.1	QGNH01000712.1	2	257	355	1	E																	0	False	TF
QGNH01000712.1_3	QGNH01000712.1	QGNH01000712.1	3	355	1140	1	D			YP_009146188.1	YP_009146188.1 endolysin [Sulfitobacter phage NYA-2014a]	False	0.452	163.0	1.999e-43	Glycosyl hydrolase 108 [PF05838.15]	GH108	GH108 N-acetylmuramidase (EC 3.2.1.17)	3.2.1.17	GH108.hmm	VOG04462	REFSEQ endolysin; Xu	Xu	0	False	TF
QGNH01000712.1_4	QGNH01000712.1	QGNH01000712.1	4	1142	1597	1	E																	0	False	TF
QGNH01000712.1_5	QGNH01000712.1	QGNH01000712.1	5	1697	1825	1	E																	0	False	TF
QGNH01000712.1_6	QGNH01000712.1	QGNH01000712.1	6	1831	2154	1	E																	0	False	TF
QGNH01000712.1_7	QGNH01000712.1	QGNH01000712.1	7	2151	2405	1	E																	0	False	TF
QGNH01000712.1_8	QGNH01000712.1	QGNH01000712.1	8	2465	2713	-1	E																	0	False	TF
QGNH01000712.1_9	QGNH01000712.1	QGNH01000712.1	9	2710	3027	-1	E																	0	False	TF
QGNH01000712.1_10	QGNH01000712.1	QGNH01000712.1	10	3039	3251	-1	E																	0	False	TF
QGNH01000712.1_11	QGNH01000712.1	QGNH01000712.1	11	3248	3625	-1	E																	0	False	TF
QGNH01000712.1_12	QGNH01000712.1	QGNH01000712.1	12	3669	4316	-1	E			YP_006560995.1	YP_006560995.1 HNH endonuclease [Staphylococcus phage Ipla5]	False	0.366	85.0	1.7e-17						VOG00487	REFSEQ HNH endonuclease; Xu	Xu	0	False	TF
QGNH01000712.1_13	QGNH01000712.1	QGNH01000712.1	13	4313	4588	-1	E														VOG18863	REFSEQ RNA polymerase beta subunit; Xu	Xu	0	False	TF
QGNH01000712.1_14	QGNH01000712.1	QGNH01000712.1	14	4585	4815	-1	E																	0	False	TF
QGNH01000712.1_15	QGNH01000712.1	QGNH01000712.1	15	5066	5587	-1	E			YP_007673278.1	YP_007673278.1 hypothetical protein TVGG_00022 [Tetraselmis viridis virus S20]	False	0.302	66.0	1.045e-11						VOG36593	REFSEQ hypothetical protein; Xu	Xu	0	False	T
QGNH01000712.1_16	QGNH01000712.1	QGNH01000712.1	16	5616	6812	-1	E																	0	False	T
QGNH01000712.1_17	QGNH01000712.1	QGNH01000712.1	17	6805	7038	-1	E																	0	False	T
QGNH01000712.1_18	QGNH01000712.1	QGNH01000712.1	18	7104	7382	-1	E																	0	False	T
QGNH01000712.1_19	QGNH01000712.1	QGNH01000712.1	19	7379	7624	-1	E																	0	False	T
QGNH01000712.1_20	QGNH01000712.1	QGNH01000712.1	20	7621	7923	-1	E																	0	False	T
QGNH01000712.1_21	QGNH01000712.1	QGNH01000712.1	21	7920	8162	-1	E																	0	False	T
QGNH01000712.1_22	QGNH01000712.1	QGNH01000712.1	22	8159	8443	-1	E																	0	False	T
QGNH01000712.1_23	QGNH01000712.1	QGNH01000712.1	23	8440	8619	-1	E																	0	False	T
QGNH01000712.1_24	QGNH01000712.1	QGNH01000712.1	24	8616	8834	-1	E																	0	False	T
QGNH01000712.1_25	QGNH01000712.1	QGNH01000712.1	25	8831	9073	-1	E																	0	False	T
QGNH01000712.1_26	QGNH01000712.1	QGNH01000712.1	26	9066	9290	-1	E																	0	False	T
QGNH01000712.1_27	QGNH01000712.1	QGNH01000712.1	27	9398	9652	-1	E																	0	False	T
QGNH01000712.1_28	QGNH01000712.1	QGNH01000712.1	28	9649	10092	-1	E																	0	False	T
QGNH01000712.1_29	QGNH01000712.1	QGNH01000712.1	29	10097	10393	-1	E																	0	False	T
QGNH01000712.1_30	QGNH01000712.1	QGNH01000712.1	30	10580	10816	-1	E																	0	False	T
QGNH01000712.1_31	QGNH01000712.1	QGNH01000712.1	31	10828	11052	-1	E																	0	False	T
QGNH01000712.1_32	QGNH01000712.1	QGNH01000712.1	32	11055	11372	-1	D									Cro/C1-type HTH DNA-binding domain [PF13443.9]								0	False	T
QGNH01000712.1_33	QGNH01000712.1	QGNH01000712.1	33	11466	11723	1	D									Helix-turn-helix domain [PF12844.10]; Putative antitoxin of bacterial toxin-antitoxin system, YdaS/YdaT [PF15943.8]; Helix-turn-helix [PF01381.25]; Antitoxin component of bacterial toxin-antitoxin system, MqsA [PF15731.8]; Helix-turn-helix domain [PF13560.9]								0	False	T
QGNH01000712.1_34	QGNH01000712.1	QGNH01000712.1	34	11856	12095	1	E																	0	False	T
QGNH01000712.1_35	QGNH01000712.1	QGNH01000712.1	35	12283	12504	1	E																	0	False	T
QGNH01000712.1_36	QGNH01000712.1	QGNH01000712.1	36	12504	12776	1	D			YP_010115352.1	YP_010115352.1 DUF2312 domain-containing protein [Sinorhizobium phage PBC5]	False	0.69	105.0	2.399e-26	Uncharacterized protein conserved in bacteria (DUF2312) [PF10073.12]					VOG02322	sp|B9JS29|Y3695_AGRVS UPF0335 protein Avi_3695; Xu	Xu	0	False	T
QGNH01000712.1_37	QGNH01000712.1	QGNH01000712.1	37	12773	13096	1	E																	0	False	T
QGNH01000712.1_38	QGNH01000712.1	QGNH01000712.1	38	13093	13689	1	D			YP_007676403.1	YP_007676403.1 DNA methyltransferase [Rhodovulum phage RS1]	False	0.398	137.0	1.84e-35	MT-A70 [PF05063.17]					VOG03909	sp|P43641|MTMU_MYCSP Type II methyltransferase M.MunI; XhXp	Xp;Xh	0	False	T
QGNH01000712.1_39	QGNH01000712.1	QGNH01000712.1	39	13686	14666	1	E																	0	False	T
QGNH01000712.1_40	QGNH01000712.1	QGNH01000712.1	40	14659	14835	1	E																	0	False	T
QGNH01000712.1_41	QGNH01000712.1	QGNH01000712.1	41	14832	15233	1	E																	0	False	T
QGNH01000712.1_42	QGNH01000712.1	QGNH01000712.1	42	15406	15639	1	E																	0	False	T
QGNH01000712.1_43	QGNH01000712.1	QGNH01000712.1	43	15771	15986	1	E																	0	False	T
QGNH01000712.1_44	QGNH01000712.1	QGNH01000712.1	44	16191	16598	1	E																	0	False	T
QGNH01000712.1_45	QGNH01000712.1	QGNH01000712.1	45	16636	17211	1	E																	0	False	T
QGNH01000712.1_46	QGNH01000712.1	QGNH01000712.1	46	17266	17502	1	E																	0	False	T
QGNH01000712.1_47	QGNH01000712.1	QGNH01000712.1	47	17572	17766	1	E																	0	False	T
QGNH01000712.1_48	QGNH01000712.1	QGNH01000712.1	48	17871	18098	-1	E			YP_009213786.1	YP_009213786.1 hypothetical protein AVV62_gp28 [Mannheimia phage vB_MhS_1152AP2]	False	0.474	63.0	4.821e-12									0	False	T
QGNH01000712.1_49	QGNH01000712.1	QGNH01000712.1	49	18095	18316	-1	E																	0	False	T
QGNH01000712.1_50	QGNH01000712.1	QGNH01000712.1	50	18487	19440	1	D			YP_003257400.1	YP_003257400.1 integrase/recombinase [Streptomyces phage ZL12]	False	0.238	94.0	2.105e-19	Phage integrase family [PF00589.25]; Phage integrase, N-terminal SAM-like domain [PF02899.20]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	True	VT
QGNH01000712.1_51	QGNH01000712.1	QGNH01000712.1	51	19911	21296	1	C	K06909	phage terminase large subunit	YP_009222591.1	YP_009222591.1 terminase large subunit [Rhodoferax phage P26218]	True	0.499	378.0	3.55e-114	Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]					VOG30053	REFSEQ hypothetical protein; Xu	Xu	0	False	T
QGNH01000712.1_52	QGNH01000712.1	QGNH01000712.1	52	21272	23191	-1	E																	0	False	TF
QGNH01000712.1_53	QGNH01000712.1	QGNH01000712.1	53	23226	23735	1	E																	0	False	TF
QGNH01000712.1_54	QGNH01000712.1	QGNH01000712.1	54	23740	24159	1	E																	0	False	TF
QGNH01000712.1_55	QGNH01000712.1	QGNH01000712.1	55	24187	25446	1	E																	0	False	TF
QGNH01000712.1_56	QGNH01000712.1	QGNH01000712.1	56	25443	25853	1	E																	0	False	TF
QGNH01000712.1_57	QGNH01000712.1	QGNH01000712.1	57	25857	26759	1	E																	0	False	TF
QGNH01000712.1_58	QGNH01000712.1	QGNH01000712.1	58	26756	27001	1	E																	0	False	TF
QGNH01000712.1_59	QGNH01000712.1	QGNH01000712.1	59	26998	27231	1	E																	0	False	TF
