	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001282.1_1	QGNH01001282.1	QGNH01001282.1	1	1	1356	1	E																				0	False	F
QGNH01001282.1_2	QGNH01001282.1	QGNH01001282.1	2	1624	2769	1	E			YP_009006137.1	YP_009006137.1 hypothetical protein CF80_gp063 [Vibrio phage VH7D]	False	0.292	130.0	5.472e-31												0	False	F
QGNH01001282.1_3	QGNH01001282.1	QGNH01001282.1	3	2771	3634	1	E																				0	False	F
QGNH01001282.1_4	QGNH01001282.1	QGNH01001282.1	4	3638	4657	1	E																				0	False	F
QGNH01001282.1_5	QGNH01001282.1	QGNH01001282.1	5	4774	4941	-1	E																				0	False	F
QGNH01001282.1_6	QGNH01001282.1	QGNH01001282.1	6	4982	5239	1	E																				0	False	F
QGNH01001282.1_7	QGNH01001282.1	QGNH01001282.1	7	5285	6112	1	E																				0	False	
QGNH01001282.1_8	QGNH01001282.1	QGNH01001282.1	8	6115	6390	1	E																				0	False	
QGNH01001282.1_9	QGNH01001282.1	QGNH01001282.1	9	6406	8571	1	E																				0	False	
QGNH01001282.1_10	QGNH01001282.1	QGNH01001282.1	10	8594	9073	1	E																				0	False	
QGNH01001282.1_11	QGNH01001282.1	QGNH01001282.1	11	9174	10541	1	E			YP_009623327.1	YP_009623327.1 homing endonuclease [Campylobacter phage CP81]	False	0.36	246.0	3.093e-69									VOG00102	REFSEQ homing endonuclease; Xu	Xu	0	False	
QGNH01001282.1_12	QGNH01001282.1	QGNH01001282.1	12	10554	12419	1	E			YP_009268677.1	YP_009268677.1 terminase large subunit [Staphylococcus phage 80]	False	0.331	61.0	3.863e-08												0	False	
QGNH01001282.1_13	QGNH01001282.1	QGNH01001282.1	13	12480	13430	1	E																				0	False	
