locus_tag	ftype	length_bp	gene	EC_number	COG	product
BOPPKCLN_00001	CDS	804				hypothetical protein
BOPPKCLN_00002	CDS	852	prmC_1	2.1.1.297	COG2890	Release factor glutamine methyltransferase
BOPPKCLN_00003	CDS	1074	prfA		COG0216	Peptide chain release factor RF1
BOPPKCLN_00004	CDS	1263	hemA_1	1.2.1.70	COG0373	Glutamyl-tRNA reductase
BOPPKCLN_00005	CDS	1248	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
BOPPKCLN_00006	CDS	1116	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
BOPPKCLN_00007	CDS	1251				hypothetical protein
BOPPKCLN_00008	CDS	2235	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
BOPPKCLN_00009	CDS	1023		1.6.5.11	COG2070	NADH:quinone reductase
BOPPKCLN_00010	CDS	1227	lysC	2.7.2.4	COG0527	Aspartokinase
BOPPKCLN_00011	CDS	768				hypothetical protein
BOPPKCLN_00012	CDS	735	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
BOPPKCLN_00013	CDS	1176				hypothetical protein
BOPPKCLN_00014	CDS	1908	pbpG		COG0744	Penicillin-binding protein 2D
BOPPKCLN_00015	CDS	651	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
BOPPKCLN_00016	CDS	936	argB	2.7.2.8	COG0548	Acetylglutamate kinase
BOPPKCLN_00017	CDS	654	engB			GTP-binding protein EngB
BOPPKCLN_00018	CDS	1719	yidC		COG0706	Membrane protein insertase YidC
BOPPKCLN_00019	CDS	264	yidD			Putative membrane protein insertion efficiency factor
BOPPKCLN_00020	CDS	429	rnpA	3.1.26.5		Ribonuclease P protein component
BOPPKCLN_00021	CDS	1239				hypothetical protein
BOPPKCLN_00022	CDS	438				hypothetical protein
BOPPKCLN_00023	CDS	570				hypothetical protein
BOPPKCLN_00024	CDS	1152	dapE_1	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
BOPPKCLN_00025	CDS	846	dapD	2.3.1.117		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
BOPPKCLN_00026	CDS	429	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
BOPPKCLN_00027	tRNA	75				tRNA-Gly(gcc)
BOPPKCLN_00028	tRNA	75				tRNA-Gly(gcc)
BOPPKCLN_00029	CDS	486	proX		COG3760	Prolyl-tRNA editing protein ProX
BOPPKCLN_00030	CDS	891	cnoX		COG3118	Chaperedoxin
BOPPKCLN_00031	CDS	663	lon2	3.4.21.53	COG0466	Lon protease 2
BOPPKCLN_00032	CDS	192				hypothetical protein
BOPPKCLN_00033	CDS	375				hypothetical protein
BOPPKCLN_00034	CDS	987				hypothetical protein
BOPPKCLN_00035	CDS	483				hypothetical protein
BOPPKCLN_00036	CDS	549	nfuA			Fe/S biogenesis protein NfuA
BOPPKCLN_00037	CDS	1707				hypothetical protein
BOPPKCLN_00038	CDS	657	gph_1	3.1.3.18		Phosphoglycolate phosphatase
BOPPKCLN_00039	CDS	753				hypothetical protein
BOPPKCLN_00040	CDS	864				hypothetical protein
BOPPKCLN_00041	CDS	1200	pgk/tpi		COG0126	Bifunctional PGK/TIM
BOPPKCLN_00042	CDS	612	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
BOPPKCLN_00043	CDS	804	cobV	2.7.8.26		Adenosylcobinamide-GDP ribazoletransferase
BOPPKCLN_00044	CDS	1026	cobU	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
BOPPKCLN_00045	CDS	891				S-adenosylmethionine/S-adenosylhomocysteine transporter
BOPPKCLN_00046	CDS	678				hypothetical protein
BOPPKCLN_00047	CDS	816				hypothetical protein
BOPPKCLN_00048	CDS	435				hypothetical protein
BOPPKCLN_00049	CDS	510		3.6.1.25	COG2954	Inorganic triphosphatase
BOPPKCLN_00050	CDS	1674				hypothetical protein
BOPPKCLN_00051	CDS	1836				hypothetical protein
BOPPKCLN_00052	CDS	612				hypothetical protein
BOPPKCLN_00053	CDS	354				hypothetical protein
BOPPKCLN_00054	CDS	1041				hypothetical protein
BOPPKCLN_00055	CDS	429	phaJ	4.2.1.119	COG2030	(R)-specific enoyl-CoA hydratase
BOPPKCLN_00056	CDS	3747	cobN	6.6.1.2		Aerobic cobaltochelatase subunit CobN
BOPPKCLN_00057	CDS	750				hypothetical protein
BOPPKCLN_00058	CDS	519				hypothetical protein
BOPPKCLN_00059	CDS	585				hypothetical protein
BOPPKCLN_00060	CDS	2103	dsbD_1	1.8.1.8		Thiol:disulfide interchange protein DsbD
BOPPKCLN_00061	CDS	459	rnhA	3.1.26.4	COG0328	Ribonuclease HI
BOPPKCLN_00062	CDS	963	thrB	2.7.1.39	COG2334	Homoserine kinase
BOPPKCLN_00063	CDS	942	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
BOPPKCLN_00064	CDS	1683				hypothetical protein
BOPPKCLN_00065	CDS	558				hypothetical protein
BOPPKCLN_00066	CDS	696	grpE			Protein GrpE
BOPPKCLN_00067	CDS	1038	hrcA		COG1420	Heat-inducible transcription repressor HrcA
BOPPKCLN_00068	CDS	213				hypothetical protein
BOPPKCLN_00069	CDS	723	rph	2.7.7.56	COG0689	Ribonuclease PH
BOPPKCLN_00070	CDS	612		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
BOPPKCLN_00071	CDS	609	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
BOPPKCLN_00072	CDS	567				hypothetical protein
BOPPKCLN_00073	CDS	765				hypothetical protein
BOPPKCLN_00074	CDS	495				hypothetical protein
BOPPKCLN_00075	CDS	576	trmH	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
BOPPKCLN_00076	CDS	978	ppsC_1	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
BOPPKCLN_00077	CDS	495				hypothetical protein
BOPPKCLN_00078	CDS	711				hypothetical protein
BOPPKCLN_00079	CDS	915				hypothetical protein
BOPPKCLN_00080	CDS	234				hypothetical protein
BOPPKCLN_00081	CDS	909	gcvA_1			Glycine cleavage system transcriptional activator
BOPPKCLN_00082	CDS	1623	ipdC	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
BOPPKCLN_00083	CDS	576	rbr		COG1592	Rubrerythrin
BOPPKCLN_00084	CDS	192				hypothetical protein
BOPPKCLN_00085	CDS	873				hypothetical protein
BOPPKCLN_00086	CDS	1242		3.4.24.-	COG0612	putative zinc protease
BOPPKCLN_00087	CDS	1389	thrC	4.2.3.1	COG0498	Threonine synthase
BOPPKCLN_00088	CDS	786				hypothetical protein
BOPPKCLN_00089	CDS	387				hypothetical protein
BOPPKCLN_00090	CDS	1404				hypothetical protein
BOPPKCLN_00091	CDS	780	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
BOPPKCLN_00092	CDS	1791	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
BOPPKCLN_00093	CDS	381				hypothetical protein
BOPPKCLN_00094	CDS	384	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
BOPPKCLN_00095	CDS	126				hypothetical protein
BOPPKCLN_00096	CDS	837				hypothetical protein
BOPPKCLN_00097	CDS	1725	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
BOPPKCLN_00098	CDS	387				hypothetical protein
BOPPKCLN_00099	CDS	567				hypothetical protein
BOPPKCLN_00100	CDS	609				hypothetical protein
BOPPKCLN_00101	CDS	384				hypothetical protein
BOPPKCLN_00102	CDS	1131	phaC_1	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
BOPPKCLN_00103	CDS	1176	phaA	2.3.1.9		Acetyl-CoA acetyltransferase
BOPPKCLN_00104	CDS	723	phaB_1	1.1.1.36		Acetoacetyl-CoA reductase
BOPPKCLN_00105	CDS	732	ccmC		COG0755	Heme exporter protein C
BOPPKCLN_00106	CDS	171				hypothetical protein
BOPPKCLN_00107	CDS	504	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
BOPPKCLN_00108	CDS	1998	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
BOPPKCLN_00109	CDS	543	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
BOPPKCLN_00110	CDS	483				hypothetical protein
BOPPKCLN_00111	CDS	1176				hypothetical protein
BOPPKCLN_00112	CDS	1077				hypothetical protein
BOPPKCLN_00113	CDS	495	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
BOPPKCLN_00114	CDS	852	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
BOPPKCLN_00115	CDS	882	mcl2	3.1.2.30	COG2301	(3S)-malyl-CoA thioesterase
BOPPKCLN_00116	CDS	1236		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
BOPPKCLN_00117	CDS	828	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
BOPPKCLN_00118	CDS	1275				hypothetical protein
BOPPKCLN_00119	CDS	1092				hypothetical protein
BOPPKCLN_00120	CDS	894	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
BOPPKCLN_00121	CDS	1824		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
BOPPKCLN_00122	CDS	807	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
BOPPKCLN_00123	CDS	2040	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
BOPPKCLN_00124	CDS	723	ompR_1			Transcriptional regulatory protein OmpR
BOPPKCLN_00125	CDS	2586	acnB	4.2.1.3	COG1049	Aconitate hydratase B
BOPPKCLN_00126	CDS	981	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
BOPPKCLN_00127	CDS	651	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
BOPPKCLN_00128	CDS	318	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
BOPPKCLN_00129	CDS	930	dppC		COG1173	Dipeptide transport system permease protein DppC
BOPPKCLN_00130	CDS	987	dppB		COG0601	Dipeptide transport system permease protein DppB
BOPPKCLN_00131	CDS	1569	dppA		COG0747	Periplasmic dipeptide transport protein
BOPPKCLN_00132	CDS	1104	ychF		COG0012	Ribosome-binding ATPase YchF
BOPPKCLN_00133	CDS	1092	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
BOPPKCLN_00134	CDS	1023	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
BOPPKCLN_00135	CDS	1605	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
BOPPKCLN_00136	CDS	396				hypothetical protein
BOPPKCLN_00137	CDS	237				hypothetical protein
BOPPKCLN_00138	CDS	1647	groL1		COG0459	60 kDa chaperonin 1
BOPPKCLN_00139	CDS	291	groS			10 kDa chaperonin
BOPPKCLN_00140	CDS	1641	arnT	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
BOPPKCLN_00141	CDS	717				hypothetical protein
BOPPKCLN_00142	CDS	738	rgtE	2.4.1.-	COG0463	Dodecaprenyl-phosphate galacturonate synthase
BOPPKCLN_00143	CDS	423	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
BOPPKCLN_00144	CDS	1086				hypothetical protein
BOPPKCLN_00145	CDS	1110	leuB	1.1.1.85		3-isopropylmalate dehydrogenase
BOPPKCLN_00146	CDS	615	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
BOPPKCLN_00147	CDS	1425	leuC_1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
BOPPKCLN_00148	CDS	255				hypothetical protein
BOPPKCLN_00149	CDS	765			COG2932	putative HTH-type transcriptional regulator
BOPPKCLN_00150	CDS	363	rplS		COG0335	50S ribosomal protein L19
BOPPKCLN_00151	CDS	729	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
BOPPKCLN_00152	CDS	597	rimM		COG0806	Ribosome maturation factor RimM
BOPPKCLN_00153	CDS	417				hypothetical protein
BOPPKCLN_00154	CDS	1446	ffh		COG0541	Signal recognition particle protein
BOPPKCLN_00155	CDS	726				hypothetical protein
BOPPKCLN_00156	CDS	744				hypothetical protein
BOPPKCLN_00157	CDS	357				hypothetical protein
BOPPKCLN_00158	CDS	555				hypothetical protein
BOPPKCLN_00159	CDS	456				hypothetical protein
BOPPKCLN_00160	CDS	501				hypothetical protein
BOPPKCLN_00161	CDS	381				hypothetical protein
BOPPKCLN_00162	CDS	129				hypothetical protein
BOPPKCLN_00163	CDS	999	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
BOPPKCLN_00164	CDS	2403				hypothetical protein
BOPPKCLN_00165	CDS	1542	murJ		COG0728	putative lipid II flippase MurJ
