	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001074.1_1	QGNH01001074.1	QGNH01001074.1	1	3	140	1	E																		0	False	F
QGNH01001074.1_2	QGNH01001074.1	QGNH01001074.1	2	141	425	1	E																		0	False	F
QGNH01001074.1_3	QGNH01001074.1	QGNH01001074.1	3	500	1024	-1	E																		0	False	F
QGNH01001074.1_4	QGNH01001074.1	QGNH01001074.1	4	1024	1386	-1	E																		0	False	F
QGNH01001074.1_5	QGNH01001074.1	QGNH01001074.1	5	1383	1991	-1	E																		0	False	F
QGNH01001074.1_6	QGNH01001074.1	QGNH01001074.1	6	1993	2400	-1	E															VOG03176	REFSEQ virion structural protein; Xu	Xu	0	False	F
QGNH01001074.1_7	QGNH01001074.1	QGNH01001074.1	7	2411	3244	-1	E																		0	False	F
QGNH01001074.1_8	QGNH01001074.1	QGNH01001074.1	8	3244	3489	-1	E																		0	False	F
QGNH01001074.1_9	QGNH01001074.1	QGNH01001074.1	9	3563	5077	-1	D	YP_005087321.1	YP_005087321.1 head maturation protease [Rhodococcus phage REQ1]	False	0.244	154.0	6.457e-38								Phage capsid family [PF05065.16]	VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	VF
QGNH01001074.1_10	QGNH01001074.1	QGNH01001074.1	10	5074	6435	-1	D	YP_009226433.1	YP_009226433.1 head maturation protease [Achromobacter phage phiAxp-2]	False	0.352	142.0	3.665e-34	MER1068579	S49A	MER1068579 - subfamily S49A unassigned non-peptidase homologues (Agrobacterium tumefaciens) [S49.UNA]#S49A#{peptidase unit: 27-277}~source A0A0D0L2C1~	False	201.0	1.2859999999999999e-53	0.462	Peptidase family S49 [PF01343.21]	VOG07465	sp|P03711|SCAF_LAMBD Capsid assembly protease C; XhXs	Xh;Xs	0	False	VPF
QGNH01001074.1_11	QGNH01001074.1	QGNH01001074.1	11	6549	8231	-1	D	YP_005087320.1	YP_005087320.1 portal protein [Rhodococcus phage REQ1]	False	0.408	297.0	3.853e-85								Phage portal protein [PF04860.15]	VOG25223	REFSEQ portal protein; Xu	Xu	0	False	F
QGNH01001074.1_12	QGNH01001074.1	QGNH01001074.1	12	8228	8425	-1	E																		0	False	F
QGNH01001074.1_13	QGNH01001074.1	QGNH01001074.1	13	8422	9930	-1	D	YP_007111578.1	YP_007111578.1 terminase large subunit [Enterobacteria phage mEp235]	False	0.225	123.0	9.928e-28								Terminase large subunit, endonuclease domain [PF20441.1]; Terminase large subunit, ATPase domain [PF03354.18]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
