	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001487.1_1	QGNH01001487.1	QGNH01001487.1	1	3	1088	-1	E	YP_010668053.1	YP_010668053.1 terminase large subunit [Alteromonas phage ZP6]	False	0.365	217.0	1.8499999999999998e-60		VOG30053	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001487.1_2	QGNH01001487.1	QGNH01001487.1	2	1137	1328	-1	E											0	False	F
QGNH01001487.1_3	QGNH01001487.1	QGNH01001487.1	3	1303	1482	-1	E								VOG03878	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001487.1_4	QGNH01001487.1	QGNH01001487.1	4	1500	1871	-1	E											0	False	F
QGNH01001487.1_5	QGNH01001487.1	QGNH01001487.1	5	2034	2255	1	E											0	False	F
QGNH01001487.1_6	QGNH01001487.1	QGNH01001487.1	6	2298	5012	-1	E	YP_024939.1	YP_024939.1 tail fiber protein [Burkholderia phage BcepC6B]	False	0.33	102.0	2.1750000000000003e-20		VOG32022	REFSEQ tail fiber protein; Xu	Xu	0	False	F
QGNH01001487.1_7	QGNH01001487.1	QGNH01001487.1	7	5015	8224	-1	E	YP_007001989.1	YP_007001989.1 hypothetical protein F365_gp38 [Escherichia phage TL-2011b]	False	0.174	68.0	5.638e-10					0	False	
QGNH01001487.1_8	QGNH01001487.1	QGNH01001487.1	8	8221	8667	-1	E											0	False	
QGNH01001487.1_9	QGNH01001487.1	QGNH01001487.1	9	8823	11165	-1	E											0	False	
QGNH01001487.1_10	QGNH01001487.1	QGNH01001487.1	10	11168	11674	-1	E											0	False	
QGNH01001487.1_11	QGNH01001487.1	QGNH01001487.1	11	11684	14263	-1	E	YP_007517711.1	YP_007517711.1 tail protein [Pelagibacter phage HTVC010P]	False	0.16	94.0	5.046e-18					0	False	
QGNH01001487.1_12	QGNH01001487.1	QGNH01001487.1	12	14274	14879	-1	E											0	False	
QGNH01001487.1_13	QGNH01001487.1	QGNH01001487.1	13	14901	16655	-1	E											0	False	
QGNH01001487.1_14	QGNH01001487.1	QGNH01001487.1	14	16684	17520	-1	D	YP_009020986.1	YP_009020986.1 major head protein [Dunaliella viridis virus SI2]	False	0.319	140.0	1.775e-35	Phage capsid protein [PF19821.2]	VOG00529	sp|P19727|CAPSB_BPT7 Minor capsid protein; XrXs	Xs;Xr	0	False	VF
QGNH01001487.1_15	QGNH01001487.1	QGNH01001487.1	15	17681	18373	-1	E	YP_009799743.1	YP_009799743.1 head assembly [Ralstonia phage RsoP1EGY]	False	0.216	60.0	6.506e-09					0	False	F
QGNH01001487.1_16	QGNH01001487.1	QGNH01001487.1	16	18373	18693	-1	E											0	False	F
QGNH01001487.1_17	QGNH01001487.1	QGNH01001487.1	17	18704	19693	-1	D	YP_007517703.1	YP_007517703.1 head-tail adaptor [Pelagibacter phage HTVC010P]	False	0.224	79.0	1.071e-14	Bacteriophage head to tail connecting protein [PF12236.11]	VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xp;Xs;Xr	0	False	VF
QGNH01001487.1_18	QGNH01001487.1	QGNH01001487.1	18	19808	20257	-1	E											0	False	F
QGNH01001487.1_19	QGNH01001487.1	QGNH01001487.1	19	20261	20569	-1	E											0	False	F
QGNH01001487.1_20	QGNH01001487.1	QGNH01001487.1	20	20678	21310	-1	E											0	False	F
QGNH01001487.1_21	QGNH01001487.1	QGNH01001487.1	21	21341	21811	1	E	YP_008126069.1	YP_008126069.1 hypothetical protein M610_gp083 [Alteromonas phage vB_AmaP_AD45-P1]	False	0.372	99.0	4.529e-23		VOG01484	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001487.1_22	QGNH01001487.1	QGNH01001487.1	22	21798	22043	-1	E											0	False	F
QGNH01001487.1_23	QGNH01001487.1	QGNH01001487.1	23	22040	22249	-1	D							Protein of unknown function (DUF2829) [PF11195.11]				0	False	F
