	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001249.1_1	QGNH01001249.1	QGNH01001249.1	1	593	1501	1	E																				0	False	F
QGNH01001249.1_2	QGNH01001249.1	QGNH01001249.1	2	1989	2336	-1	E																				0	False	F
QGNH01001249.1_3	QGNH01001249.1	QGNH01001249.1	3	2580	2708	-1	E																				0	False	F
QGNH01001249.1_4	QGNH01001249.1	QGNH01001249.1	4	2854	3075	-1	E																				0	False	F
QGNH01001249.1_5	QGNH01001249.1	QGNH01001249.1	5	3255	3779	-1	E																				0	False	F
QGNH01001249.1_6	QGNH01001249.1	QGNH01001249.1	6	3907	6753	-1	E																				0	False	F
QGNH01001249.1_7	QGNH01001249.1	QGNH01001249.1	7	7330	7470	1	E																				0	False	
QGNH01001249.1_8	QGNH01001249.1	QGNH01001249.1	8	7475	7879	1	C	K01489	cytidine deaminase [EC:3.5.4.5]														Cytidine and deoxycytidylate deaminase zinc-binding region [PF00383.26]				0	False	
QGNH01001249.1_9	QGNH01001249.1	QGNH01001249.1	9	7896	8891	1	E			YP_001426132.1	YP_001426132.1 hypothetical protein FR483_N500R [Paramecium bursaria Chlorella virus FR483]	False	0.301	154.0	1.291e-39									VOG18582	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001249.1_10	QGNH01001249.1	QGNH01001249.1	10	8900	9235	1	E																				0	False	
QGNH01001249.1_11	QGNH01001249.1	QGNH01001249.1	11	9406	9735	1	E																				0	False	
QGNH01001249.1_12	QGNH01001249.1	QGNH01001249.1	12	9762	10202	1	E																				0	False	
QGNH01001249.1_13	QGNH01001249.1	QGNH01001249.1	13	10975	11352	1	E																				0	False	
QGNH01001249.1_14	QGNH01001249.1	QGNH01001249.1	14	11352	11816	1	E																				0	False	
QGNH01001249.1_15	QGNH01001249.1	QGNH01001249.1	15	11813	12217	1	E																				0	False	
QGNH01001249.1_16	QGNH01001249.1	QGNH01001249.1	16	12392	13465	1	D																PAS fold [PF08447.15]				0	False	
QGNH01001249.1_17	QGNH01001249.1	QGNH01001249.1	17	13496	14269	1	E																				0	False	
QGNH01001249.1_18	QGNH01001249.1	QGNH01001249.1	18	14345	14494	1	E																				0	False	
QGNH01001249.1_19	QGNH01001249.1	QGNH01001249.1	19	14478	14672	-1	E																				0	False	
QGNH01001249.1_20	QGNH01001249.1	QGNH01001249.1	20	14746	15219	1	E																				0	False	
QGNH01001249.1_21	QGNH01001249.1	QGNH01001249.1	21	15229	15963	1	E																				0	False	
QGNH01001249.1_22	QGNH01001249.1	QGNH01001249.1	22	15967	16476	1	E																				0	False	
QGNH01001249.1_23	QGNH01001249.1	QGNH01001249.1	23	16502	16990	1	E																				0	False	
QGNH01001249.1_24	QGNH01001249.1	QGNH01001249.1	24	16978	18630	1	E																				0	False	
QGNH01001249.1_25	QGNH01001249.1	QGNH01001249.1	25	18666	21827	1	C	K06909	phage terminase large subunit	YP_003359102.1	YP_003359102.1 exonuclease [Clavibacter phage CMP1]	False	0.321	208.0	8.528e-53	MER0223699	N09	MER0223699 - family N9 unassigned peptide lyases (Sulfurovum sp. NBC37-1) [N09.UPW]#N09#{peptidase unit: 206-550}~source YP_001359430~	False	0.301	90.0	1.533e-16	Homing endonuclease [PF05204.17]; Hom_end-associated Hint [PF05203.19]; LAGLIDADG-like domain [PF14528.9]	VOG00428	sp|B6YUE9|CDC6_THEON ORC1-type DNA replication protein; XhXr	Xr;Xh	1	False	VP
QGNH01001249.1_26	QGNH01001249.1	QGNH01001249.1	26	21827	22234	1	E																				0	False	
QGNH01001249.1_27	QGNH01001249.1	QGNH01001249.1	27	22231	23757	1	E																				0	False	
QGNH01001249.1_28	QGNH01001249.1	QGNH01001249.1	28	23776	25977	1	E			YP_001429612.1	YP_001429612.1 portal protein [Bacillus phage 0305phi8-36]	False	0.258	174.0	6.477e-43									VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	
QGNH01001249.1_29	QGNH01001249.1	QGNH01001249.1	29	26242	28608	1	E			YP_001429613.1	YP_001429613.1 protease/scaffold [Bacillus phage 0305phi8-36]	False	0.283	102.0	9.767e-21												1	False	
QGNH01001249.1_30	QGNH01001249.1	QGNH01001249.1	30	28617	30023	1	E																				0	False	
QGNH01001249.1_31	QGNH01001249.1	QGNH01001249.1	31	30037	30324	1	E																				0	False	
QGNH01001249.1_32	QGNH01001249.1	QGNH01001249.1	32	30321	31670	1	E			YP_001429616.1	YP_001429616.1 major head protein [Bacillus phage 0305phi8-36]	False	0.269	149.0	2.114e-36									VOG29923	REFSEQ major head protein; Xu	Xu	0	False	
QGNH01001249.1_33	QGNH01001249.1	QGNH01001249.1	33	31791	32387	1	E																				0	False	
QGNH01001249.1_34	QGNH01001249.1	QGNH01001249.1	34	32384	33103	1	D																Bacterial Ig-like domain [PF13205.9]				0	False	
QGNH01001249.1_35	QGNH01001249.1	QGNH01001249.1	35	33100	33351	1	E																				0	False	
QGNH01001249.1_36	QGNH01001249.1	QGNH01001249.1	36	33348	33974	1	E																				0	False	
QGNH01001249.1_37	QGNH01001249.1	QGNH01001249.1	37	33978	37094	1	E																	VOG01091	sp|B4YNE6|V6_SPTNK Collagen-like protein V6; Xu	Xu	0	False	
QGNH01001249.1_38	QGNH01001249.1	QGNH01001249.1	38	37114	37692	1	E																				0	False	
QGNH01001249.1_39	QGNH01001249.1	QGNH01001249.1	39	37693	38451	1	E																				0	False	
QGNH01001249.1_40	QGNH01001249.1	QGNH01001249.1	40	38462	39016	1	E																				0	False	
QGNH01001249.1_41	QGNH01001249.1	QGNH01001249.1	41	39053	39697	1	E																				0	False	
QGNH01001249.1_42	QGNH01001249.1	QGNH01001249.1	42	39714	41675	1	E																	VOG01001	sp|P85225|VPN1_BPPHE Putative tail sheath protein; Xs	Xs	0	False	V
QGNH01001249.1_43	QGNH01001249.1	QGNH01001249.1	43	41752	42432	1	E			YP_001429631.1	YP_001429631.1 major head protein [Bacillus phage 0305phi8-36]	False	0.319	119.0	6.397e-29									VOG29924	REFSEQ major head protein; Xu	Xu	0	False	
QGNH01001249.1_44	QGNH01001249.1	QGNH01001249.1	44	42501	43475	1	E			YP_001429632.1	YP_001429632.1 major head protein [Bacillus phage 0305phi8-36]	False	0.292	72.0	2.575e-12												0	False	
QGNH01001249.1_45	QGNH01001249.1	QGNH01001249.1	45	43481	44668	1	E																				0	False	
QGNH01001249.1_46	QGNH01001249.1	QGNH01001249.1	46	44678	45118	1	E																				0	False	
QGNH01001249.1_47	QGNH01001249.1	QGNH01001249.1	47	45120	45668	1	E																				0	False	
QGNH01001249.1_48	QGNH01001249.1	QGNH01001249.1	48	45675	49550	1	E			YP_009595867.1	YP_009595867.1 virion structural protein [Acinetobacter phage vB_AbaM_ME3]	False	0.274	146.0	1.488e-33												0	False	
QGNH01001249.1_49	QGNH01001249.1	QGNH01001249.1	49	49550	54541	1	E																				0	False	
QGNH01001249.1_50	QGNH01001249.1	QGNH01001249.1	50	54553	60156	1	D			YP_009223750.1	YP_009223750.1 tail length tape measure protein [Geobacillus virus E3]	False	0.227	69.0	4.838e-10								Transglycosylase SLT domain [PF01464.23]				0	False	
