	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001548.1_1	QGNH01001548.1	QGNH01001548.1	1	162	311	1	D							Ribbon-helix-helix domain [PF12651.10]				0	False	F
QGNH01001548.1_2	QGNH01001548.1	QGNH01001548.1	2	466	2169	1	E								VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xh;Xr	0	False	VF
QGNH01001548.1_3	QGNH01001548.1	QGNH01001548.1	3	2375	2560	1	E											0	False	F
QGNH01001548.1_4	QGNH01001548.1	QGNH01001548.1	4	2557	2721	1	E											0	False	F
QGNH01001548.1_5	QGNH01001548.1	QGNH01001548.1	5	2975	5218	1	D	YP_007518354.1	YP_007518354.1 portal protein [Vibrio phage VvAW1]	True	0.347	344.0	1.028e-98	Phage P22-like portal protein [PF16510.8]	VOG02069	sp|Q9T1S9|PORTL_BPAPS Portal protein; XhXpXrXs	Xs;Xp;Xh;Xr	0	False	VF
QGNH01001548.1_6	QGNH01001548.1	QGNH01001548.1	6	5250	5402	1	E											0	False	
QGNH01001548.1_7	QGNH01001548.1	QGNH01001548.1	7	5404	5598	1	E											0	False	
QGNH01001548.1_8	QGNH01001548.1	QGNH01001548.1	8	5598	5750	1	E											0	False	
QGNH01001548.1_9	QGNH01001548.1	QGNH01001548.1	9	5762	6622	1	E											0	False	
QGNH01001548.1_10	QGNH01001548.1	QGNH01001548.1	10	6626	7864	1	D	YP_007518352.1	YP_007518352.1 major head protein [Vibrio phage VvAW1]	False	0.279	166.0	2.118e-42	P22 coat protein - gene protein 5 [PF11651.11]	VOG00529	sp|P19727|CAPSB_BPT7 Minor capsid protein; XrXs	Xs;Xr	0	False	V
QGNH01001548.1_11	QGNH01001548.1	QGNH01001548.1	11	7882	9618	1	E											0	False	
QGNH01001548.1_12	QGNH01001548.1	QGNH01001548.1	12	9684	10475	1	E											0	False	
QGNH01001548.1_13	QGNH01001548.1	QGNH01001548.1	13	10472	10987	1	D							Methyltransferase domain [PF13578.9]	VOG09710	sp|Q5UPK3|YR132_MIMIV Uncharacterized protein R132; Xu	Xu	0	False	
QGNH01001548.1_14	QGNH01001548.1	QGNH01001548.1	14	10989	11906	1	E											1	False	
QGNH01001548.1_15	QGNH01001548.1	QGNH01001548.1	15	11894	12298	1	E											0	False	
QGNH01001548.1_16	QGNH01001548.1	QGNH01001548.1	16	12303	13052	1	E	YP_009222583.1	YP_009222583.1 hypothetical protein AXJ08_gp33 [Rhodoferax phage P26218]	False	0.239	71.0	2.108e-12		VOG12454	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001548.1_17	QGNH01001548.1	QGNH01001548.1	17	13052	14557	1	D	YP_009222582.1	YP_009222582.1 head closure Hc3 [Rhodoferax phage P26218]	False	0.343	274.0	5.163000000000001e-78	Phage stabilisation protein [PF11134.11]	VOG10156	sp|P26749|VG10_BPP22 Packaged DNA stabilization protein gp10; Xh	Xh	0	False	F
QGNH01001548.1_18	QGNH01001548.1	QGNH01001548.1	18	14557	15750	1	E											0	False	F
QGNH01001548.1_19	QGNH01001548.1	QGNH01001548.1	19	15761	15952	1	E											0	False	F
QGNH01001548.1_20	QGNH01001548.1	QGNH01001548.1	20	15949	17280	1	D							Radical SAM superfamily [PF04055.24]				0	False	F
QGNH01001548.1_21	QGNH01001548.1	QGNH01001548.1	21	17282	18139	1	E											0	False	F
