	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
NC_042045_NC_042045_1	NC_042045	NC_042045	1	1	510	1	E				0
NC_042045_NC_042045_2	NC_042045	NC_042045	2	515	2107	1	D			Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]	0
NC_042045_NC_042045_3	NC_042045	NC_042045	3	2186	2437	1	E				0
NC_042045_NC_042045_4	NC_042045	NC_042045	4	2819	3274	1	E				0
NC_042045_NC_042045_5	NC_042045	NC_042045	5	3275	3577	1	E				0
NC_042045_NC_042045_6	NC_042045	NC_042045	6	3652	4143	1	D			C-5 cytosine-specific DNA methylase [PF00145.20]	0
NC_042045_NC_042045_7	NC_042045	NC_042045	7	4140	5048	1	E				0
NC_042045_NC_042045_8	NC_042045	NC_042045	8	5045	5497	1	E				0
NC_042045_NC_042045_9	NC_042045	NC_042045	9	5525	5698	1	E				0
NC_042045_NC_042045_10	NC_042045	NC_042045	10	5763	6158	1	E				0
NC_042045_NC_042045_11	NC_042045	NC_042045	11	6257	6799	1	D			Host cell surface-exposed lipoprotein [PF07553.14]	0
NC_042045_NC_042045_12	NC_042045	NC_042045	12	6801	6968	1	E				0
NC_042045_NC_042045_13	NC_042045	NC_042045	13	7043	7351	1	D			Protein of unknown function (DUF1360) [PF07098.14]	0
NC_042045_NC_042045_14	NC_042045	NC_042045	14	7365	8987	1	E				0
NC_042045_NC_042045_15	NC_042045	NC_042045	15	8984	9343	1	E				0
NC_042045_NC_042045_16	NC_042045	NC_042045	16	9361	9540	1	E				0
NC_042045_NC_042045_17	NC_042045	NC_042045	17	9525	12635	1	D			Phage Mu protein F like protein [PF04233.17]; Hint domain [PF13403.9]; Pretoxin HINT domain [PF07591.14]	0
NC_042045_NC_042045_18	NC_042045	NC_042045	18	12632	12850	1	E				0
NC_042045_NC_042045_19	NC_042045	NC_042045	19	12920	15478	1	E				0
NC_042045_NC_042045_20	NC_042045	NC_042045	20	15480	15653	1	E				0
NC_042045_NC_042045_21	NC_042045	NC_042045	21	15643	16110	1	D			HNH endonuclease [PF13392.9]	0
NC_042045_NC_042045_22	NC_042045	NC_042045	22	16113	16226	1	E				0
NC_042045_NC_042045_23	NC_042045	NC_042045	23	16336	18231	1	E				0
NC_042045_NC_042045_24	NC_042045	NC_042045	24	18329	19159	1	E				0
NC_042045_NC_042045_25	NC_042045	NC_042045	25	19177	19689	1	E				0
NC_042045_NC_042045_26	NC_042045	NC_042045	26	19794	20489	1	E				0
NC_042045_NC_042045_27	NC_042045	NC_042045	27	20616	22505	1	E				0
NC_042045_NC_042045_28	NC_042045	NC_042045	28	22681	23454	1	E				0
NC_042045_NC_042045_29	NC_042045	NC_042045	29	23451	24002	1	E				0
NC_042045_NC_042045_30	NC_042045	NC_042045	30	23999	24406	1	E				0
NC_042045_NC_042045_31	NC_042045	NC_042045	31	24387	24821	1	D			Bacteriophage HK97-gp10, putative tail-component [PF04883.15]	0
NC_042045_NC_042045_32	NC_042045	NC_042045	32	24861	25472	1	E				0
NC_042045_NC_042045_33	NC_042045	NC_042045	33	25481	26089	1	E				0
NC_042045_NC_042045_34	NC_042045	NC_042045	34	26184	30995	1	D			Transglycosylase-like domain [PF06737.17]	0
NC_042045_NC_042045_35	NC_042045	NC_042045	35	31006	31962	1	E				0
NC_042045_NC_042045_36	NC_042045	NC_042045	36	31965	33728	1	E				0
NC_042045_NC_042045_37	NC_042045	NC_042045	37	33740	34213	-1	D			HNH endonuclease [PF13392.9]; NUMOD4 motif [PF07463.14]	0
NC_042045_NC_042045_38	NC_042045	NC_042045	38	34333	34890	1	D			Protein of unknown function (DUF2744) [PF10910.11]	0
NC_042045_NC_042045_39	NC_042045	NC_042045	39	34887	36809	1	E				0
NC_042045_NC_042045_40	NC_042045	NC_042045	40	36815	37093	1	E				0
NC_042045_NC_042045_41	NC_042045	NC_042045	41	37090	37275	1	E				0
NC_042045_NC_042045_42	NC_042045	NC_042045	42	37361	39172	1	D			Domain of unknown function (DUF1906) [PF08924.14]	0
NC_042045_NC_042045_43	NC_042045	NC_042045	43	39187	39654	1	D			Putative lactococcus lactis phage r1t holin [PF16945.8]	0
NC_042045_NC_042045_44	NC_042045	NC_042045	44	39651	40331	1	E				0
NC_042045_NC_042045_45	NC_042045	NC_042045	45	40321	40770	1	E				0
NC_042045_NC_042045_46	NC_042045	NC_042045	46	40763	41497	1	D			Cutinase [PF01083.25]; PE-PPE domain [PF08237.14]	0
NC_042045_NC_042045_47	NC_042045	NC_042045	47	41584	42030	1	E				0
NC_042045_NC_042045_48	NC_042045	NC_042045	48	42027	42281	1	E				0
NC_042045_NC_042045_49	NC_042045	NC_042045	49	42278	43441	1	D			YqaJ-like viral recombinase domain [PF09588.13]	0
NC_042045_NC_042045_50	NC_042045	NC_042045	50	43444	43710	1	E				0
NC_042045_NC_042045_51	NC_042045	NC_042045	51	43710	44228	1	D			Zinc-binding loop region of homing endonuclease [PF05551.14]	0
NC_042045_NC_042045_52	NC_042045	NC_042045	52	44231	45241	1	C	K07455	recombination protein RecT	RecT family [PF03837.17]	0
NC_042045_NC_042045_53	NC_042045	NC_042045	53	45259	45696	1	E				0
NC_042045_NC_042045_54	NC_042045	NC_042045	54	45674	45874	1	E				0
NC_042045_NC_042045_55	NC_042045	NC_042045	55	45871	46074	1	E				0
NC_042045_NC_042045_56	NC_042045	NC_042045	56	46084	46389	1	E				0
NC_042045_NC_042045_57	NC_042045	NC_042045	57	46386	47429	1	D			Helix-turn-helix domain [PF13730.9]	0
