target	query	e-value	score	length	start	end
NZ_ASHR01000014.1_274296_275972_+	COG0365	2.3e-124	410.4	558	36	556
NZ_ASHR01000014.1_51243_52319_+	COG0136	3.3e-131	431.5	358	13	354
NZ_ASHR01000014.1_145622_146452_-	COG0005	1.5e-84	277.9	276	10	274
NZ_ASHR01000014.1_296312_297802_+	COG0008	3.7e-158	521.8	496	11	493
NZ_ASHR01000014.1_98538_100010_+	COG1012	5.8e-201	663.5	490	14	485
NZ_ASHR01000014.1_169088_170209_+	COG0026	9.7e-147	483.0	373	2	370
NZ_ASHR01000014.1_148555_151206_-	COG4770	2.8e-269	890.8	588	1	588
NZ_ASHR01000014.1_278645_280432_+	COG0028	2.4e-245	809.5	595	12	577
NZ_ASHR01000014.1_127965_129752_-	COG1053	1.3e-227	751.3	595	7	595
NZ_ASHR01000014.1_297802_298719_+	COG0492	4.7e-68	223.9	305	4	301
NZ_ASHR01000014.1_218356_219483_+	COG2265	3.8e-97	320.1	375	9	374
NZ_ASHR01000014.1_24259_25680_+	COG0031	3.7e-158	521.1	473	15	471
NZ_ASHR01000014.1_299804_300754_-	COG0031	7.9e-107	352.0	316	6	314
NZ_ASHR01000014.1_254507_255739_+	COG1171	1.8e-165	545.8	410	5	409
NZ_ASHR01000014.1_143958_145625_-	COG1109	6.3e-121	398.6	519	12	512
NZ_ASHR01000014.1_205771_207159_+	COG1109	1.2e-145	480.3	462	5	461
NZ_ASHR01000014.1_215538_216515_+	COG0462	1.5e-145	479.3	325	7	323
NZ_ASHR01000014.1_157280_158230_+	COG0039	2.1e-119	392.9	316	3	315
NZ_ASHR01000014.1_170270_170800_+	COG0041	3.1e-93	307.3	176	8	172
NZ_ASHR01000014.1_29582_30799_+	COG1228	5.9e-88	289.5	405	3	391
NZ_ASHR01000014.1_113574_114056_-	COG0054	3.6e-51	167.3	139	3	136
NZ_ASHR01000014.1_280975_282000_+	COG0059	2.4e-162	533.5	341	1	331
NZ_ASHR01000014.1_210676_212199_+	COG0499	5.8e-212	698.2	507	26	506
NZ_ASHR01000014.1_264410_265633_-	COG0436	9.3e-126	414.3	407	8	407
NZ_ASHR01000014.1_25682_26848_+	COG0626	2.7e-187	618.3	388	2	387
NZ_ASHR01000014.1_544_975_+	COG0080	8.6e-75	244.0	143	4	143
NZ_ASHR01000014.1_1056_1745_+	COG0081	5.9e-113	370.7	229	1	228
NZ_ASHR01000014.1_114056_115321_-	COG0807	1.8e-158	522.3	373	2	366
