target	query	e-value	score	length	start	end
strain_RW2_final_assembly_1409137_1410672_-	K19304	1.1e-36	124.5	511	128	509
strain_RW2_final_assembly_2449946_2451250_+	K22719	2.7e-68	228.2	434	15	416
strain_RW2_final_assembly_612818_615292_+	K03693	2.1e-272	903.5	824	12	814
strain_RW2_final_assembly_2912903_2915122_+	K06877	3.7e-218	724.2	739	6	563
strain_RW2_final_assembly_1699836_1701281_-	K05592	1e-172	549.4	481	5	389
strain_RW2_final_assembly_3_458_+	K06877	2.6e-31	105.9	151	5	128
strain_RW2_final_assembly_2862117_2863535_+	K03654	2.9e-155	515.9	472	5	452
strain_RW2_final_assembly_490521_491918_-	K18692	1.2e-175	581.7	465	20	464
strain_RW2_final_assembly_2247722_2249251_+	K05592	3.2e-193	641.0	509	7	469
strain_RW2_final_assembly_2231113_2232279_-	K05592	2.9e-109	363.6	388	6	370
strain_RW2_final_assembly_2978506_2981718_-	K03654	2.2e-100	334.2	1070	227	818
strain_RW2_final_assembly_2768767_2770797_+	K03655	1.6e-208	692.6	676	5	665
strain_RW2_final_assembly_1827875_1829161_+	K01637	1.3e-211	295.9	428	248	425
strain_RW2_final_assembly_1827875_1829161_+	K01637	1.3e-211	410.0	428	6	247
strain_RW2_final_assembly_1942616_1943746_-	K00259	2.4e-165	547.6	376	1	372
strain_RW2_final_assembly_2352545_2354092_+	K00666	5.5e-166	551.0	515	3	509
strain_RW2_final_assembly_2494486_2496159_+	K00666	2.3e-163	542.3	557	23	547
strain_RW2_final_assembly_615337_617043_-	K01895	2.3e-218	724.7	568	19	568
strain_RW2_final_assembly_2252696_2254069_-	K01911	8.4e-123	408.4	457	6	451
strain_RW2_final_assembly_272099_273433_+	K00666	2.2e-78	261.4	444	49	443
strain_RW2_final_assembly_1691989_1693395_+	K00666	3.2e-79	264.1	468	9	460
strain_RW2_final_assembly_2885219_2886490_+	K09667	4.6e-36	79.4	423	18	331
strain_RW2_final_assembly_2512290_2513090_+	K00240	3.2e-73	244.1	266	5	252
strain_RW2_final_assembly_705631_706812_-	K08153	5.4e-103	342.7	381	1	373
strain_RW2_final_assembly_223649_224893_+	K08152	8.1e-63	208.9	414	5	404
strain_RW2_final_assembly_2688361_2689572_-	K08161	8e-162	536.3	403	7	389
strain_RW2_final_assembly_2213263_2214774_+	K08166	1.2e-88	294.7	503	19	493
strain_RW2_final_assembly_2220641_2221798_+	K08153	6.1e-58	194.0	385	4	379
strain_RW2_final_assembly_717160_718374_-	K08162	4.6e-63	210.6	404	13	388
strain_RW2_final_assembly_1155737_1156837_+	K08152	2.7e-94	313.1	366	2	356
strain_RW2_final_assembly_2266510_2267652_-	K08153	4.1e-39	131.9	380	6	370
strain_RW2_final_assembly_652023_653213_-	K08153	5.6e-41	138.1	396	3	386
strain_RW2_final_assembly_2906511_2907737_+	K08221	3.4e-37	124.4	408	11	401
strain_RW2_final_assembly_1755113_1756297_-	K08153	3.1e-45	152.2	394	10	387
strain_RW2_final_assembly_142975_144216_-	K08152	4.6e-134	444.1	413	1	402
strain_RW2_final_assembly_1756436_1757689_-	K19576	1.8e-24	83.9	417	17	415
strain_RW2_final_assembly_374762_375943_+	K08174	4.3e-65	217.0	393	6	375
strain_RW2_final_assembly_2010496_2011746_-	K08152	4.2e-133	441.0	416	6	403
strain_RW2_final_assembly_141652_142881_-	K08217	3.6e-59	197.8	409	3	390
strain_RW2_final_assembly_867939_869141_+	K19577	1.7e-124	413.7	400	13	395
strain_RW2_final_assembly_1525656_1526837_-	K18214	1.8e-134	445.9	393	1	389
strain_RW2_final_assembly_2017588_2018805_+	K08164	1.9e-91	304.0	405	15	399
strain_RW2_final_assembly_2300329_2301561_-	K08152	1.3e-132	439.4	410	1	402
strain_RW2_final_assembly_2434211_2435428_-	K08217	2.7e-56	188.4	395	2	383
strain_RW2_final_assembly_1870746_1871999_-	K08217	1.9e-87	291.2	417	6	408
strain_RW2_final_assembly_2052158_2053651_-	K18926	2.5e-163	541.5	497	10	487
strain_RW2_final_assembly_1902039_1903244_-	K19577	6.5e-90	299.7	401	20	396
strain_RW2_final_assembly_1915045_1916190_+	K08217	6e-23	78.2	381	39	367
strain_RW2_final_assembly_640570_641721_-	K05820	3.5e-80	266.8	383	7	376
strain_RW2_final_assembly_2029377_2030582_-	K08217	1.8e-61	205.5	401	7	394
strain_RW2_final_assembly_225038_226531_+	K03305	1.7e-160	532.7	497	14	496
strain_RW2_final_assembly_685156_686682_-	K20118	4.9e-240	795.7	508	2	502
strain_RW2_final_assembly_683012_685045_-	K20118	4.8e-286	947.7	677	2	650
strain_RW2_final_assembly_1253450_1254991_+	K02791	5.5e-241	798.7	513	3	511
strain_RW2_final_assembly_1168225_1169733_-	K20118	4.1e-191	634.0	502	1	497
strain_RW2_final_assembly_1797255_1798742_-	K02804	2.4e-191	634.5	483	1	480
strain_RW2_final_assembly_1904181_1905809_-	K20108	1.3e-283	939.0	542	1	541
strain_RW2_final_assembly_1072829_1074829_+	K02757	1.4e-253	840.5	666	23	663
strain_RW2_final_assembly_1807818_1809671_+	K02757	1.2e-241	801.2	617	2	615
strain_RW2_final_assembly_121551_122981_+	K02810	1.4e-197	655.6	476	1	471
strain_RW2_final_assembly_844713_846161_-	K02819	5.8e-209	692.5	482	1	476
strain_RW2_final_assembly_179937_181826_+	K02757	9.6e-212	702.3	629	5	627
strain_RW2_final_assembly_1349393_1350766_-	K02810	1.3e-172	573.1	457	1	454
strain_RW2_final_assembly_1913758_1914348_+	K03652	3.7e-74	247.4	196	3	194
strain_RW2_final_assembly_1593704_1594534_-	K02619	2.3e-50	169.3	258	3	236
strain_RW2_final_assembly_2147113_2148039_+	K00826	1.7e-82	275.3	308	8	304
strain_RW2_final_assembly_1836190_1836696_+	K08355	1.5e-36	123.3	168	20	163
strain_RW2_final_assembly_306020_306985_-	K07260	7.1e-78	259.8	321	16	317
strain_RW2_final_assembly_1786641_1787480_-	K07260	2.3e-71	238.4	279	9	276
strain_RW2_final_assembly_2849186_2849839_+	K17733	4.6e-62	207.5	217	28	204
strain_RW2_final_assembly_851836_852909_-	K02851	6e-118	391.6	357	8	331
strain_RW2_final_assembly_2720124_2721083_+	K01000	1.3e-115	383.9	319	5	318
strain_RW2_final_assembly_1363444_1364223_+	K10255	6.8e-92	306.2	259	6	259
strain_RW2_final_assembly_1926057_1927046_-	K01066	4.2e-33	112.6	329	75	327
strain_RW2_final_assembly_1702675_1703754_+	K01066	3.7e-96	320.3	359	37	356
strain_RW2_final_assembly_1479764_1480711_-	K01066	2.4e-103	344.1	315	5	311
strain_RW2_final_assembly_1969907_1970848_+	K01066	1.7e-40	136.8	313	32	311
