	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001040.1_1	QGNH01001040.1	QGNH01001040.1	1	3	1700	1	E	YP_010671354.1	YP_010671354.1 phosphoheptose isomerase [Rhizobium phage RHph_Y65]	False	0.445	90.0	3.62e-17		VOG01378	REFSEQ phosphoheptose isomerase; Xu	Xu	0	False	F
QGNH01001040.1_2	QGNH01001040.1	QGNH01001040.1	2	1660	2385	1	D							RadC-like JAB domain [PF04002.18]				0	False	F
QGNH01001040.1_3	QGNH01001040.1	QGNH01001040.1	3	2390	2602	1	E											0	False	F
QGNH01001040.1_4	QGNH01001040.1	QGNH01001040.1	4	2633	3049	1	E											0	False	F
QGNH01001040.1_5	QGNH01001040.1	QGNH01001040.1	5	3042	3251	1	E											0	False	F
QGNH01001040.1_6	QGNH01001040.1	QGNH01001040.1	6	3405	3668	1	E	YP_006546281.1	YP_006546281.1 HNH endonuclease [Thermoanaerobacterium phage THSA-485A]	False	0.487	78.0	3.493e-17					0	False	F
QGNH01001040.1_7	QGNH01001040.1	QGNH01001040.1	7	3693	4649	1	D	YP_009792694.1	YP_009792694.1 hypothetical protein HOS14_gp028 [Bordetella phage vB_BbrM_PHB04]	False	0.401	94.0	1.589e-19	Inorganic Pyrophosphatase [PF18823.4]; Domain of unknown function (DUF892) [PF05974.15]; Rubrerythrin [PF02915.20]				0	False	MKF
QGNH01001040.1_8	QGNH01001040.1	QGNH01001040.1	8	4652	4966	1	E											0	False	F
QGNH01001040.1_9	QGNH01001040.1	QGNH01001040.1	9	5280	5567	1	E											0	False	
QGNH01001040.1_10	QGNH01001040.1	QGNH01001040.1	10	5564	6529	1	E	YP_009215867.1	YP_009215867.1 head maturation protease [Bacillus phage JL]	False	0.276	118.0	2.338e-27					1	False	F
QGNH01001040.1_11	QGNH01001040.1	QGNH01001040.1	11	6549	7364	1	E											0	False	F
QGNH01001040.1_12	QGNH01001040.1	QGNH01001040.1	12	7406	8857	1	E	YP_002790788.1	YP_002790788.1 major head protein [Lactobacillus phage Lb338-1]	False	0.247	66.0	5.15e-10		VOG02591	sp|Q6Y7S3|CAPSD_BPPGK Major capsid protein; Xs	Xs	0	False	VF
QGNH01001040.1_13	QGNH01001040.1	QGNH01001040.1	13	8932	9291	1	E											0	False	F
QGNH01001040.1_14	QGNH01001040.1	QGNH01001040.1	14	9381	9923	1	E											0	False	F
QGNH01001040.1_15	QGNH01001040.1	QGNH01001040.1	15	9984	11084	1	E											0	False	F
