	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_048697_1	NC_048697	NC_048697	1	1	1335	1	E			YP_010659270.1	YP_010659270.1 DNA primase [Pseudomonas phage 98PfluR60PP]	True	0.982	921.0	2.169e-302		VOG04526	REFSEQ DNA primase; Xu	Xu	0	False	F
NC_048697_2	NC_048697	NC_048697	2	1387	2106	1	D			YP_009837204.1	YP_009837204.1 Sak4-like ssDNA annealing protein [Pseudomonas phage Littlefix]	True	0.962	486.0	1.3290000000000001e-155	AAA domain [PF13479.9]	VOG00709	sp|O31907|YORG_BACSU SPbeta prophage-derived uncharacterized protein YorG; Xu	Xu	0	False	F
NC_048697_3	NC_048697	NC_048697	3	2159	2920	1	E			YP_009837205.1	YP_009837205.1 single strand DNA binding protein [Pseudomonas phage Littlefix]	True	0.949	507.0	1.4220000000000002e-162		VOG01504	REFSEQ single strand DNA binding protein; Xu	Xu	0	False	F
NC_048697_4	NC_048697	NC_048697	4	2930	3478	1	D			YP_009837206.1	YP_009837206.1 hypothetical protein HWB52_gp04 [Pseudomonas phage Littlefix]	True	0.942	362.0	9.155e-114	Phage protein (N4 Gp49/phage Sf6 gene 66) family [PF13876.9]	VOG01495	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048697_5	NC_048697	NC_048697	5	3478	4044	1	C	K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]	YP_009837207.1	YP_009837207.1 hypothetical protein HWB52_gp05 [Pseudomonas phage Littlefix]	True	0.944	375.0	3.664e-118	Crossover junction endodeoxyribonuclease RuvC [PF02075.20]	VOG00053	sp|P13004|YLYS_BPPHV Uncharacterized protein near lysin gene (Fragment); Xu	Xu	0	False	F
NC_048697_6	NC_048697	NC_048697	6	4048	4524	1	E			YP_009837208.1	YP_009837208.1 hypothetical protein HWB52_gp06 [Pseudomonas phage Littlefix]	False	0.877	290.0	1.87e-89		VOG03853	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048697_7	NC_048697	NC_048697	7	4582	5112	1	E			YP_009837209.1	YP_009837209.1 hypothetical protein HWB52_gp07 [Pseudomonas phage Littlefix]	True	0.979	365.0	4.019e-115		VOG02084	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048697_8	NC_048697	NC_048697	8	5997	6593	1	E			YP_009837211.1	YP_009837211.1 hypothetical protein HWB52_gp09 [Pseudomonas phage Littlefix]	True	0.934	390.0	3.6640000000000005e-123		VOG31866	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_9	NC_048697	NC_048697	9	6590	6916	1	E			YP_009837212.1	YP_009837212.1 hypothetical protein HWB52_gp10 [Pseudomonas phage Littlefix]	False	0.957	205.0	5.252e-61		VOG13378	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_10	NC_048697	NC_048697	10	6929	7165	1	E													0	False	
NC_048697_11	NC_048697	NC_048697	11	7603	17712	-1	E			YP_009837213.1	YP_009837213.1 virion RNA polymerase [Pseudomonas phage Littlefix]	True	0.925	6517.0	0.0		VOG09187	sp|Q859P9|RPOLV_BPN4 Virion DNA-directed RNA polymerase; XhXrXs	Xh;Xr;Xs	0	False	V
NC_048697_12	NC_048697	NC_048697	12	17730	19013	-1	E			YP_009837214.1	YP_009837214.1 hypothetical protein HWB52_gp12 [Pseudomonas phage Littlefix]	True	0.907	784.0	2.919e-255		VOG00383	REFSEQ virion structural protein; Xu	Xu	0	False	
NC_048697_13	NC_048697	NC_048697	13	19016	19534	-1	E			YP_009837215.1	YP_009837215.1 hypothetical protein HWB52_gp13 [Pseudomonas phage Littlefix]	False	0.913	330.0	5.222e-103		VOG09189	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_14	NC_048697	NC_048697	14	19509	21809	-1	E			YP_009837216.1	YP_009837216.1 hypothetical protein HWB52_gp14 [Pseudomonas phage Littlefix]	True	0.955	1539.0	0.0		VOG02621	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_15	NC_048697	NC_048697	15	21865	22614	-1	E			YP_009837217.1	YP_009837217.1 virion structural protein [Pseudomonas phage Littlefix]	True	0.902	470.0	4.657e-150		VOG31729	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_16	NC_048697	NC_048697	16	22618	23328	-1	E			YP_009837218.1	YP_009837218.1 hypothetical protein HWB52_gp16 [Pseudomonas phage Littlefix]	True	0.913	452.0	3.673e-144		VOG09192	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_17	NC_048697	NC_048697	17	23386	24576	-1	E			YP_009837219.1	YP_009837219.1 major head protein [Pseudomonas phage Littlefix]	True	0.967	808.0	4.28e-264		VOG08005	sp|A0A0H5AXT3|CAPSD_BPK21 Major capsid protein; Xs	Xs	0	False	V
NC_048697_18	NC_048697	NC_048697	18	24592	25761	-1	E			YP_009837220.1	YP_009837220.1 tail length tape measure protein [Pseudomonas phage Littlefix]	True	0.907	738.0	5.106999999999999e-240		VOG09190	REFSEQ tail length tape measure protein; Xu	Xu	0	False	
NC_048697_19	NC_048697	NC_048697	19	25768	26103	-1	E			YP_009837221.1	YP_009837221.1 hypothetical protein HWB52_gp19 [Pseudomonas phage Littlefix]	False	0.919	216.0	1.6410000000000002e-64		VOG02578	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_20	NC_048697	NC_048697	20	26172	28322	-1	E			YP_009837222.1	YP_009837222.1 portal protein [Pseudomonas phage Littlefix]	True	0.941	1414.0	0.0		VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xr;Xs;Xp	0	False	V
NC_048697_21	NC_048697	NC_048697	21	28357	28791	1	C	K01520	dUTP diphosphatase [EC:3.6.1.23]	YP_009837223.1	YP_009837223.1 deoxyuridine 5'-triphosphate nucleotidohydrolase [Pseudomonas phage Littlefix]	False	0.973	297.0	3.263e-92	dUTPase [PF00692.22]				0	False	M
NC_048697_22	NC_048697	NC_048697	22	28788	28946	1	E			YP_009837224.1	YP_009837224.1 hypothetical protein HWB52_gp22 [Pseudomonas phage Littlefix]	False	0.919	102.0	2.4620000000000003e-26		VOG31865	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_23	NC_048697	NC_048697	23	28939	29235	1	E			YP_009837225.1	YP_009837225.1 hypothetical protein HWB52_gp23 [Pseudomonas phage Littlefix]	False	0.964	201.0	1.043e-59		VOG31867	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_24	NC_048697	NC_048697	24	29377	30102	-1	E			YP_009837226.1	YP_009837226.1 virion structural protein [Pseudomonas phage Littlefix]	True	0.995	509.0	1.216e-163		VOG04792	REFSEQ virion structural protein; Xu	Xu	0	False	
NC_048697_25	NC_048697	NC_048697	25	30105	31745	-1	E			YP_009837227.1	YP_009837227.1 hypothetical protein HWB52_gp25 [Pseudomonas phage Littlefix]	True	0.985	1136.0	0.0		VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xh;Xr	0	False	V
NC_048697_26	NC_048697	NC_048697	26	31742	32185	-1	E			YP_009837228.1	YP_009837228.1 hypothetical protein HWB52_gp26 [Pseudomonas phage Littlefix]	False	0.998	312.0	2.325e-97		VOG31868	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_27	NC_048697	NC_048697	27	32182	32898	-1	E			YP_009837229.1	YP_009837229.1 hypothetical protein HWB52_gp27 [Pseudomonas phage Littlefix]	True	0.933	467.0	2.525e-149		VOG09193	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_28	NC_048697	NC_048697	28	32895	33170	-1	E			YP_009837230.1	YP_009837230.1 hypothetical protein HWB52_gp28 [Pseudomonas phage Littlefix]	False	1.0	203.0	2.084e-60		VOG22189	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_29	NC_048697	NC_048697	29	33167	33349	-1	E			YP_009837231.1	YP_009837231.1 hypothetical protein HWB52_gp29 [Pseudomonas phage Littlefix]	False	0.972	125.0	3.826e-34					0	False	
NC_048697_30	NC_048697	NC_048697	30	33346	33567	-1	E			YP_009837232.1	YP_009837232.1 hypothetical protein HWB52_gp30 [Pseudomonas phage Littlefix]	False	0.981	153.0	1.266e-43		VOG31871	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_31	NC_048697	NC_048697	31	33926	34216	1	E			YP_009837233.1	YP_009837233.1 hypothetical protein HWB52_gp31 [Pseudomonas phage Littlefix]	False	0.881	178.0	8.716e-52		VOG13353	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_32	NC_048697	NC_048697	32	34268	34459	1	E			YP_009837234.1	YP_009837234.1 hypothetical protein HWB52_gp32 [Pseudomonas phage Littlefix]	False	0.902	121.0	1.456e-32		VOG31869	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_33	NC_048697	NC_048697	33	34394	34564	-1	E													0	False	
NC_048697_34	NC_048697	NC_048697	34	34764	34976	1	E			YP_009837235.1	YP_009837235.1 hypothetical protein HWB52_gp33 [Pseudomonas phage Littlefix]	False	0.954	143.0	5.618e-40					0	False	
NC_048697_35	NC_048697	NC_048697	35	34986	35267	1	E			YP_009837236.1	YP_009837236.1 hypothetical protein HWB52_gp34 [Pseudomonas phage Littlefix]	False	0.979	194.0	1.761e-57		VOG31657	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_36	NC_048697	NC_048697	36	35494	35931	1	E			YP_009837237.1	YP_009837237.1 hypothetical protein HWB52_gp35 [Pseudomonas phage Littlefix]	False	0.978	301.0	1.457e-93		VOG04131	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_37	NC_048697	NC_048697	37	35943	36263	1	E			YP_009837238.1	YP_009837238.1 hypothetical protein HWB52_gp36 [Pseudomonas phage Littlefix]	False	0.997	226.0	4.763e-68		VOG01292	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_38	NC_048697	NC_048697	38	36267	36560	1	E			YP_009837239.1	YP_009837239.1 hypothetical protein HWB52_gp37 [Pseudomonas phage Littlefix]	False	0.952	196.0	4.412000000000001e-58		VOG31872	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_39	NC_048697	NC_048697	39	36571	36771	1	E			YP_009837240.1	YP_009837240.1 hypothetical protein HWB52_gp38 [Pseudomonas phage Littlefix]	False	1.0	120.0	4.384e-32		VOG00539	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_40	NC_048697	NC_048697	40	36949	37329	1	E			YP_009837241.1	YP_009837241.1 hypothetical protein HWB52_gp39 [Pseudomonas phage Littlefix]	False	1.0	275.0	8.952e-85		VOG09320	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_41	NC_048697	NC_048697	41	37329	37532	1	E			YP_009837242.1	YP_009837242.1 hypothetical protein HWB52_gp40 [Pseudomonas phage Littlefix]	False	1.0	145.0	5.261999999999998e-41		VOG31870	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_42	NC_048697	NC_048697	42	37535	37816	1	E			YP_009837243.1	YP_009837243.1 hypothetical protein HWB52_gp41 [Pseudomonas phage Littlefix]	False	1.0	211.0	4.13e-63		VOG03912	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_43	NC_048697	NC_048697	43	37820	38233	1	E			YP_009837244.1	YP_009837244.1 hypothetical protein HWB52_gp42 [Pseudomonas phage Littlefix]	False	1.0	301.0	1.357e-93		VOG31873	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_44	NC_048697	NC_048697	44	38316	38600	1	E			YP_009837245.1	YP_009837245.1 hypothetical protein HWB52_gp43 [Pseudomonas phage Littlefix]	False	0.919	175.0	7.233e-51		VOG31876	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_45	NC_048697	NC_048697	45	38604	38831	1	E			YP_009837246.1	YP_009837246.1 hypothetical protein HWB52_gp44 [Pseudomonas phage Littlefix]	False	0.881	140.0	6.622e-39		VOG31874	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_46	NC_048697	NC_048697	46	38791	39051	1	E			YP_009837247.1	YP_009837247.1 hypothetical protein HWB52_gp45 [Pseudomonas phage Littlefix]	False	0.951	174.0	1.26e-50		VOG31875	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_47	NC_048697	NC_048697	47	39120	39425	1	E			YP_009837248.1	YP_009837248.1 toxin [Pseudomonas phage Littlefix]	False	0.904	193.0	9.234000000000001e-57		VOG13362	REFSEQ toxin; Xu	Xu	0	False	
NC_048697_48	NC_048697	NC_048697	48	39480	39956	1	E			YP_009837249.1	YP_009837249.1 hypothetical protein HWB52_gp47 [Pseudomonas phage Littlefix]	False	0.964	323.0	1.076e-100		VOG31877	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_49	NC_048697	NC_048697	49	39953	40246	1	E			YP_009837250.1	YP_009837250.1 hypothetical protein HWB52_gp48 [Pseudomonas phage Littlefix]	False	0.949	196.0	8.303e-58		VOG31878	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_50	NC_048697	NC_048697	50	40243	40500	1	E			YP_009837251.1	YP_009837251.1 hypothetical protein HWB52_gp49 [Pseudomonas phage Littlefix]	False	1.0	186.0	1.2449999999999999e-54		VOG31879	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_51	NC_048697	NC_048697	51	40783	41043	1	E			YP_009837253.1	YP_009837253.1 hypothetical protein HWB52_gp51 [Pseudomonas phage Littlefix]	False	1.0	188.0	2.691e-55		VOG31881	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_52	NC_048697	NC_048697	52	41040	41297	1	E			YP_009837254.1	YP_009837254.1 hypothetical protein HWB52_gp52 [Pseudomonas phage Littlefix]	False	0.997	181.0	4.0369999999999997e-53					0	False	
NC_048697_53	NC_048697	NC_048697	53	41294	41728	1	E			YP_009837255.1	YP_009837255.1 hypothetical protein HWB52_gp53 [Pseudomonas phage Littlefix]	False	0.991	304.0	2.089e-94					0	False	
NC_048697_54	NC_048697	NC_048697	54	41725	42027	1	E			YP_009837256.1	YP_009837256.1 hypothetical protein HWB52_gp54 [Pseudomonas phage Littlefix]	False	0.992	212.0	2.2600000000000002e-63		VOG31882	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_55	NC_048697	NC_048697	55	41978	42238	1	E			YP_009837257.1	YP_009837257.1 hypothetical protein HWB52_gp55 [Pseudomonas phage Littlefix]	False	1.0	189.0	1.042e-55		VOG31883	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_56	NC_048697	NC_048697	56	42235	42495	1	E			YP_009837258.1	YP_009837258.1 hypothetical protein HWB52_gp56 [Pseudomonas phage Littlefix]	False	1.0	186.0	9.534e-55					0	False	
NC_048697_57	NC_048697	NC_048697	57	42495	43418	1	E			YP_009837259.1	YP_009837259.1 RNA polymerase [Pseudomonas phage Littlefix]	True	0.983	639.0	2.48e-207					0	False	
NC_048697_58	NC_048697	NC_048697	58	43415	43984	1	E			YP_009837260.1	YP_009837260.1 hypothetical protein HWB52_gp58 [Pseudomonas phage Littlefix]	True	0.983	394.0	7.431e-125		VOG31884	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048697_59	NC_048697	NC_048697	59	43981	44355	1	D			YP_009837261.1	YP_009837261.1 hypothetical protein HWB52_gp59 [Pseudomonas phage Littlefix]	False	0.96	253.0	3.901e-77	YspA, cpYpsA-related SLOG family [PF10686.12]				0	False	
