	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000364.1_1	QGNH01000364.1	QGNH01000364.1	1	3	2015	-1	E													0	False	F
QGNH01000364.1_2	QGNH01000364.1	QGNH01000364.1	2	2015	2605	-1	E										VOG04793	REFSEQ virion structural protein; Xu	Xu	0	False	F
QGNH01000364.1_3	QGNH01000364.1	QGNH01000364.1	3	2602	3282	-1	E													0	False	F
QGNH01000364.1_4	QGNH01000364.1	QGNH01000364.1	4	3288	3866	-1	E													0	False	F
QGNH01000364.1_5	QGNH01000364.1	QGNH01000364.1	5	4013	4480	-1	E													0	False	F
QGNH01000364.1_6	QGNH01000364.1	QGNH01000364.1	6	4506	5426	-1	D			YP_007005339.1	YP_007005339.1 P22 coat protein [Clostridium phage phiCP34O]	False	0.285	120.0	2.604e-28	P22 coat protein - gene protein 5 [PF11651.11]	VOG00529	sp|P19727|CAPSB_BPT7 Minor capsid protein; XrXs	Xr;Xs	0	False	VF
QGNH01000364.1_7	QGNH01000364.1	QGNH01000364.1	7	5487	6401	-1	E													0	False	F
QGNH01000364.1_8	QGNH01000364.1	QGNH01000364.1	8	6515	6745	-1	E													0	False	F
QGNH01000364.1_9	QGNH01000364.1	QGNH01000364.1	9	6758	8995	-1	E			YP_008320313.1	YP_008320313.1 head-tail adaptor [Puniceispirillum phage HMO-2011]	False	0.271	179.0	1.728e-44		VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xr;Xp;Xs	0	False	VF
QGNH01000364.1_10	QGNH01000364.1	QGNH01000364.1	10	9109	9324	-1	E													0	False	F
QGNH01000364.1_11	QGNH01000364.1	QGNH01000364.1	11	9321	10847	-1	C	K06909	phage terminase large subunit	YP_009800690.1	YP_009800690.1 TerL [Burkholderia phage vB_BmuP_KL4]	False	0.424	319.0	3.987e-93	Phage terminase large subunit [PF04466.16]; Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]	VOG00230	sp|O31952|YONF_BACSU SPbeta prophage-derived uncharacterized protein YonF; Xu	Xu	0	False	F
