MNWJ01000034.1_orf8079	6002734e64746117c8f205f0f29bd895	168	Pfam	PF04308	Ribonuclease H-like	26	167	1.1E-46	T	24-06-2023	IPR007405	Bacteriophage KVP40, Orf299
MNWJ01000034.1_orf8079	6002734e64746117c8f205f0f29bd895	168	PANTHER	PTHR39961	HYPOTHETICAL CYTOSOLIC PROTEIN	12	166	6.3E-41	T	24-06-2023	IPR007405	Bacteriophage KVP40, Orf299
MNWJ01000038.1_orf8776	c44a21b9f836bbcd6426be1942accd74	417	Pfam	PF13304	AAA domain, putative AbiEii toxin, Type IV TA system	60	362	2.9E-35	T	24-06-2023	IPR003959	ATPase, AAA-type, core
MNWJ01000038.1_orf8776	c44a21b9f836bbcd6426be1942accd74	417	PANTHER	PTHR40396	ATPASE-LIKE PROTEIN	13	416	2.2E-34	T	24-06-2023	-	-
MNWJ01000038.1_orf8776	c44a21b9f836bbcd6426be1942accd74	417	Gene3D	G3DSA:3.40.50.300	-	13	401	7.2E-27	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
MNWJ01000038.1_orf8776	c44a21b9f836bbcd6426be1942accd74	417	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	13	385	9.91E-21	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
MNWJ01000033.1_orf7987	09cd1561601aaa8612461b5bc71a770f	342	Pfam	PF13439	Glycosyltransferase Family 4	57	152	1.8E-11	T	24-06-2023	IPR028098	Glycosyltransferase subfamily 4-like, N-terminal domain
MNWJ01000033.1_orf7987	09cd1561601aaa8612461b5bc71a770f	342	Gene3D	G3DSA:3.40.50.2000	Glycogen Phosphorylase B;	150	320	4.9E-36	T	24-06-2023	-	-
MNWJ01000033.1_orf7987	09cd1561601aaa8612461b5bc71a770f	342	Gene3D	G3DSA:3.40.50.2000	Glycogen Phosphorylase B;	57	149	4.9E-36	T	24-06-2023	-	-
MNWJ01000033.1_orf7987	09cd1561601aaa8612461b5bc71a770f	342	PANTHER	PTHR45947	SULFOQUINOVOSYL TRANSFERASE SQD2	50	340	1.4E-27	T	24-06-2023	-	-
MNWJ01000033.1_orf7987	09cd1561601aaa8612461b5bc71a770f	342	Pfam	PF00534	Glycosyl transferases group 1	171	317	1.1E-15	T	24-06-2023	IPR001296	Glycosyl transferase, family 1
