	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001852.1_1	QGNH01001852.1	QGNH01001852.1	1	297	1718	1	D	YP_007010601.1	YP_007010601.1 terminase large subunit [Acinetobacter phage YMC/09/02/B1251]	False	0.358	249.0	8.435e-70	Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase RNaseH-like domain [PF17289.5]	VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xh;Xr	0	False	VF
QGNH01001852.1_2	QGNH01001852.1	QGNH01001852.1	2	1764	3164	1	D	YP_010078149.1	YP_010078149.1 portal protein [Ralstonia phage Raharianne]	True	0.541	477.0	2.212e-148	Phage portal protein, SPP1 Gp6-like [PF05133.17]				0	False	F
QGNH01001852.1_3	QGNH01001852.1	QGNH01001852.1	3	3169	3588	1	E	YP_010078150.1	YP_010078150.1 hypothetical protein KMC43_gp26 [Ralstonia phage Raharianne]	False	0.492	93.0	2.625e-21					0	False	F
QGNH01001852.1_4	QGNH01001852.1	QGNH01001852.1	4	3650	4972	1	E	YP_010078151.1	YP_010078151.1 major head protein [Ralstonia phage Raharianne]	True	0.595	510.0	3.597e-160					0	False	F
QGNH01001852.1_5	QGNH01001852.1	QGNH01001852.1	5	4999	5307	1	E											0	False	F
QGNH01001852.1_6	QGNH01001852.1	QGNH01001852.1	6	5361	5684	1	E	YP_010078155.1	YP_010078155.1 hypothetical protein KMC43_gp31 [Ralstonia phage Raharianne]	False	0.538	113.0	9.359e-29					0	False	F
QGNH01001852.1_7	QGNH01001852.1	QGNH01001852.1	7	5686	6330	1	E	YP_010078156.1	YP_010078156.1 hypothetical protein KMC43_gp32 [Ralstonia phage Raharianne]	False	0.303	100.0	9.589e-23					0	False	F
QGNH01001852.1_8	QGNH01001852.1	QGNH01001852.1	8	6330	7139	1	E	YP_010078157.1	YP_010078157.1 hypothetical protein KMC43_gp33 [Ralstonia phage Raharianne]	False	0.362	149.0	1.434e-38					0	False	F
QGNH01001852.1_9	QGNH01001852.1	QGNH01001852.1	9	7155	7298	1	E											0	False	F
QGNH01001852.1_10	QGNH01001852.1	QGNH01001852.1	10	7304	8869	1	E	YP_010078160.1	YP_010078160.1 tail protein [Ralstonia phage Raharianne]	True	0.545	532.0	2.424e-166		VOG00168	sp|P13332|TSP_BPT4 Tail sheath protein; XpXrXs	Xr;Xs;Xp	0	False	VF
QGNH01001852.1_11	QGNH01001852.1	QGNH01001852.1	11	8885	9313	1	E	YP_010078161.1	YP_010078161.1 hypothetical protein KMC43_gp37 [Ralstonia phage Raharianne]	False	0.424	109.0	9.984e-27					0	False	F
QGNH01001852.1_12	QGNH01001852.1	QGNH01001852.1	12	9314	9679	1	E											0	False	F
QGNH01001852.1_13	QGNH01001852.1	QGNH01001852.1	13	9698	10099	-1	E											0	False	F
