	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
NC_073474_NC_073474_1	NC_073474	NC_073474	1	1	366	1	D			Phage terminase, small subunit [PF05119.15]	0
NC_073474_NC_073474_2	NC_073474	NC_073474	2	366	896	1	E				0
NC_073474_NC_073474_3	NC_073474	NC_073474	3	889	2223	1	C	K06909	phage terminase large subunit	Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Phage terminase large subunit [PF04466.16]; Terminase RNAseH like domain [PF17288.5]	0
NC_073474_NC_073474_4	NC_073474	NC_073474	4	2183	3826	1	D			Phage portal protein, SPP1 Gp6-like [PF05133.17]	0
NC_073474_NC_073474_5	NC_073474	NC_073474	5	3943	4983	1	D			Phage minor capsid protein 2 [PF06152.14]	0
NC_073474_NC_073474_6	NC_073474	NC_073474	6	5126	5863	1	E				0
NC_073474_NC_073474_7	NC_073474	NC_073474	7	5920	6837	1	D			P22 coat protein - gene protein 5 [PF11651.11]	0
NC_073474_NC_073474_8	NC_073474	NC_073474	8	6862	7197	1	E				0
NC_073474_NC_073474_9	NC_073474	NC_073474	9	7200	7619	1	E				0
NC_073474_NC_073474_10	NC_073474	NC_073474	10	7616	7990	1	E				0
NC_073474_NC_073474_11	NC_073474	NC_073474	11	7987	8286	1	E				0
NC_073474_NC_073474_12	NC_073474	NC_073474	12	8283	8678	1	E				0
NC_073474_NC_073474_13	NC_073474	NC_073474	13	8706	9605	1	E				0
NC_073474_NC_073474_14	NC_073474	NC_073474	14	9688	10017	1	E				0
NC_073474_NC_073474_15	NC_073474	NC_073474	15	10020	10433	1	E				0
NC_073474_NC_073474_16	NC_073474	NC_073474	16	10592	10897	1	E				0
NC_073474_NC_073474_17	NC_073474	NC_073474	17	10919	15565	1	E				0
NC_073474_NC_073474_18	NC_073474	NC_073474	18	15562	16449	1	E				0
NC_073474_NC_073474_19	NC_073474	NC_073474	19	16446	18107	1	E				0
NC_073474_NC_073474_20	NC_073474	NC_073474	20	18148	18693	1	D			Protein of unknown function (DUF2744) [PF10910.11]	0
NC_073474_NC_073474_21	NC_073474	NC_073474	21	18690	20378	1	E				0
NC_073474_NC_073474_22	NC_073474	NC_073474	22	20380	20685	1	E				0
NC_073474_NC_073474_23	NC_073474	NC_073474	23	20694	21035	1	E				0
NC_073474_NC_073474_24	NC_073474	NC_073474	24	21022	22797	1	E				0
NC_073474_NC_073474_25	NC_073474	NC_073474	25	22797	23510	1	E				0
NC_073474_NC_073474_26	NC_073474	NC_073474	26	23543	23998	1	E				0
NC_073474_NC_073474_27	NC_073474	NC_073474	27	24067	25176	1	D			LGFP repeat [PF08310.14]	0
NC_073474_NC_073474_28	NC_073474	NC_073474	28	25243	25584	1	E				0
NC_073474_NC_073474_29	NC_073474	NC_073474	29	25581	26066	1	E				0
NC_073474_NC_073474_30	NC_073474	NC_073474	30	26056	26493	1	E				0
NC_073474_NC_073474_31	NC_073474	NC_073474	31	26788	27924	-1	D			Phage integrase family [PF00589.25]	0
NC_073474_NC_073474_32	NC_073474	NC_073474	32	27926	28369	-1	E				0
NC_073474_NC_073474_33	NC_073474	NC_073474	33	29389	30321	1	D			YqaJ-like viral recombinase domain [PF09588.13]	0
NC_073474_NC_073474_34	NC_073474	NC_073474	34	30361	31278	1	C	K07455	recombination protein RecT	RecT family [PF03837.17]	0
NC_073474_NC_073474_35	NC_073474	NC_073474	35	31271	31534	1	E				0
NC_073474_NC_073474_36	NC_073474	NC_073474	36	31531	31713	1	E				0
NC_073474_NC_073474_37	NC_073474	NC_073474	37	31710	31919	1	E				0
NC_073474_NC_073474_38	NC_073474	NC_073474	38	31907	32227	1	E				0
NC_073474_NC_073474_39	NC_073474	NC_073474	39	32268	32756	1	C	K03111	single-strand DNA-binding protein	Single-strand binding protein family [PF00436.28]	0
NC_073474_NC_073474_40	NC_073474	NC_073474	40	32859	33326	1	E				0
NC_073474_NC_073474_41	NC_073474	NC_073474	41	33541	33840	1	E				0
NC_073474_NC_073474_42	NC_073474	NC_073474	42	34025	34756	1	E				0
NC_073474_NC_073474_43	NC_073474	NC_073474	43	34753	36051	1	D			AAA domain [PF13481.9]	0
NC_073474_NC_073474_44	NC_073474	NC_073474	44	36101	36301	1	E				0
NC_073474_NC_073474_45	NC_073474	NC_073474	45	36298	36504	1	E				0
NC_073474_NC_073474_46	NC_073474	NC_073474	46	36501	36842	1	E				0
NC_073474_NC_073474_47	NC_073474	NC_073474	47	36954	37331	1	E				0
NC_073474_NC_073474_48	NC_073474	NC_073474	48	37319	37582	1	E				0
NC_073474_NC_073474_49	NC_073474	NC_073474	49	37575	37862	1	E				0
NC_073474_NC_073474_50	NC_073474	NC_073474	50	38050	38274	1	E				0
NC_073474_NC_073474_51	NC_073474	NC_073474	51	38423	38785	1	E				0
NC_073474_NC_073474_52	NC_073474	NC_073474	52	38899	39351	1	E				0
NC_073474_NC_073474_53	NC_073474	NC_073474	53	39348	39566	1	E				0
NC_073474_NC_073474_54	NC_073474	NC_073474	54	39559	39819	1	E				0
NC_073474_NC_073474_55	NC_073474	NC_073474	55	39803	39970	1	E				0
NC_073474_NC_073474_56	NC_073474	NC_073474	56	39967	40695	1	E				0
NC_073474_NC_073474_57	NC_073474	NC_073474	57	40692	40982	1	E				0
NC_073474_NC_073474_58	NC_073474	NC_073474	58	40991	41281	1	E				0
NC_073474_NC_073474_59	NC_073474	NC_073474	59	41313	41711	1	E				0
NC_073474_NC_073474_60	NC_073474	NC_073474	60	41708	41917	1	E				0
NC_073474_NC_073474_61	NC_073474	NC_073474	61	41942	42424	1	E				0
NC_073474_NC_073474_62	NC_073474	NC_073474	62	42424	42873	1	E				0
NC_073474_NC_073474_63	NC_073474	NC_073474	63	42870	43004	1	E				0
NC_073474_NC_073474_64	NC_073474	NC_073474	64	43001	43234	1	E				0
NC_073474_NC_073474_65	NC_073474	NC_073474	65	43231	43515	1	E				0
NC_073474_NC_073474_66	NC_073474	NC_073474	66	43515	43721	1	E				0
NC_073474_NC_073474_67	NC_073474	NC_073474	67	43718	43885	1	E				0
NC_073474_NC_073474_68	NC_073474	NC_073474	68	43882	44154	1	E				0
NC_073474_NC_073474_69	NC_073474	NC_073474	69	44154	44411	1	E				0
NC_073474_NC_073474_70	NC_073474	NC_073474	70	44408	44542	1	E				0
NC_073474_NC_073474_71	NC_073474	NC_073474	71	44539	44733	1	E				0
NC_073474_NC_073474_72	NC_073474	NC_073474	72	44733	44942	1	E				0
NC_073474_NC_073474_73	NC_073474	NC_073474	73	45027	45284	1	E				0
NC_073474_NC_073474_74	NC_073474	NC_073474	74	45281	45871	1	E				0
NC_073474_NC_073474_75	NC_073474	NC_073474	75	45868	46053	1	E				0
NC_073474_NC_073474_76	NC_073474	NC_073474	76	46050	46547	1	E				0
NC_073474_NC_073474_77	NC_073474	NC_073474	77	46544	47113	1	E				0
NC_073474_NC_073474_78	NC_073474	NC_073474	78	47110	47307	1	E				0
NC_073474_NC_073474_79	NC_073474	NC_073474	79	47294	47452	1	E				0
NC_073474_NC_073474_80	NC_073474	NC_073474	80	47449	47631	1	E				0
NC_073474_NC_073474_81	NC_073474	NC_073474	81	47628	48122	1	E				0
NC_073474_NC_073474_82	NC_073474	NC_073474	82	48126	48647	1	D			3'-5' exoribonuclease Rv2179c-like domain [PF16473.8]	0
NC_073474_NC_073474_83	NC_073474	NC_073474	83	48644	49501	1	E				0
NC_073474_NC_073474_84	NC_073474	NC_073474	84	49498	49746	1	E				0
NC_073474_NC_073474_85	NC_073474	NC_073474	85	49743	50243	1	E				0
NC_073474_NC_073474_86	NC_073474	NC_073474	86	50243	50776	1	E				0
NC_073474_NC_073474_87	NC_073474	NC_073474	87	50773	51021	1	E				0
NC_073474_NC_073474_88	NC_073474	NC_073474	88	51014	51316	1	E				0
NC_073474_NC_073474_89	NC_073474	NC_073474	89	51399	51671	1	E				0
NC_073474_NC_073474_90	NC_073474	NC_073474	90	51668	52147	1	E				0
NC_073474_NC_073474_91	NC_073474	NC_073474	91	52151	52387	1	E				0
NC_073474_NC_073474_92	NC_073474	NC_073474	92	52384	52989	1	E				0
NC_073474_NC_073474_93	NC_073474	NC_073474	93	52982	53275	1	E				0
NC_073474_NC_073474_94	NC_073474	NC_073474	94	53272	53478	1	E				0
NC_073474_NC_073474_95	NC_073474	NC_073474	95	53488	54105	1	E				0
NC_073474_NC_073474_96	NC_073474	NC_073474	96	54089	54331	1	E				0
NC_073474_NC_073474_97	NC_073474	NC_073474	97	54321	54494	1	E				0
NC_073474_NC_073474_98	NC_073474	NC_073474	98	54494	55246	1	D			vWA found in TerF C terminus [PF10138.12]; von Willebrand factor type A domain [PF13768.9]; von Willebrand factor type A domain [PF00092.31]	0
NC_073474_NC_073474_99	NC_073474	NC_073474	99	55246	55980	1	E				0
NC_073474_NC_073474_100	NC_073474	NC_073474	100	56038	56412	1	E				0
NC_073474_NC_073474_101	NC_073474	NC_073474	101	56409	56747	1	E				0
NC_073474_NC_073474_102	NC_073474	NC_073474	102	56744	57031	1	E				0
NC_073474_NC_073474_103	NC_073474	NC_073474	103	57012	57329	1	E				0
NC_073474_NC_073474_104	NC_073474	NC_073474	104	57326	57709	1	E				0
NC_073474_NC_073474_105	NC_073474	NC_073474	105	57771	57962	1	E				0
NC_073474_NC_073474_106	NC_073474	NC_073474	106	57959	58672	1	C	K07074	uncharacterized protein	RNA repair pathway DNA polymerase beta family [PF10127.12]	0
NC_073474_NC_073474_107	NC_073474	NC_073474	107	58642	58875	1	E				0
NC_073474_NC_073474_108	NC_073474	NC_073474	108	58872	59582	1	C	K02342	DNA polymerase III subunit epsilon [EC:2.7.7.7]	Exonuclease [PF00929.27]	0
NC_073474_NC_073474_109	NC_073474	NC_073474	109	59579	59758	1	E				0
NC_073474_NC_073474_110	NC_073474	NC_073474	110	59765	60226	1	D			HAD superfamily, subfamily IIIB (Acid phosphatase) [PF03767.17]	0
NC_073474_NC_073474_111	NC_073474	NC_073474	111	60226	60615	1	E				0
NC_073474_NC_073474_112	NC_073474	NC_073474	112	60612	60974	1	E				0
NC_073474_NC_073474_113	NC_073474	NC_073474	113	61153	61392	1	E				0
NC_073474_NC_073474_114	NC_073474	NC_073474	114	61531	62109	-1	E				0
NC_073474_NC_073474_115	NC_073474	NC_073474	115	62196	63347	-1	D			Domain of unknown function (DUF932) [PF06067.14]	0
NC_073474_NC_073474_116	NC_073474	NC_073474	116	63556	64068	1	C	K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]	Crossover junction endodeoxyribonuclease RuvC [PF02075.20]	0
NC_073474_NC_073474_117	NC_073474	NC_073474	117	64065	64463	1	E				0
NC_073474_NC_073474_118	NC_073474	NC_073474	118	64456	65103	1	E				1
NC_073474_NC_073474_119	NC_073474	NC_073474	119	65751	67367	1	D			TROVE domain [PF05731.14]	0
NC_073474_NC_073474_120	NC_073474	NC_073474	120	67719	68924	1	E				0
NC_073474_NC_073474_121	NC_073474	NC_073474	121	68927	69760	1	E				0
NC_073474_NC_073474_122	NC_073474	NC_073474	122	69757	70068	1	E				0
NC_073474_NC_073474_123	NC_073474	NC_073474	123	70061	71275	1	E				0
NC_073474_NC_073474_124	NC_073474	NC_073474	124	71297	71563	1	E				0
NC_073474_NC_073474_125	NC_073474	NC_073474	125	71792	72157	-1	E				0
NC_073474_NC_073474_126	NC_073474	NC_073474	126	72236	72622	-1	E				0
NC_073474_NC_073474_127	NC_073474	NC_073474	127	72706	73104	-1	E				0
