ID	count
VOG00006	1
VOG00055	1
VOG00056	1
VOG00107	1
VOG00121	1
VOG00251	1
VOG00259	1
VOG00261	1
VOG00272	1
VOG00282	1
VOG00352	1
VOG00376	1
VOG00557	1
VOG00592	1
VOG00785	1
VOG00948	1
VOG00976	1
VOG01074	1
VOG01191	1
VOG01465	1
VOG01986	1
VOG02135	1
VOG02983	1
VOG02992	1
VOG03131	1
VOG03547	1
VOG03989	1
VOG04139	1
VOG04373	1
VOG04494	1
VOG04576	1
VOG04645	1
VOG06047	1
VOG07355	1
VOG07695	1
VOG08160	1
VOG08908	1
VOG08915	1
VOG09082	1
VOG09738	1
VOG09790	1
VOG09811	1
VOG10300	1
VOG10487	1
VOG10964	1
VOG12056	1
VOG14942	1
VOG15756	1
VOG15806	1
VOG16777	1
VOG17757	1
VOG18554	1
VOG19857	1
VOG20124	1
VOG20955	1
VOG21226	1
VOG21292	1
VOG21345	1
VOG22917	1
VOG28221	1
VOG35465	1
VOG35478	1
