	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001777.1_1	QGNH01001777.1	QGNH01001777.1	1	2	1834	1	E											0	False	F
QGNH01001777.1_2	QGNH01001777.1	QGNH01001777.1	2	2048	2176	-1	E											0	False	F
QGNH01001777.1_3	QGNH01001777.1	QGNH01001777.1	3	2139	3167	-1	D							TIR domain [PF13676.9]				0	False	F
QGNH01001777.1_4	QGNH01001777.1	QGNH01001777.1	4	3758	5038	-1	E											0	False	F
QGNH01001777.1_5	QGNH01001777.1	QGNH01001777.1	5	5572	7767	1	D							KAP family P-loop domain [PF07693.17]				0	False	F
QGNH01001777.1_6	QGNH01001777.1	QGNH01001777.1	6	7871	8089	-1	E											0	False	F
QGNH01001777.1_7	QGNH01001777.1	QGNH01001777.1	7	8105	8803	-1	E											0	False	F
QGNH01001777.1_8	QGNH01001777.1	QGNH01001777.1	8	8800	9672	-1	E	YP_009778571.1	YP_009778571.1 terminase large subunit [Synechococcus phage ACG-2014f_Syn7803C8]	False	63.0	1.057e-09	0.223		VOG00068	sp|P25479|VPP_BPP2 Terminase, ATPase subunit; XhXr	Xr;Xh	0	False	VF
QGNH01001777.1_9	QGNH01001777.1	QGNH01001777.1	9	9665	10168	-1	E											0	False	F
QGNH01001777.1_10	QGNH01001777.1	QGNH01001777.1	10	10505	10606	1	E											0	False	F
QGNH01001777.1_11	QGNH01001777.1	QGNH01001777.1	11	10716	11309	1	E											0	False	F
