locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NC_020844_2_934_-		K19789	COG1061		phrog_16	VOG00542	KEGG:K19789	273	1.6e-101	332.7		radD; DNA repair protein RadD
NC_020844_934_1968_-			COG5377		phrog_1990	VOG00332	PHROG:phrog_1990	315	7.1e-101	329.1		Cas4-domain exonuclease
NC_020844_1968_2954_-		K00590, K00571	COG0863		phrog_67	VOG00306	VOG:VOG00306	314	4.7e-80	261.7		sp|P14243|MTC9_CITFR Type II methyltransferase M.Cfr9I
NC_020844_2998_3495_-												Hypothetical
NC_020844_3498_3893_-					phrog_2480	VOG11281	VOG:VOG11281	131	1.5e-40	130.3		REFSEQ hypothetical protein
NC_020844_4153_5028_-					phrog_124	VOG00709	VOG:VOG00709	291	4.1e-63	205.6		sp|O31907|YORG_BACSU SPbeta prophage-derived uncharacterized protein YorG
NC_020844_5132_7126_+		K07505	COG4643		phrog_2249, phrog_239	VOG02164	VOG:VOG02164	664	8.2e-251	824.9		REFSEQ DNA primase
NC_020844_7369_7668_+												Hypothetical
NC_020844_7764_7937_+					phrog_751	VOG33286	VOG:VOG33286	57	4.4e-40	127.0		REFSEQ hypothetical protein
NC_020844_7937_8239_+												Hypothetical
NC_020844_9047_9448_+					phrog_309	VOG00189	VOG:VOG00189	133	1.1e-39	128.3		REFSEQ terminase small subunit
NC_020844_9528_10772_+		K06909	COG1783		phrog_3717	VOG07294	COG:COG1783	414	3e-60	195.7		XtmB; 
NC_020844_10817_12139_+					phrog_145	VOG00109	PHROG:phrog_145	440	1.1e-84	276.4		portal protein
NC_020844_12180_12926_+					phrog_784	VOG03771	VOG:VOG03771	248	8.4e-93	301.9		REFSEQ hypothetical protein
NC_020844_13033_14187_+					phrog_283	VOG00529	PHROG:phrog_283	384	1.2e-95	312.6		major head protein
NC_020844_14395_15324_+		K07486	COG3547		phrog_4285	VOG30973, VOG30973	VOG:VOG30973	309	2.6e-164	457.0		REFSEQ hypothetical protein
NC_020844_15722_15877_-												Hypothetical
NC_020844_15977_16483_+					phrog_477	VOG01527	VOG:VOG01527	168	3.6e-39	126.3		REFSEQ head-tail adaptor Ad1
NC_020844_16483_16845_+					phrog_161	VOG00159	VOG:VOG00159	120	2e-22	71.8		REFSEQ head closure Hc1
NC_020844_16849_17880_+			COG2369		phrog_3517	VOG03910	PHROG:phrog_3517	343	5.2e-117	382.7		head morphogenesis
NC_020844_17873_18292_+					phrog_169	VOG00996	VOG:VOG00996	139	5.7e-20	63.7		REFSEQ tail completion or Neck1 protein
NC_020844_18450_18701_-												Hypothetical
NC_020844_18734_19129_+					phrog_179	VOG00387	PHROG:phrog_179	131	6.6e-25	79.2		tail terminator
NC_020844_19183_19482_+												Hypothetical
NC_020844_19479_19772_+												Hypothetical
NC_020844_20147_20602_+					phrog_158	VOG24497	VOG:VOG24497	151	4.2e-86	278.4		REFSEQ hypothetical protein
NC_020844_20616_20963_+						VOG36723	VOG:VOG36723	115	2.2e-60	193.7		REFSEQ hypothetical protein
NC_020844_21057_21473_+						VOG06608	VOG:VOG06608	138	1e-52	168.4		REFSEQ hypothetical protein
NC_020844_21500_21928_+												Hypothetical
NC_020844_21984_26240_+		K20283	COG5280, COG0419		phrog_24709, phrog_8125	VOG03921, VOG01322	PHROG:phrog_24709	1418	1.5e-68	223.6		tail length tape measure protein
NC_020844_26237_27136_+				CBM5, CBM5	phrog_6278	VOG07166	VOG:VOG07166	299	1.4e-138	453.9		REFSEQ hypothetical protein
NC_020844_27137_28825_+		K07404	COG2706		phrog_19311		COG:COG2706	562	1.5e-19	62.0		Pgl; 
NC_020844_28829_29641_+												Hypothetical
NC_020844_29644_30711_+												Hypothetical
NC_020844_30723_31124_+												Hypothetical
NC_020844_31136_31387_+					phrog_3342	VOG00897	VOG:VOG00897	83	3e-30	95.5		REFSEQ hypothetical protein
NC_020844_31396_31710_+					phrog_20	VOG01566	PHROG:phrog_20	104	2.2e-16	51.2		holin
NC_020844_31682_32107_+		K21472	COG4942		phrog_6700	VOG01464	VOG:VOG01464	141	3.3e-51	166.4		REFSEQ endolysin
NC_020844_32326_32514_+					phrog_9685	VOG04830	VOG:VOG04830	62	2.7e-34	108.7		REFSEQ hypothetical protein
NC_020844_32601_32819_+					phrog_8971	VOG02281	VOG:VOG02281	72	2.3e-27	86.5		REFSEQ Rz-like spanin
NC_020844_32926_33105_-												Hypothetical
NC_020844_33199_33462_-												Hypothetical
NC_020844_33459_33674_-												Hypothetical
NC_020844_33674_34486_-												Hypothetical
NC_020844_34547_34978_-					phrog_6858	VOG02229	VOG:VOG02229	143	5.1e-36	114.1		REFSEQ hypothetical protein
NC_020844_35279_35440_-												Hypothetical
NC_020844_35488_35694_-												Hypothetical
NC_020844_35804_36007_-												Hypothetical
NC_020844_36220_36678_-												Hypothetical
NC_020844_36675_36932_-												Hypothetical
NC_020844_36929_37480_-					phrog_3118	VOG00171	PHROG:phrog_3118	183	4.3e-36	116.6		HNH endonuclease
NC_020844_37665_38360_-					phrog_236	VOG00396	VOG:VOG00396	211	5.4e-29	93.1		sp|P07719|V17_BPT3 Gene 1.7 protein
NC_020844_38350_38640_-												Hypothetical
NC_020844_38640_38978_-												Hypothetical
NC_020844_39049_39414_-												Hypothetical
NC_020844_39513_40694_-		K19789	COG1061		phrog_16	VOG00542	KEGG:K19789	394	2.5e-96	315.4		radD; DNA repair protein RadD
