	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000842.1_1	QGNH01000842.1	QGNH01000842.1	1	3	224	1	E											0	False	F
QGNH01000842.1_2	QGNH01000842.1	QGNH01000842.1	2	243	563	1	E											0	False	F
QGNH01000842.1_3	QGNH01000842.1	QGNH01000842.1	3	585	1100	1	E											0	False	F
QGNH01000842.1_4	QGNH01000842.1	QGNH01000842.1	4	1184	1525	1	E											0	False	F
QGNH01000842.1_5	QGNH01000842.1	QGNH01000842.1	5	1612	2313	1	E											0	False	F
QGNH01000842.1_6	QGNH01000842.1	QGNH01000842.1	6	2313	5063	1	E	YP_009007078.1	YP_009007078.1 tail protein [Pseudomonas phage vB_PaeP_Tr60_Ab31]	False	0.251	302.0	5.466e-83					0	False	F
QGNH01000842.1_7	QGNH01000842.1	QGNH01000842.1	7	5060	5515	1	D	YP_009811033.1	YP_009811033.1 internal virion protein [uncultured phage_Deep-GF0-KM16-C193]	False	0.348	72.0	9.335e-14	Bacteriophage T7, probable scaffold protein Gp13 [PF11090.11]	VOG01323	sp|P03723|GP13_BPT7 Probable scaffold protein gp13; Xu	Xu	0	False	
QGNH01000842.1_8	QGNH01000842.1	QGNH01000842.1	8	5515	6081	1	E											0	False	
QGNH01000842.1_9	QGNH01000842.1	QGNH01000842.1	9	6078	7745	1	E											0	False	
QGNH01000842.1_10	QGNH01000842.1	QGNH01000842.1	10	7732	16116	1	E	YP_010660698.1	YP_010660698.1 hypothetical protein PP918_gp16 [Pseudomonas phage UFJF_PfDIW6]	False	0.206	273.0	2.5080000000000002e-71					0	False	F
QGNH01000842.1_11	QGNH01000842.1	QGNH01000842.1	11	16268	16843	1	E											0	False	F
QGNH01000842.1_12	QGNH01000842.1	QGNH01000842.1	12	16845	17213	1	E											0	False	F
