locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
JQ010983.1_1_267_+			COG2002				COG:COG2002	88	4.9e-11	28.8		AbrB; 
JQ010983.1_295_990_+												Hypothetical
JQ010983.1_1026_1205_+												Hypothetical
JQ010983.1_1235_2917_+		K10726	COG1241		phrog_10371	VOG14467	PHROG:phrog_10371	560	1.8e-212	697.8		DNA helicase
JQ010983.1_3029_3436_+												Hypothetical
JQ010983.1_3468_3716_+												Hypothetical
JQ010983.1_3713_4111_+												Hypothetical
JQ010983.1_4111_4635_+					phrog_27407		PHROG:phrog_27407	174	2.1e-108	350.7		Holliday junction resolvase
JQ010983.1_4642_5205_+												Hypothetical
JQ010983.1_5420_5773_+					phrog_32591		PHROG:phrog_32591	117	1.5e-83	267.5		transcriptional regulator
JQ010983.1_5780_5989_+												Hypothetical
JQ010983.1_6156_7112_+			COG4342		phrog_5127	VOG36908	PHROG:phrog_5127	318	7.8e-83	255.2		integrase
JQ010983.1_7297_7707_+												Hypothetical
JQ010983.1_7704_7991_+												Hypothetical
JQ010983.1_8284_8553_+					phrog_12443		PHROG:phrog_12443	89	5.8e-28	87.5		membrane protein
JQ010983.1_8876_9331_+												Hypothetical
JQ010983.1_9370_10227_+					phrog_33799		PHROG:phrog_33799	285	1.7e-203	664.3		membrane protein
JQ010983.1_10224_10664_+												Hypothetical
JQ010983.1_10667_11437_+												Hypothetical
JQ010983.1_11437_14091_+												Hypothetical
JQ010983.1_14078_14338_+												Hypothetical
JQ010983.1_14339_16207_+												Hypothetical
JQ010983.1_16209_16556_+												Hypothetical
JQ010983.1_16556_18622_+												Hypothetical
JQ010983.1_18660_19208_+												Hypothetical
JQ010983.1_19183_19728_+												Hypothetical
JQ010983.1_19874_20575_-					phrog_28707		PHROG:phrog_28707	233	6.2e-162	527.0		nuclease
JQ010983.1_21033_21353_-		K19156	COG2002				COG:COG2002	106	2.4e-19	38.3		AbrB; 
