locus_tag	ftype	length_bp	gene	EC_number	COG	product
NCLFAMFP_00001	CDS	1038				hypothetical protein
NCLFAMFP_00002	CDS	1509				hypothetical protein
NCLFAMFP_00003	CDS	1365				hypothetical protein
NCLFAMFP_00004	CDS	393				hypothetical protein
NCLFAMFP_00005	CDS	393				hypothetical protein
NCLFAMFP_00006	CDS	576				hypothetical protein
NCLFAMFP_00007	tRNA	76				tRNA-Met(cat)
NCLFAMFP_00008	CDS	165				hypothetical protein
NCLFAMFP_00009	CDS	435				hypothetical protein
NCLFAMFP_00010	tRNA	87				tRNA-Ser(tga)
NCLFAMFP_00011	tRNA	76				tRNA-Thr(tgt)
NCLFAMFP_00012	tRNA	76				tRNA-Asn(gtt)
NCLFAMFP_00013	CDS	1209				hypothetical protein
NCLFAMFP_00014	CDS	300				hypothetical protein
NCLFAMFP_00015	CDS	201				hypothetical protein
NCLFAMFP_00016	CDS	492				hypothetical protein
NCLFAMFP_00017	CDS	261				hypothetical protein
NCLFAMFP_00018	CDS	381				hypothetical protein
NCLFAMFP_00019	CDS	6837				hypothetical protein
NCLFAMFP_00020	CDS	486				hypothetical protein
NCLFAMFP_00021	CDS	198				hypothetical protein
NCLFAMFP_00022	CDS	708				hypothetical protein
NCLFAMFP_00023	CDS	225				hypothetical protein
NCLFAMFP_00024	CDS	963				hypothetical protein
NCLFAMFP_00025	CDS	999				hypothetical protein
NCLFAMFP_00026	CDS	1683				hypothetical protein
NCLFAMFP_00027	CDS	333				hypothetical protein
NCLFAMFP_00028	CDS	558				hypothetical protein
NCLFAMFP_00029	CDS	1365				hypothetical protein
NCLFAMFP_00030	CDS	375				hypothetical protein
NCLFAMFP_00031	CDS	1938	darA			Defense against restriction protein A
NCLFAMFP_00032	CDS	621				hypothetical protein
NCLFAMFP_00033	CDS	447				hypothetical protein
NCLFAMFP_00034	CDS	327				hypothetical protein
NCLFAMFP_00035	CDS	561	gin	3.1.22.-		Serine recombinase gin
NCLFAMFP_00036	CDS	1521				hypothetical protein
NCLFAMFP_00037	CDS	534	U'			Tail fiber assembly protein U'
NCLFAMFP_00038	CDS	531	U			Tail fiber assembly protein U
NCLFAMFP_00039	CDS	2820				hypothetical protein
NCLFAMFP_00040	CDS	447				hypothetical protein
NCLFAMFP_00041	CDS	846				hypothetical protein
NCLFAMFP_00042	CDS	1431				hypothetical protein
NCLFAMFP_00043	CDS	375				hypothetical protein
NCLFAMFP_00044	CDS	3783				hypothetical protein
NCLFAMFP_00045	CDS	822				hypothetical protein
NCLFAMFP_00046	CDS	756				hypothetical protein
NCLFAMFP_00047	CDS	708				hypothetical protein
NCLFAMFP_00048	CDS	552				hypothetical protein
NCLFAMFP_00049	CDS	492				hypothetical protein
NCLFAMFP_00050	CDS	591				hypothetical protein
NCLFAMFP_00051	CDS	735				hypothetical protein
NCLFAMFP_00052	CDS	1659				hypothetical protein
NCLFAMFP_00053	CDS	279				hypothetical protein
NCLFAMFP_00054	CDS	105				hypothetical protein
NCLFAMFP_00055	CDS	1632				hypothetical protein
NCLFAMFP_00056	CDS	393				hypothetical protein
NCLFAMFP_00057	CDS	459				hypothetical protein
NCLFAMFP_00058	CDS	453				hypothetical protein
NCLFAMFP_00059	CDS	807				hypothetical protein
NCLFAMFP_00060	CDS	285				hypothetical protein
NCLFAMFP_00061	CDS	957				hypothetical protein
NCLFAMFP_00062	CDS	339				hypothetical protein
NCLFAMFP_00063	CDS	642				hypothetical protein
NCLFAMFP_00064	CDS	288				hypothetical protein
NCLFAMFP_00065	CDS	1662				hypothetical protein
NCLFAMFP_00066	CDS	906	dmt	2.1.1.-		Methyltransferase Dmt
NCLFAMFP_00067	CDS	681				hypothetical protein
NCLFAMFP_00068	CDS	906				hypothetical protein
NCLFAMFP_00069	CDS	654				hypothetical protein
NCLFAMFP_00070	CDS	981				hypothetical protein
NCLFAMFP_00071	CDS	768				hypothetical protein
NCLFAMFP_00072	CDS	792				hypothetical protein
NCLFAMFP_00073	CDS	303				hypothetical protein
NCLFAMFP_00074	CDS	339				hypothetical protein
NCLFAMFP_00075	CDS	360				hypothetical protein
NCLFAMFP_00076	CDS	729				hypothetical protein
NCLFAMFP_00077	CDS	1194				hypothetical protein
NCLFAMFP_00078	CDS	330				hypothetical protein
NCLFAMFP_00079	CDS	135				hypothetical protein
NCLFAMFP_00080	CDS	654				hypothetical protein
