	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_042045_1	NC_042045	NC_042045	1	1	510	1	E			YP_009301925.1	YP_009301925.1 Rnase E [Gordonia phage Vivi2]	False	0.919	327	5.653e-102		VOG08463	REFSEQ Rnase E; Xu	Xu	0	False	F
NC_042045_2	NC_042045	NC_042045	2	515	2107	1	D			YP_009615752.1	YP_009615752.1 terminase large subunit [Gordonia phage Lennon]	True	0.977	1094	0.0	Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]	VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xr;Xh	0	False	VF
NC_042045_3	NC_042045	NC_042045	3	2186	2437	1	E			YP_009615753.1	YP_009615753.1 hypothetical protein FDI74_gp03 [Gordonia phage Lennon]	False	0.966	171	1.364e-49		VOG20290	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_042045_4	NC_042045	NC_042045	4	2819	3274	1	E			YP_010099165.1	YP_010099165.1 HNH endonuclease [Gordonia phage Bibwit]	False	0.979	314	7.975e-98		VOG01567	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
NC_042045_5	NC_042045	NC_042045	5	3275	3577	1	E			YP_010103294.1	YP_010103294.1 DNA methyltransferase [Gordonia phage McKinley]	False	0.902	179	4.101e-52					0	False	F
NC_042045_6	NC_042045	NC_042045	6	3652	4143	1	D			YP_009615755.1	YP_009615755.1 DNA methyltransferase [Gordonia phage Lennon]	False	0.948	327	5.822000000000001e-102	C-5 cytosine-specific DNA methylase [PF00145.20]				0	False	F
NC_042045_7	NC_042045	NC_042045	7	4140	5048	1	E			YP_009615756.1	YP_009615756.1 membrane protein [Gordonia phage Lennon]	True	0.961	612	2.909e-198		VOG01888	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_042045_8	NC_042045	NC_042045	8	5045	5497	1	E			YP_009615757.1	YP_009615757.1 hypothetical protein FDI74_gp07 [Gordonia phage Lennon]	False	0.976	311	9.497e-97		VOG19078	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_042045_9	NC_042045	NC_042045	9	5525	5698	1	E			YP_010099168.1	YP_010099168.1 helix-turn-helix DNA binding protein [Gordonia phage Bibwit]	False	1.0	125	3.2799999999999998e-34		VOG20289	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_042045_10	NC_042045	NC_042045	10	5763	6158	1	E			YP_009615759.1	YP_009615759.1 hypothetical protein FDI74_gp09 [Gordonia phage Lennon]	False	0.998	278	6.653e-86		VOG18816	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_042045_11	NC_042045	NC_042045	11	6257	6799	1	D			YP_009615760.1	YP_009615760.1 superinfection exclusion [Gordonia phage Lennon]	False	0.9	340	2.862e-106	Host cell surface-exposed lipoprotein [PF07553.14]	VOG04495	REFSEQ superinfection exclusion; Xu	Xu	0	False	
NC_042045_12	NC_042045	NC_042045	12	6801	6968	1	E			YP_010104507.1	YP_010104507.1 hypothetical protein KNU77_gp11 [Gordonia phage Keitabear]	False	1.0	122	5.128e-33		VOG20307	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_042045_13	NC_042045	NC_042045	13	7043	7351	1	D			YP_010099252.1	YP_010099252.1 hypothetical protein KNU19_gp09 [Gordonia phage Fosterous]	False	0.997	217	2.986e-65	Protein of unknown function (DUF1360) [PF07098.14]				0	False	
NC_042045_14	NC_042045	NC_042045	14	7365	8987	1	E			YP_009615763.1	YP_009615763.1 portal protein [Gordonia phage Lennon]	True	0.941	1067	0.0		VOG03866	REFSEQ portal protein; Xu	Xu	0	False	
NC_042045_15	NC_042045	NC_042045	15	8984	9343	1	E			YP_009615764.1	YP_009615764.1 hypothetical protein FDI74_gp14 [Gordonia phage Lennon]	False	0.97	245	1.237e-74					0	False	
NC_042045_16	NC_042045	NC_042045	16	9361	9540	1	E			YP_009615765.1	YP_009615765.1 hypothetical protein FDI74_gp15 [Gordonia phage Lennon]	False	0.959	121	8.648e-33		VOG06254	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_042045_17	NC_042045	NC_042045	17	9525	12635	1	D			YP_009615766.1	YP_009615766.1 head morphogenesis [Gordonia phage Lennon]	True	0.956	2083	0.0	Phage Mu protein F like protein [PF04233.17]; Hint domain [PF13403.9]; Pretoxin HINT domain [PF07591.14]	VOG01048	sp|Q38442|GP7_BPSPP Minor head protein GP7; XhXs	Xs;Xh	0	False	V
