	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_054996_1	NC_054996	NC_054996	1	253	423	-1	E			YP_010080693.1	YP_010080693.1 transcriptional regulator [Lactococcus phage 62402]	False	0.902	108	3.564e-28						VOG20512	REFSEQ transcriptional regulator; Xu	Xu	0	False	F
NC_054996_2	NC_054996	NC_054996	2	424	798	-1	E			YP_010080694.1	YP_010080694.1 hypothetical protein KMC84_gp02 [Lactococcus phage 62402]	False	0.946	248	1.259e-75						VOG06390	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_054996_3	NC_054996	NC_054996	3	819	1121	-1	E			YP_010080695.1	YP_010080695.1 hypothetical protein KMC84_gp03 [Lactococcus phage 62402]	False	0.97	207	1.377e-61						VOG20494	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_054996_4	NC_054996	NC_054996	4	1114	1437	-1	E			YP_010080696.1	YP_010080696.1 replication protein [Lactococcus phage 62402]	False	0.965	220	5.727e-66						VOG20496	sp|Q38278|GP19_BPLC2 Gene product 19; Xh	Xh	0	False	F
NC_054996_5	NC_054996	NC_054996	5	1438	1938	-1	E			YP_010080697.1	YP_010080697.1 hypothetical protein KMC84_gp05 [Lactococcus phage 62402]	False	0.95	333	3.143e-104						VOG14487	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_054996_6	NC_054996	NC_054996	6	1935	2099	-1	E			YP_010080698.1	YP_010080698.1 hypothetical protein KMC84_gp06 [Lactococcus phage 62402]	False	0.942	109	1.242e-28						VOG06209	sp|Q09YD1|GP38_BPLP0 Gene product 38; Xh	Xh	0	False	F
NC_054996_7	NC_054996	NC_054996	7	2112	2483	-1	D			YP_010080699.1	YP_010080699.1 single strand DNA binding protein [Lactococcus phage 62402]	False	0.984	258	8.395e-79	Lactococcus phage single-stranded DNA binding protein [PF16773.8]								0	False	F
NC_054996_8	NC_054996	NC_054996	8	2549	3088	-1	D			YP_010080700.1	YP_010080700.1 Erf-like ssDNA annealing protein [Lactococcus phage 62402]	True	0.94	355	1.695e-111	ERF superfamily [PF04404.15]					VOG08218	sp|P04892|ERF_BPP22 Essential recombination function protein; Xh	Xh	0	False	F
NC_054996_9	NC_054996	NC_054996	9	3088	3240	-1	E			YP_010081155.1	YP_010081155.1 hypothetical protein KMC97_gp10 [Lactococcus phage CHPC966]	False	0.972	105	3.306e-27						VOG20495	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_054996_10	NC_054996	NC_054996	10	3309	3512	-1	E			YP_010080702.1	YP_010080702.1 hypothetical protein KMC84_gp10 [Lactococcus phage 62402]	False	0.977	140	3.229e-39						VOG00195	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_054996_11	NC_054996	NC_054996	11	3512	3757	-1	E			YP_010080890.1	YP_010080890.1 hypothetical protein KMC90_gp11 [Lactococcus phage vB_Llc_bIBBAm4]	False	1.0	174	9.828e-51						VOG14498	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_054996_12	NC_054996	NC_054996	12	3738	3911	-1	E			YP_010080704.1	YP_010080704.1 transcriptional regulator [Lactococcus phage 62402]	False	1.0	131	3.883e-36									0	False	F
NC_054996_13	NC_054996	NC_054996	13	3904	4254	-1	E			YP_010080705.1	YP_010080705.1 DUF3310 domain-containing protein [Lactococcus phage 62402]	False	0.968	239	2.299e-72									0	False	F
NC_054996_14	NC_054996	NC_054996	14	4254	4427	-1	E			YP_010080706.1	YP_010080706.1 hypothetical protein KMC84_gp14 [Lactococcus phage 62402]	False	0.959	117	1.858e-31						VOG20497	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_054996_15	NC_054996	NC_054996	15	4484	4873	-1	E			YP_010080707.1	YP_010080707.1 hypothetical protein KMC84_gp15 [Lactococcus phage 62402]	False	1.0	285	3.859e-88						VOG20498	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_054996_16	NC_054996	NC_054996	16	4873	5253	-1	E			YP_010080708.1	YP_010080708.1 DNA polymerase [Lactococcus phage 62402]	False	0.908	241	4.086e-73						VOG20499	REFSEQ DNA polymerase; Xu	Xu	0	False	F
NC_054996_17	NC_054996	NC_054996	17	5325	6224	-1	D			YP_010081200.1	YP_010081200.1 AAA family ATPase [Lactococcus phage CHPC967]	True	0.952	600	4.425000000000001e-194	AAA domain [PF13481.9]					VOG01039	REFSEQ AAA family ATPase; Xu	Xu	0	False	
NC_054996_18	NC_054996	NC_054996	18	6226	6426	-1	E			YP_010081201.1	YP_010081201.1 hypothetical protein KMC98_gp19 [Lactococcus phage CHPC967]	False	0.99	140	3.069e-39						VOG20501	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054996_19	NC_054996	NC_054996	19	6413	6568	-1	E			YP_010080711.1	YP_010080711.1 hypothetical protein KMC84_gp19 [Lactococcus phage 62402]	False	0.998	110	5.635999999999998e-29						VOG20502	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054996_20	NC_054996	NC_054996	20	7180	7329	1	E			YP_010081203.1	YP_010081203.1 hypothetical protein KMC98_gp21 [Lactococcus phage CHPC967]	False	0.962	102	3.9730000000000005e-26						VOG20503	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054996_21	NC_054996	NC_054996	21	7340	7825	1	D			YP_010080713.1	YP_010080713.1 Holliday junction resolvase [Lactococcus phage 62402]	False	0.994	340	8.437e-107	Lactococcus phage M3 protein [PF07066.14]					VOG00053	sp|P13004|YLYS_BPPHV Uncharacterized protein near lysin gene (Fragment); Xu	Xu	0	False	
NC_054996_22	NC_054996	NC_054996	22	7879	8574	1	C	K01185	lysozyme [EC:3.2.1.17]	YP_010080714.1	YP_010080714.1 endolysin [Lactococcus phage 62402]	True	1.0	491	1.101e-157	Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm	VOG01583	sp|P62692|ENLYS_BPLC2 Endolysin; XhXp	Xh;Xp	0	False	
NC_054996_23	NC_054996	NC_054996	23	8585	9424	1	E			YP_010080715.1	YP_010080715.1 virion structural protein [Lactococcus phage 62402]	True	0.948	557	1.053e-179						VOG06266	REFSEQ virion structural protein; Xu	Xu	0	False	
NC_054996_24	NC_054996	NC_054996	24	9375	10808	1	C	K06904	uncharacterized protein	YP_010080716.1	YP_010080716.1 head maturation protease [Lactococcus phage 62402]	True	0.931	932	1.489e-305	Lactococcus lactis bacteriophage major capsid protein [PF06673.14]					VOG02260	sp|D3WAC5|CAPSD_BPLP2 Capsid protein; Xs	Xs	0	False	V
NC_054996_25	NC_054996	NC_054996	25	10836	11540	1	E			YP_010080717.1	YP_010080717.1 structural protein 1 [Lactococcus phage 62402]	True	0.966	478	5.752000000000002e-153						VOG20504	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054996_26	NC_054996	NC_054996	26	11558	12175	1	D			YP_010080718.1	YP_010080718.1 major tail protein [Lactococcus phage 62402]	True	0.975	423	1.159e-134	Phage tail tube protein [PF06488.14]					VOG00708	sp|O21879|TUBE_BPLSK Tail tube protein; XpXrXs	Xr;Xs;Xp	0	False	V
NC_054996_27	NC_054996	NC_054996	27	12246	12500	1	E			YP_010080719.1	YP_010080719.1 structural protein 2 [Lactococcus phage 62402]	False	0.958	171	1.045e-49						VOG20506	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054996_28	NC_054996	NC_054996	28	12688	13092	1	E			YP_010080721.1	YP_010080721.1 structural protein 4 [Lactococcus phage 62402]	False	0.952	270	5.835e-83						VOG20507	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054996_29	NC_054996	NC_054996	29	13085	15205	1	D			YP_010080722.1	YP_010080722.1 tail length tape measure protein [Lactococcus phage 62402]	True	0.914	1349	0.0	Tape measure protein [PF20155.2]					VOG00914	sp|Q38305|TMP_BPLC2 Probable tape measure protein; Xs	Xs	0	False	V
NC_054996_30	NC_054996	NC_054996	30	15202	15489	1	E			YP_010080723.1	YP_010080723.1 HNH endonuclease [Lactococcus phage 62402]	False	1.0	213	9.386e-64									1	False	
NC_054996_31	NC_054996	NC_054996	31	15502	17058	1	D			YP_010080724.1	YP_010080724.1 terminase large subunit [Lactococcus phage 62402]	True	0.969	1058	0.0	Terminase large subunit, endonuclease domain [PF20441.1]; Terminase large subunit, ATPase domain [PF03354.18]					VOG34617	REFSEQ terminase large subunit; Xu	Xu	0	False	F
NC_054996_32	NC_054996	NC_054996	32	17058	17357	1	E			YP_010080913.1	YP_010080913.1 hypothetical protein KMC90_gp34 [Lactococcus phage vB_Llc_bIBBAm4]	False	0.903	189	1.977e-55						VOG20510	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_054996_33	NC_054996	NC_054996	33	17350	19236	1	E			YP_010080726.1	YP_010080726.1 adhesion protein A [Lactococcus phage 62402]	True	1.0	1359	0.0						VOG20508	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_054996_34	NC_054996	NC_054996	34	19238	20323	1	E			YP_010080727.1	YP_010080727.1 virion structural protein [Lactococcus phage 62402]	True	1.0	770	8.300000000000001e-252						VOG20513	REFSEQ virion structural protein; Xu	Xu	0	False	F
NC_054996_35	NC_054996	NC_054996	35	20316	21509	1	E			YP_010080728.1	YP_010080728.1 virion structural protein [Lactococcus phage 62402]	True	1.0	854	5.997e-280						VOG20511	REFSEQ virion structural protein; Xu	Xu	0	False	F
NC_054996_36	NC_054996	NC_054996	36	21529	21822	1	E			YP_010080729.1	YP_010080729.1 holin [Lactococcus phage 62402]	False	0.873	178	9.152e-52						VOG19485	REFSEQ holin; Xu	Xu	0	False	F
