	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000448.1_1	QGNH01000448.1	QGNH01000448.1	1	2	286	1	E															0	False	F
QGNH01000448.1_2	QGNH01000448.1	QGNH01000448.1	2	279	686	1	E															0	False	F
QGNH01000448.1_3	QGNH01000448.1	QGNH01000448.1	3	683	925	1	E															0	False	F
QGNH01000448.1_4	QGNH01000448.1	QGNH01000448.1	4	922	1707	1	E															0	False	F
QGNH01000448.1_5	QGNH01000448.1	QGNH01000448.1	5	1704	1976	1	E															0	False	F
QGNH01000448.1_6	QGNH01000448.1	QGNH01000448.1	6	1973	3718	1	E															0	False	F
QGNH01000448.1_7	QGNH01000448.1	QGNH01000448.1	7	3729	4391	1	E															0	False	F
QGNH01000448.1_8	QGNH01000448.1	QGNH01000448.1	8	4391	4525	1	E															0	False	F
QGNH01000448.1_9	QGNH01000448.1	QGNH01000448.1	9	4532	4738	1	E															0	False	F
QGNH01000448.1_10	QGNH01000448.1	QGNH01000448.1	10	4808	5230	1	E															0	False	F
QGNH01000448.1_11	QGNH01000448.1	QGNH01000448.1	11	5243	5413	1	E															0	False	
QGNH01000448.1_12	QGNH01000448.1	QGNH01000448.1	12	5432	7039	-1	E	YP_009612381.1	YP_009612381.1 terminase large subunit [Arthrobacter phage Piccoletto]	False	0.216	120.0	1.371e-26						VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01000448.1_13	QGNH01000448.1	QGNH01000448.1	13	7040	7477	-1	E															0	False	
QGNH01000448.1_14	QGNH01000448.1	QGNH01000448.1	14	7729	8253	-1	E															0	False	
QGNH01000448.1_15	QGNH01000448.1	QGNH01000448.1	15	8482	8637	1	E															0	False	
QGNH01000448.1_16	QGNH01000448.1	QGNH01000448.1	16	8639	10354	-1	E															0	False	
QGNH01000448.1_17	QGNH01000448.1	QGNH01000448.1	17	10354	12306	-1	E															0	False	
QGNH01000448.1_18	QGNH01000448.1	QGNH01000448.1	18	12307	12885	-1	E															0	False	
QGNH01000448.1_19	QGNH01000448.1	QGNH01000448.1	19	12882	13295	-1	E															0	False	
QGNH01000448.1_20	QGNH01000448.1	QGNH01000448.1	20	13315	13578	-1	E															0	False	
QGNH01000448.1_21	QGNH01000448.1	QGNH01000448.1	21	13575	14675	-1	E															0	False	
QGNH01000448.1_22	QGNH01000448.1	QGNH01000448.1	22	14675	17671	-1	E															0	False	
QGNH01000448.1_23	QGNH01000448.1	QGNH01000448.1	23	17764	18138	-1	E															0	False	
QGNH01000448.1_24	QGNH01000448.1	QGNH01000448.1	24	18151	18855	-1	E															0	False	
QGNH01000448.1_25	QGNH01000448.1	QGNH01000448.1	25	18852	19823	-1	E															0	False	
QGNH01000448.1_26	QGNH01000448.1	QGNH01000448.1	26	19814	20044	-1	E															0	False	
QGNH01000448.1_27	QGNH01000448.1	QGNH01000448.1	27	20041	20745	-1	E															0	False	
QGNH01000448.1_28	QGNH01000448.1	QGNH01000448.1	28	20803	22080	-1	E															0	False	
QGNH01000448.1_29	QGNH01000448.1	QGNH01000448.1	29	22406	24001	-1	E															0	False	
QGNH01000448.1_30	QGNH01000448.1	QGNH01000448.1	30	24011	26620	-1	E															0	False	
QGNH01000448.1_31	QGNH01000448.1	QGNH01000448.1	31	26646	27080	-1	E															0	False	
QGNH01000448.1_32	QGNH01000448.1	QGNH01000448.1	32	27081	27968	-1	E															0	False	
QGNH01000448.1_33	QGNH01000448.1	QGNH01000448.1	33	28153	30096	-1	E															0	False	
QGNH01000448.1_34	QGNH01000448.1	QGNH01000448.1	34	30083	32728	-1	E															0	False	
QGNH01000448.1_35	QGNH01000448.1	QGNH01000448.1	35	32745	35699	-1	E															0	False	
QGNH01000448.1_36	QGNH01000448.1	QGNH01000448.1	36	35696	35803	-1	E															0	False	
QGNH01000448.1_37	QGNH01000448.1	QGNH01000448.1	37	35854	37275	-1	E															0	False	
QGNH01000448.1_38	QGNH01000448.1	QGNH01000448.1	38	37277	38383	-1	E															0	False	
QGNH01000448.1_39	QGNH01000448.1	QGNH01000448.1	39	38383	38739	-1	E															0	False	
QGNH01000448.1_40	QGNH01000448.1	QGNH01000448.1	40	38741	38920	-1	E															0	False	
QGNH01000448.1_41	QGNH01000448.1	QGNH01000448.1	41	38935	39189	-1	E															0	False	
QGNH01000448.1_42	QGNH01000448.1	QGNH01000448.1	42	39186	39626	-1	E															0	False	
QGNH01000448.1_43	QGNH01000448.1	QGNH01000448.1	43	39623	39907	-1	E															0	False	
QGNH01000448.1_44	QGNH01000448.1	QGNH01000448.1	44	40009	40230	-1	E															0	False	
