locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NC_061433.1_3_140_+												Hypothetical
NC_061433.1_510_1223_-		K01356	COG2932		phrog_4	VOG03570	COG:COG2932	237	1.6e-63	206.8		; 
NC_061433.1_1393_1749_+		K07724	COG3423		phrog_769		PHROG:phrog_769	118	2.1e-33	105.9		transcriptional repressor
NC_061433.1_1752_2186_+					phrog_2345	VOG10169	PHROG:phrog_2345	144	3e-65	210.1		transcriptional regulator
NC_061433.1_2376_4445_+		K07497	COG2801		phrog_310	VOG00376	PHROG:phrog_310	689	7.9e-203	667.4		transposase
NC_061433.1_4460_5209_+		K03556	COG2842		phrog_296	VOG02271	VOG:VOG02271	249	1e-76	249.6		sp|P03763|TARGB_BPMU ATP-dependent target DNA activator B
NC_061433.1_5206_5853_+					phrog_2030	VOG01352	VOG:VOG01352	215	6.2e-88	285.2		REFSEQ transcriptional regulator
NC_061433.1_5942_6367_+												Hypothetical
NC_061433.1_6330_6641_+					phrog_2043	VOG10170	VOG:VOG10170	103	8.2e-45	143.1		REFSEQ hypothetical protein
NC_061433.1_6658_7176_+			COG4396		phrog_18351	VOG02333	PHROG:phrog_18351	172	3e-115	375.8		host nuclease inhibitor
NC_061433.1_7178_7459_+					phrog_1518	VOG10188	VOG:VOG10188	93	3.6e-54	172.7		REFSEQ host nuclease inhibitor
NC_061433.1_7461_7769_+					phrog_4367	VOG10172	VOG:VOG10172	102	2.6e-72	231.2		REFSEQ hypothetical protein
NC_061433.1_7772_8053_+					phrog_12417	VOG03189	VOG:VOG03189	93	3.2e-61	197.8		REFSEQ hypothetical protein
NC_061433.1_8055_8261_+												Hypothetical
NC_061433.1_8264_8533_+												Hypothetical
NC_061433.1_8609_9280_+					phrog_421	VOG00325	PHROG:phrog_421	223	2.4e-60	195.6		unknown function
NC_061433.1_9293_9589_+					phrog_4093	VOG10173	VOG:VOG10173	98	8.1e-64	206.3		REFSEQ hypothetical protein
NC_061433.1_9586_9993_+			COG4382		phrog_286	VOG04428	COG:COG4382	135	3e-50	162.7		gp16; 
NC_061433.1_10019_10429_+			COG5566		phrog_836	VOG00662	PHROG:phrog_836	136	1.3e-46	149.7		late transcriptional activator
NC_061433.1_10559_10723_-												Hypothetical
NC_061433.1_10824_11294_+												Hypothetical
NC_061433.1_11294_11710_+					phrog_873	VOG00094	PHROG:phrog_873	138	1.9e-66	215.8		endolysin
NC_061433.1_11710_11952_+					phrog_4057	VOG10175	VOG:VOG10175	80	6e-60	191.1		REFSEQ hypothetical protein
NC_061433.1_11949_12350_+					phrog_2975	VOG10174	VOG:VOG10174	133	1.4e-90	292.1		REFSEQ Rz-like spanin
NC_061433.1_12461_12649_+					phrog_1103	VOG10176	VOG:VOG10176	62	7.3e-49	155.1		REFSEQ hypothetical protein
NC_061433.1_12658_13158_+					phrog_756	VOG01986	PHROG:phrog_756	166	1.7e-79	257.0		DNA binding protein
NC_061433.1_13164_13409_+					phrog_13614	VOG10192	VOG:VOG10192	81	5.8e-59	188.1		REFSEQ hypothetical protein
NC_061433.1_13645_15300_+			COG5410		phrog_38	VOG00331	PHROG:phrog_38	551	1.4e-130	428.0		terminase large subunit
NC_061433.1_15312_16898_+			COG4383		phrog_113	VOG00562	COG:COG4383	528	4.5e-181	595.0		gp29; 
