	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000326.1_1	QGNH01000326.1	QGNH01000326.1	1	2	469	-1	D			YP_010357568.1	YP_010357568.1 head morphogenesis protein /portal protein [Winogradskyella phage Peternella_1]	False	0.421	117.0	3.111e-29								Phage Mu protein F like protein [PF04233.17]				0	False	F
QGNH01000326.1_2	QGNH01000326.1	QGNH01000326.1	2	667	1884	-1	D			YP_009797325.1	YP_009797325.1 portal protein [Faecalibacterium phage FP_Mushu]	False	0.242	108.0	1.472e-23								Protein of unknown function (DUF935) [PF06074.15]	VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	F
QGNH01000326.1_3	QGNH01000326.1	QGNH01000326.1	3	2045	2461	-1	D																Bacteriophage Mu, Gp36 [PF07030.15]	VOG01664	sp|Q9T1V9|GPJ_BPMU Gene product J; Xh	Xh	0	False	F
QGNH01000326.1_4	QGNH01000326.1	QGNH01000326.1	4	2463	3995	-1	E			YP_010357571.1	YP_010357571.1 head assembly cofactor/terminase [Winogradskyella phage Peternella_1]	False	0.242	145.0	8.568e-35									VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xr;Xh	0	False	VF
QGNH01000326.1_5	QGNH01000326.1	QGNH01000326.1	5	3988	4434	-1	E																				0	False	F
QGNH01000326.1_6	QGNH01000326.1	QGNH01000326.1	6	4617	5606	1	E																				0	False	F
QGNH01000326.1_7	QGNH01000326.1	QGNH01000326.1	7	5621	6082	1	E																				0	False	
QGNH01000326.1_8	QGNH01000326.1	QGNH01000326.1	8	6125	7192	1	D			YP_009854566.1	YP_009854566.1 structural protein [Flavobacterium phage vB_FspM_pippi8-1]	False	0.339	168.0	7.293e-44								Phage capsid protein [PF19821.2]	VOG00529	sp|P19727|CAPSB_BPT7 Minor capsid protein; XrXs	Xr;Xs	0	False	V
QGNH01000326.1_9	QGNH01000326.1	QGNH01000326.1	9	7299	8045	1	C	K08640	zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	YP_010112963.1	YP_010112963.1 endolysin [uncultured phage cr114_1]	False	0.36	85.0	2.881e-17	MER0285261	M15A	MER0285261 - subfamily M15A non-peptidase homologues (Owenweeksia hongkongensis) [M15.UNA]#M15A#{peptidase unit: 3-138}~source YP_004988027~	False	116.0	2.084e-27	0.446	Peptidase M15 [PF08291.14]	VOG02154	REFSEQ endolysin; Xu	Xu	0	False	PF
QGNH01000326.1_10	QGNH01000326.1	QGNH01000326.1	10	8047	8481	1	E																				0	False	F
QGNH01000326.1_11	QGNH01000326.1	QGNH01000326.1	11	8504	8968	1	E																				0	False	F
QGNH01000326.1_12	QGNH01000326.1	QGNH01000326.1	12	8981	9274	1	E																				0	False	F
QGNH01000326.1_13	QGNH01000326.1	QGNH01000326.1	13	9566	11320	1	E																				0	False	F
QGNH01000326.1_14	QGNH01000326.1	QGNH01000326.1	14	11320	12513	1	E																	VOG03485	REFSEQ virion structural protein; Xu	Xu	0	False	F
