	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
MZ334494_MZ334494.1_1	MZ334494	MZ334494.1	1	3	293	1	E											0
MZ334494_MZ334494.1_2	MZ334494	MZ334494.1	2	367	918	-1	D										Halobacterial output domain 1 [PF18545.4]	0
MZ334494_MZ334494.1_3	MZ334494	MZ334494.1	3	1278	2054	1	E											0
MZ334494_MZ334494.1_4	MZ334494	MZ334494.1	4	2047	2310	1	E											0
MZ334494_MZ334494.1_5	MZ334494	MZ334494.1	5	2421	2528	1	E											0
MZ334494_MZ334494.1_6	MZ334494	MZ334494.1	6	2531	2725	1	E											0
MZ334494_MZ334494.1_7	MZ334494	MZ334494.1	7	2762	2968	1	E											0
MZ334494_MZ334494.1_8	MZ334494	MZ334494.1	8	3061	4758	1	E											0
MZ334494_MZ334494.1_9	MZ334494	MZ334494.1	9	4773	6212	1	E											0
MZ334494_MZ334494.1_10	MZ334494	MZ334494.1	10	6212	6502	1	E											0
MZ334494_MZ334494.1_11	MZ334494	MZ334494.1	11	6499	7260	1	E											0
MZ334494_MZ334494.1_12	MZ334494	MZ334494.1	12	7267	7698	1	E											0
MZ334494_MZ334494.1_13	MZ334494	MZ334494.1	13	7722	8237	1	E											0
MZ334494_MZ334494.1_14	MZ334494	MZ334494.1	14	8279	9235	1	E											0
MZ334494_MZ334494.1_15	MZ334494	MZ334494.1	15	9281	9721	1	E											0
MZ334494_MZ334494.1_16	MZ334494	MZ334494.1	16	9721	10065	1	E											0
MZ334494_MZ334494.1_17	MZ334494	MZ334494.1	17	10068	13181	1	E											0
MZ334494_MZ334494.1_18	MZ334494	MZ334494.1	18	13183	13404	1	E											0
MZ334494_MZ334494.1_19	MZ334494	MZ334494.1	19	13441	13950	1	E											0
MZ334494_MZ334494.1_20	MZ334494	MZ334494.1	20	13960	15252	1	E											0
MZ334494_MZ334494.1_21	MZ334494	MZ334494.1	21	15281	15826	1	E											0
MZ334494_MZ334494.1_22	MZ334494	MZ334494.1	22	15881	16351	1	E											0
MZ334494_MZ334494.1_23	MZ334494	MZ334494.1	23	16428	16664	1	E											0
MZ334494_MZ334494.1_24	MZ334494	MZ334494.1	24	16667	18487	1	E											0
MZ334494_MZ334494.1_25	MZ334494	MZ334494.1	25	18488	19051	1	E											0
MZ334494_MZ334494.1_26	MZ334494	MZ334494.1	26	19048	20481	1	E											0
MZ334494_MZ334494.1_27	MZ334494	MZ334494.1	27	20484	20924	1	E											0
MZ334494_MZ334494.1_28	MZ334494	MZ334494.1	28	20921	21283	1	E											0
MZ334494_MZ334494.1_29	MZ334494	MZ334494.1	29	21348	21674	1	E											0
MZ334494_MZ334494.1_30	MZ334494	MZ334494.1	30	21671	22906	1	D										Baseplate J-like protein [PF04865.17]	0
MZ334494_MZ334494.1_31	MZ334494	MZ334494.1	31	22911	23564	1	E											0
MZ334494_MZ334494.1_32	MZ334494	MZ334494.1	32	23565	24974	1	E											0
MZ334494_MZ334494.1_33	MZ334494	MZ334494.1	33	24989	26194	1	E											0
MZ334494_MZ334494.1_34	MZ334494	MZ334494.1	34	26196	26579	1	E											0
MZ334494_MZ334494.1_35	MZ334494	MZ334494.1	35	26601	27092	1	E											0
MZ334494_MZ334494.1_36	MZ334494	MZ334494.1	36	27108	27944	-1	D										Family of unknown function (DUF6065) [PF19541.2]	0
MZ334494_MZ334494.1_37	MZ334494	MZ334494.1	37	28011	28136	1	E											0
MZ334494_MZ334494.1_38	MZ334494	MZ334494.1	38	28379	30799	1	C	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]								Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase, all-alpha domain [PF00317.24]	0
MZ334494_MZ334494.1_39	MZ334494	MZ334494.1	39	30866	33793	-1	D										N-6 DNA Methylase [PF02384.19]; Eco57I restriction-modification methylase [PF07669.14]; MmeI, DNA-methyltransferase domain [PF20473.1]	0
MZ334494_MZ334494.1_40	MZ334494	MZ334494.1	40	33878	34066	-1	E											0
MZ334494_MZ334494.1_41	MZ334494	MZ334494.1	41	34521	35717	1	D										Phage integrase family [PF00589.25]	0
MZ334494_MZ334494.1_42	MZ334494	MZ334494.1	42	35718	36185	-1	E											0
MZ334494_MZ334494.1_43	MZ334494	MZ334494.1	43	36286	36459	-1	D										Uncharacterized protein containing a Zn-ribbon (DUF2116) [PF09889.12]	0
MZ334494_MZ334494.1_44	MZ334494	MZ334494.1	44	36456	37820	-1	C	K14415	tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]								tRNA-splicing ligase RtcB [PF01139.20]	0
