locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NC_002670.1_122_1321_-		K14059	COG0582		phrog_1	VOG00056	PHROG:phrog_1	399	6.3e-69	223.3		integrase
NC_002670.1_1402_2109_-		K18830	COG1476		phrog_8	VOG00002	PHROG:phrog_8	235	9.3e-20	57.4		transcriptional regulator
NC_002670.1_2252_2464_+		K07729	COG1476		phrog_3	VOG00002	PHROG:phrog_3	70	5.3e-16	49.0		transcriptional repressor
NC_002670.1_2579_3094_+			COG3646		phrog_2657	VOG28903	VOG:VOG28903	171	1.3e-83	267.9		REFSEQ transcriptional regulator
NC_002670.1_3333_3503_+												Hypothetical
NC_002670.1_3505_3669_+												Hypothetical
NC_002670.1_3906_4175_+												Hypothetical
NC_002670.1_4186_5655_+					phrog_5609		PHROG:phrog_5609	489	7e-185	605.8		DNA helicase
NC_002670.1_5568_5882_+												Hypothetical
NC_002670.1_6251_6433_+												Hypothetical
NC_002670.1_6452_6658_+												Hypothetical
NC_002670.1_6820_7392_+												Hypothetical
NC_002670.1_7409_7771_+												Hypothetical
NC_002670.1_7859_8806_-		K07482	COG2826		phrog_4646	VOG00376	COG:COG2826	315	5.3e-91	296.1		Tra8; 
NC_002670.1_9076_9246_+					phrog_1271		PHROG:phrog_1271	56	3.6e-09	27.2		HNH endonuclease
NC_002670.1_9405_9911_+		K03789	COG0456		phrog_11841	VOG00123	PHROG:phrog_11841	168	1.3e-44	142.4		acetyltransferase
NC_002670.1_10054_10284_+					phrog_668	VOG03835	PHROG:phrog_668	76	1.2e-23	73.8		HTH DNA binding protein
NC_002670.1_10434_10655_+												Hypothetical
NC_002670.1_10844_11140_+												Hypothetical
NC_002670.1_11152_12072_+												Hypothetical
NC_002670.1_12491_12622_-												Hypothetical
NC_002670.1_13384_14331_-		K07482	COG2826		phrog_4646	VOG00376	COG:COG2826	315	5.3e-91	296.1		Tra8; 
