Target Name	KO ID	EC value	E-Value (sequence)	Score (domain)
NZ_ASHR01000014.1_208	K00001,K00344	1.1.1.1	2.3e-25	42.1
NZ_ASHR01000014.1_208	K00001,K00344	1.1.1.1	2.3e-25	40.8
NZ_ASHR01000014.1_208	K00001,K00344	1.1.1.1	1.9e-17	33.2
NZ_ASHR01000014.1_208	K00001,K00344	1.1.1.1	1.9e-17	26.3
NZ_ASHR01000014.1_207	K00001,K01629	1.1.1.1	5.4e-30	98.3
NZ_ASHR01000014.1_92	K00001,K04072	1.1.1.1	6.7e-31	101.5
NZ_ASHR01000014.1_8	K00001,K13953,K00100,K00540	1.1.1.1
	9.7e-12	26.7
NZ_ASHR01000014.1_8	K00001,K13953,K00344	1.1.1.1	1.5e-15	36.5
NZ_ASHR01000014.1_8	K00001,K13953	1.1.1.1
	2.1e-12	33.7
NZ_ASHR01000014.1_8	K00001,K13953	1.1.1.1
	2e-11	30.0
NZ_ASHR01000014.1_208	K00001,K13953	1.1.1.1
	1.3e-15	29.5
NZ_ASHR01000014.1_8	K00001,K13953	1.1.1.1
	3e-10	26.4
NZ_ASHR01000014.1_8	K00001,K13953	1.1.1.1
	8.8e-10	25.9
NZ_ASHR01000014.1_8	K00001	1.1.1.1
	4e-31	80.1
NZ_ASHR01000014.1_8	K00001	1.1.1.1
	1.9e-15	35.8
NZ_ASHR01000014.1_8	K00001	1.1.1.1
	1.3e-15	32.0
NZ_ASHR01000014.1_8	K00001	1.1.1.1
	1.4e-09	31.2
NZ_ASHR01000014.1_8	K00001	1.1.1.1
	2.6e-13	26.7
NZ_ASHR01000014.1_42	K00003,K00928,K12524	1.1.1.3	3.2e-28	71.5
NZ_ASHR01000014.1_42	K00003,K00928	1.1.1.3	6.9e-32	105.2
NZ_ASHR01000014.1_42	K00003	1.1.1.3
	1.4e-31	104.3
NZ_ASHR01000014.1_208	K00004	1.1.1.4	1e-16	35.1
NZ_ASHR01000014.1_208	K00004	1.1.1.4	4.8e-10	27.4
NZ_ASHR01000014.1_208	K00008,K05351	1.1.1.14	3.4e-21	41.0
NZ_ASHR01000014.1_208	K00008,K05351	1.1.1.14	3.4e-21	26.2
NZ_ASHR01000014.1_154	K00012	1.1.1.22
	1.1e-146	365.1
NZ_ASHR01000014.1_154	K00012	1.1.1.22
	1.4e-79	249.9
NZ_ASHR01000014.1_154	K00012	1.1.1.22
	3.1e-94	235.8
NZ_ASHR01000014.1_154	K00012	1.1.1.22
	6.7e-77	198.1
NZ_ASHR01000014.1_154	K00012	1.1.1.22
	6.1e-49	133.0
NZ_ASHR01000014.1_109	K00014	1.1.1.25
	4.5e-10	33.0
NZ_ASHR01000014.1_144	K00016	1.1.1.27
	8.1e-113	370.6
NZ_ASHR01000014.1_144	K00016	1.1.1.27
	3.2e-67	220.8
NZ_ASHR01000014.1_144	K00016	1.1.1.27
	9.7e-56	183.0
NZ_ASHR01000014.1_144	K00016	1.1.1.27
	8.2e-55	179.8
NZ_ASHR01000014.1_144	K00016	1.1.1.27
	4.6e-41	135.1
NZ_ASHR01000014.1_262	K00018,K00058	1.1.1.29	2.4e-12	39.5
NZ_ASHR01000014.1_262	K00018,K00058	1.1.1.29	2.8e-48	158.0
NZ_ASHR01000014.1_206	K00018,K00058	1.1.1.29	1.6e-31	102.9
NZ_ASHR01000014.1_262	K00018	1.1.1.29
	4.4e-48	156.4
NZ_ASHR01000014.1_262	K00018	1.1.1.29
	5.6e-43	139.6
NZ_ASHR01000014.1_262	K00018	1.1.1.29
	9.7e-40	129.1
NZ_ASHR01000014.1_262	K00018	1.1.1.29
	7.5e-37	119.1
NZ_ASHR01000014.1_262	K00018	1.1.1.29
	2.2e-34	112.0
NZ_ASHR01000014.1_88	K00020	1.1.1.31
	1.8e-43	142.7
NZ_ASHR01000014.1_88	K00020	1.1.1.31
	1.1e-40	132.5
NZ_ASHR01000014.1_88	K00020	1.1.1.31
	2.4e-40	132.0
NZ_ASHR01000014.1_88	K00020	1.1.1.31
	3.4e-39	128.7
NZ_ASHR01000014.1_202	K00020	1.1.1.31
	5.1e-34	111.3
NZ_ASHR01000014.1_207	K00022,K08683	1.1.1.35	7.1e-27	88.5
NZ_ASHR01000014.1_207	K00022	1.1.1.35
	1.2e-31	103.5
NZ_ASHR01000014.1_207	K00023	1.1.1.36
	4.5e-30	99.0
NZ_ASHR01000014.1_207	K00023	1.1.1.36
	1.9e-27	89.9
NZ_ASHR01000014.1_207	K00023	1.1.1.36
	3.4e-27	89.0
NZ_ASHR01000014.1_207	K00023	1.1.1.36
	1.6e-24	79.4
NZ_ASHR01000014.1_207	K00023	1.1.1.36
	1e-36	120.1
NZ_ASHR01000014.1_144	K00024	1.1.1.37
	2.2e-71	234.4
NZ_ASHR01000014.1_144	K00024	1.1.1.37
	7.7e-60	196.5
NZ_ASHR01000014.1_144	K00024	1.1.1.37
	1.7e-57	188.9
NZ_ASHR01000014.1_144	K00024	1.1.1.37
	1.4e-42	139.7
NZ_ASHR01000014.1_144	K00024	1.1.1.37
	2.6e-31	102.9
NZ_ASHR01000014.1_144	K00026,K00024,K00025	1.1.1.37
	5.3e-26	85.3
NZ_ASHR01000014.1_37	K00029,K00625	1.1.1.40	5.2e-87	286.5
NZ_ASHR01000014.1_37	K00029,K00625	1.1.1.40	1.9e-46	152.1
NZ_ASHR01000014.1_37	K00029,K00625	1.1.1.40	1.2e-39	129.4
NZ_ASHR01000014.1_37	K00029,K00625	1.1.1.40	1.4e-37	122.7
