Name	Count
PEPtides/nickel transporter [mD:m00239]	28
Iron(III) transporter [mD:m00190]	4
Simple sugar transporter [mD:m00221]	45
Zinc transporter [mD:m00242]	2
Iron complex transporter [mD:m00240]	2
Enzyme I	25
Nitrate to nitrite	6
Spermidine/putrescine transporter [mD:m00299]	5
Fructose-specific II component [mD:m00273]	82
Phosphocarrier protein hpr	9
Lipopolysaccharide transporter [mD:m00320]	1
Glycine betaine/proline transporter [mD:m00208]	2
Sodium transporter [mD:m00253]	1
Putative spermidine/putrescine transporter [mD:m00193]	4
Nitrate to ammonia	4
Mannitol-specific II component [mD:m00274]	15
Branched-chain amino acid transporter [mD:m00237]	13
Molybdate transporter [mD:m00189]	6
Sn-glycerol 3-phosphate transporter [mD:m00198]	1
Lipoprotein-releasing transporter [mD:m00255]	3
Nitrogen regulatory II component	17
Fructose-specific II-like component [mD:m00306]	40
Ascorbate-specific II component [mD:m00283]	5
Uncharacterized ABC transporter [mD:m00258]	3
Polar amino acid transporter [mD:m00236]	36
Maltose/maltodextrin transporter [mD:m00194]	2
ABC-2 type transporter [mD:m00254]	6
Ribose transporter [mD:m00212]	51
Manganese/iron transporter [mD:m00243]	2
Microcin c transporter [mD:m00349]	1
Teichoic acid transporter [mD:m00251]	1
Methyl-galactoside transporter [mD:m00214]	18
Lysine/arginine/ornithine transporter [mD:m00225]	13
Histidine transporter [mD:m00226]	13
Octopine/nopaline transporter [mD:m00231]	14
Arginine/ornithine transporter [mD:m00235]	12
Mannose-specific II component [mD:m00276]	32
Galactitol-specific II component [mD:m00279]	3
Bicarbonate transporter [mD:m00321]	2
Glutamine transporter [mD:m00227]	5
Cystine transporter [mD:m00234]	7
N-acetylgalactosamine-specific II component [mD:m00277]	1
Galactosamine-specific II component [mD:m00287]	1
Sorbose-specific II component [mD:m00278]	1
Manganese/iron transporter [mD:m00317]	1
Cell division transporter [mD:m00256]	1
D-Allose transporter [mD:m00217]	7
2-O-A-mannosyl-D-glycerate-specific II component [mD:m00305]	7
Heme transporter [mD:m00259]	2
D-Xylose transporter [mD:m00215]	19
Rhamnose transporter [mD:m00220]	15
Putative glutamine transporter [mD:m00228]	4
L-Arabinose transporter [mD:m00213]	21
Sulfate transporter [mD:m00185]	2
General l-amino acid transporter [mD:m00232]	3
Arginine transporter [mD:m00229]	1
Hemin transporter [mD:m00257]	1
Putrescine transporter [mD:m00300]	2
Phosphate transporter [mD:m00222]	1
Vitamin b12 transporter [mD:m00241]	1
Sugar porter (sp) family [tc:2.A.1.1]	1
Glutamate/aspartate transporter [mD:m00230]	1
