Name	Count
PEPtide and nickel transporters	29
Mineral and organic ion transporters	27
Lipopolysaccharide biosynthesis	72
Mucin type O-glycan biosynthesis	44
N-glycan biosynthesis	48
Peptidoglycan biosynthesis	50
Monosaccharide transporters	203
 metallic cation, iron-siderophore and vitamin b12 transporters	8
Enzyme I and hpr	238
Assimilatory nitrate reduction	10
Pyruvate fermentation to propionate II (acrylate pathway)	7
Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation	81
Superpathway of clostridium acetobutylicum acidogenic fermentation	58
Superpathway of clostridium acetobutylicum solventogenic fermentation	39
Cysteine and methionine	88
PEP	60
Histidine	79
Lactose	151
Sucrose	153
Maltose	151
Superpathway of 2,3-butanediol biosynthesis	7
Pyruvate fermentation to acetate and alanine	2
Pyruvate fermentation to acetate and lactate II	9
Pyruvate fermentation to acetate II	9
Pyruvate fermentation to acetate V	2
Pyruvate fermentation to acetate VI	2
Pyruvate fermentation to acetate VIII	3
Pyruvate fermentation to butanoate	48
Pyruvate fermentation to ethanol III	8
Oxaloacetate to lysine	97
Pyruvate fermentation to acetate VII	11
Pyruvate fermentation to acetate and lactate I	15
Pyruvate fermentation to acetate I	14
Pyruvate fermentation to acetate IV	14
ABC-2 type and other transporters	19
Sulfolactate degradation	21
(s)-acetoin biosynthesis	1
Pyruvate fermentation to ethanol II	23
Pyruvate fermentation to acetone	13
Pyruvate fermentation to lactate	8
Phosphate and amino acid transporters	96
Oligosaccharide and polyol transporters	3
Pyruvate fermentation to ethanol I	23
Oxaloacetate to aspartate and asparagine	5
Murein	18
Pyruvate to leucine	13
Glutamate	1
Sulfoacetaldehyde degradation	7
Pyruvate fermentation to acetate III	1
Sulfate reduction (assimilatory)	5
Superpathway of sulfur metabolism (Desulfocapsa sulfoexigens)	3
Sulfate reduction (dissimilatory)	3
Sulfite oxidation	6
Sulfur disproportionation	3
Thiosulfate disproportionation	3
Acetoin biosynthesis III	3
(s,s)-butanediol biosynthesis	3
Meso-butanediol biosynthesis I	3
Superpathway of (R,R)-butanediol biosynthesis	3
Sugar transporters	1
