	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000571.1_1	QGNH01000571.1	QGNH01000571.1	1	61	1185	-1	C	K03111	single-strand DNA-binding protein	YP_010773411.1	YP_010773411.1 integrase [Pseudomonas phage vB_Pae_LC3I3]	False	0.267	104.0	1.7789999999999997e-22								Phage integrase family [PF00589.25]	VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xh;Xr	0	False	VF
QGNH01000571.1_2	QGNH01000571.1	QGNH01000571.1	2	1256	1567	-1	E																				0	False	F
QGNH01000571.1_3	QGNH01000571.1	QGNH01000571.1	3	1572	1856	-1	E																				0	False	F
QGNH01000571.1_4	QGNH01000571.1	QGNH01000571.1	4	1859	2053	-1	E																				0	False	F
QGNH01000571.1_5	QGNH01000571.1	QGNH01000571.1	5	2057	2320	-1	D																Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF12844.10]; Helix-turn-helix domain [PF13560.9]; Bacterial regulatory proteins, lacI family [PF00356.24]				0	False	F
QGNH01000571.1_6	QGNH01000571.1	QGNH01000571.1	6	2416	3054	1	D			YP_009824084.1	YP_009824084.1 transcriptional repressor [Erwinia phage vB_EhrS_59]	False	0.363	124.0	5.040000000000001e-31	MER0033779	S24	MER0033779 - family S24 unassigned peptidases (Bordetella bronchiseptica) [S24.UPW]#S24#{peptidase unit: 94-227}~source Q7WLR7~	False	0.483	122.0	8.292e-30	Helix-turn-helix domain [PF12844.10]; Peptidase S24-like [PF00717.26]; Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF13560.9]				0	False	PF
QGNH01000571.1_7	QGNH01000571.1	QGNH01000571.1	7	3158	3316	1	E																				0	False	F
QGNH01000571.1_8	QGNH01000571.1	QGNH01000571.1	8	3483	3806	1	E																				0	False	F
QGNH01000571.1_9	QGNH01000571.1	QGNH01000571.1	9	3818	4978	1	D																Helix-turn-helix domain [PF13730.9]				1	False	F
QGNH01000571.1_10	QGNH01000571.1	QGNH01000571.1	10	5055	5708	1	D			YP_009005780.1	YP_009005780.1 ParA-like partition protein [Mycobacterium phage EagleEye]	False	0.263	65.0	7.626e-11								VirC1 protein [PF07015.14]; AAA domain [PF13614.9]; ATPase MipZ [PF09140.14]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.26]; NUBPL iron-transfer P-loop NTPase [PF10609.12]; Cellulose biosynthesis protein BcsQ [PF06564.15]	VOG01428	sp|P07620|PARA_ECOLX Plasmid partition protein A; Xh	Xh	0	False	
QGNH01000571.1_11	QGNH01000571.1	QGNH01000571.1	11	5705	6016	1	E																				0	False	
QGNH01000571.1_12	QGNH01000571.1	QGNH01000571.1	12	6034	6258	1	E																				0	False	
QGNH01000571.1_13	QGNH01000571.1	QGNH01000571.1	13	6255	6536	1	E																				0	False	
QGNH01000571.1_14	QGNH01000571.1	QGNH01000571.1	14	6533	6859	1	E																				0	False	
QGNH01000571.1_15	QGNH01000571.1	QGNH01000571.1	15	6856	7023	1	E																				0	False	
