	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001794.1_1	QGNH01001794.1	QGNH01001794.1	1	1	366	-1	E													0	False	F
QGNH01001794.1_2	QGNH01001794.1	QGNH01001794.1	2	454	1119	-1	E													0	False	F
QGNH01001794.1_3	QGNH01001794.1	QGNH01001794.1	3	1119	2081	-1	E													0	False	F
QGNH01001794.1_4	QGNH01001794.1	QGNH01001794.1	4	2092	2523	-1	D									Chaperonin 10 Kd subunit [PF00166.24]				0	False	F
QGNH01001794.1_5	QGNH01001794.1	QGNH01001794.1	5	2520	2822	-1	E													0	False	F
QGNH01001794.1_6	QGNH01001794.1	QGNH01001794.1	6	2819	5164	-1	E													0	False	F
QGNH01001794.1_7	QGNH01001794.1	QGNH01001794.1	7	5314	5484	-1	E													0	False	
QGNH01001794.1_8	QGNH01001794.1	QGNH01001794.1	8	5531	5761	-1	D									KTSC domain [PF13619.9]				0	False	
QGNH01001794.1_9	QGNH01001794.1	QGNH01001794.1	9	5758	6171	-1	E													0	False	F
QGNH01001794.1_10	QGNH01001794.1	QGNH01001794.1	10	6168	6608	-1	E													0	False	F
QGNH01001794.1_11	QGNH01001794.1	QGNH01001794.1	11	6605	6961	-1	E													0	False	F
QGNH01001794.1_12	QGNH01001794.1	QGNH01001794.1	12	6958	7227	-1	E													0	False	F
QGNH01001794.1_13	QGNH01001794.1	QGNH01001794.1	13	7231	7461	-1	E													0	False	F
QGNH01001794.1_14	QGNH01001794.1	QGNH01001794.1	14	7458	7607	-1	D									Protein of unknown function (DUF3309) [PF11752.11]				0	False	F
QGNH01001794.1_15	QGNH01001794.1	QGNH01001794.1	15	7607	9067	-1	C	K06909	phage terminase large subunit	YP_024923.1	YP_024923.1 TerL [Burkholderia phage BcepC6B]	False	0.39	294.0	4.383e-85	Phage terminase large subunit [PF04466.16]	VOG00230	sp|O31952|YONF_BACSU SPbeta prophage-derived uncharacterized protein YonF; Xu	Xu	0	False	F
QGNH01001794.1_16	QGNH01001794.1	QGNH01001794.1	16	9098	9511	-1	E													0	False	F
QGNH01001794.1_17	QGNH01001794.1	QGNH01001794.1	17	9508	9690	-1	E													0	False	F
QGNH01001794.1_18	QGNH01001794.1	QGNH01001794.1	18	9687	9938	-1	E													0	False	F
QGNH01001794.1_19	QGNH01001794.1	QGNH01001794.1	19	9892	10182	-1	E													0	False	F
QGNH01001794.1_20	QGNH01001794.1	QGNH01001794.1	20	10238	10795	-1	C	K07474	phage terminase small subunit	YP_009797274.1	YP_009797274.1 terminase small subunit [Faecalibacterium phage FP_Lugh]	False	0.379	99.0	1.291e-22	Terminase small subunit [PF03592.19]	VOG01634	sp|P68928|TERS_BPSF6 Terminase small subunit; Xr	Xr	0	False	VF
QGNH01001794.1_21	QGNH01001794.1	QGNH01001794.1	21	10795	11106	-1	E													0	False	F
