	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
MZ334518_MZ334518.1_1	MZ334518	MZ334518.1	1	66	359	1	E				0
MZ334518_MZ334518.1_2	MZ334518	MZ334518.1	2	898	1785	1	E				0
MZ334518_MZ334518.1_3	MZ334518	MZ334518.1	3	1775	2065	1	E				0
MZ334518_MZ334518.1_4	MZ334518	MZ334518.1	4	2072	2194	1	E				0
MZ334518_MZ334518.1_5	MZ334518	MZ334518.1	5	2187	2516	1	E				0
MZ334518_MZ334518.1_6	MZ334518	MZ334518.1	6	2769	2978	1	E				0
MZ334518_MZ334518.1_7	MZ334518	MZ334518.1	7	2991	4763	1	D			Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]	0
MZ334518_MZ334518.1_8	MZ334518	MZ334518.1	8	4770	6287	1	E				0
MZ334518_MZ334518.1_9	MZ334518	MZ334518.1	9	6290	6574	1	E				0
MZ334518_MZ334518.1_10	MZ334518	MZ334518.1	10	6571	7731	1	E				0
MZ334518_MZ334518.1_11	MZ334518	MZ334518.1	11	7740	8213	1	E				0
MZ334518_MZ334518.1_12	MZ334518	MZ334518.1	12	8217	8753	1	E				0
MZ334518_MZ334518.1_13	MZ334518	MZ334518.1	13	8800	9774	1	E				0
MZ334518_MZ334518.1_14	MZ334518	MZ334518.1	14	9788	10264	1	E				0
MZ334518_MZ334518.1_15	MZ334518	MZ334518.1	15	10251	10640	1	E				0
MZ334518_MZ334518.1_16	MZ334518	MZ334518.1	16	10647	12119	1	E				0
MZ334518_MZ334518.1_17	MZ334518	MZ334518.1	17	12109	12339	1	E				0
MZ334518_MZ334518.1_18	MZ334518	MZ334518.1	18	12340	12555	1	E				0
MZ334518_MZ334518.1_19	MZ334518	MZ334518.1	19	12559	13071	1	E				0
MZ334518_MZ334518.1_20	MZ334518	MZ334518.1	20	13079	14392	1	E				0
MZ334518_MZ334518.1_21	MZ334518	MZ334518.1	21	14421	14942	1	E				0
MZ334518_MZ334518.1_22	MZ334518	MZ334518.1	22	14982	15515	1	E				0
MZ334518_MZ334518.1_23	MZ334518	MZ334518.1	23	15544	15813	1	E				0
MZ334518_MZ334518.1_24	MZ334518	MZ334518.1	24	15817	17781	1	E				0
MZ334518_MZ334518.1_25	MZ334518	MZ334518.1	25	17781	18308	1	E				0
MZ334518_MZ334518.1_26	MZ334518	MZ334518.1	26	18313	19830	1	E				0
MZ334518_MZ334518.1_27	MZ334518	MZ334518.1	27	19878	20288	1	E				0
MZ334518_MZ334518.1_28	MZ334518	MZ334518.1	28	20288	20653	1	E				0
MZ334518_MZ334518.1_29	MZ334518	MZ334518.1	29	20693	21016	1	E				0
MZ334518_MZ334518.1_30	MZ334518	MZ334518.1	30	21016	22230	1	D			Baseplate J-like protein [PF04865.17]	0
MZ334518_MZ334518.1_31	MZ334518	MZ334518.1	31	22227	23213	1	E				0
MZ334518_MZ334518.1_32	MZ334518	MZ334518.1	32	23216	23620	1	E				0
MZ334518_MZ334518.1_33	MZ334518	MZ334518.1	33	23613	24287	1	E				0
MZ334518_MZ334518.1_34	MZ334518	MZ334518.1	34	24294	25694	1	E				0
MZ334518_MZ334518.1_35	MZ334518	MZ334518.1	35	25701	26753	1	E				0
MZ334518_MZ334518.1_36	MZ334518	MZ334518.1	36	26753	27124	1	E				0
MZ334518_MZ334518.1_37	MZ334518	MZ334518.1	37	27143	27649	1	E				0
MZ334518_MZ334518.1_38	MZ334518	MZ334518.1	38	27658	27792	1	E				0
MZ334518_MZ334518.1_39	MZ334518	MZ334518.1	39	27953	28090	-1	E				0
MZ334518_MZ334518.1_40	MZ334518	MZ334518.1	40	28154	29041	-1	D			Family of unknown function (DUF6065) [PF19541.2]	0
MZ334518_MZ334518.1_41	MZ334518	MZ334518.1	41	29465	30196	-1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	Thymidylate synthase complementing protein [PF02511.18]	0
MZ334518_MZ334518.1_42	MZ334518	MZ334518.1	42	30405	30521	-1	E				0
MZ334518_MZ334518.1_43	MZ334518	MZ334518.1	43	30499	30690	-1	E				0
MZ334518_MZ334518.1_44	MZ334518	MZ334518.1	44	30690	33341	-1	D			DNA polymerase family B [PF00136.24]; DNA polymerase family B, exonuclease domain [PF03104.22]; Predicted 3'-5' exonuclease related to the exonuclease domain of PolB [PF10108.12]	0
MZ334518_MZ334518.1_45	MZ334518	MZ334518.1	45	33341	33820	-1	E				0
MZ334518_MZ334518.1_46	MZ334518	MZ334518.1	46	33820	34209	-1	E				0
MZ334518_MZ334518.1_47	MZ334518	MZ334518.1	47	34206	34391	-1	E				0
MZ334518_MZ334518.1_48	MZ334518	MZ334518.1	48	34484	35239	-1	D			AAA domain [PF13207.9]; AAA domain [PF13671.9]; AAA domain [PF13238.9]	0
MZ334518_MZ334518.1_49	MZ334518	MZ334518.1	49	35239	35397	-1	E				0
MZ334518_MZ334518.1_50	MZ334518	MZ334518.1	50	35394	35501	-1	E				0
MZ334518_MZ334518.1_51	MZ334518	MZ334518.1	51	35506	35955	-1	D			Dual specificity phosphatase, catalytic domain [PF00782.23]	0
MZ334518_MZ334518.1_52	MZ334518	MZ334518.1	52	35955	36074	-1	E				0
MZ334518_MZ334518.1_53	MZ334518	MZ334518.1	53	36071	37129	-1	D			PD-(D/E)XK nuclease superfamily [PF12705.10]	0
MZ334518_MZ334518.1_54	MZ334518	MZ334518.1	54	37122	37325	-1	E				0
MZ334518_MZ334518.1_55	MZ334518	MZ334518.1	55	37318	37482	-1	E				0
MZ334518_MZ334518.1_56	MZ334518	MZ334518.1	56	37472	37690	-1	E				0
MZ334518_MZ334518.1_57	MZ334518	MZ334518.1	57	37690	37836	-1	E				0
MZ334518_MZ334518.1_58	MZ334518	MZ334518.1	58	37826	38239	-1	E				0
MZ334518_MZ334518.1_59	MZ334518	MZ334518.1	59	38241	38582	-1	E				0
MZ334518_MZ334518.1_60	MZ334518	MZ334518.1	60	38671	39051	-1	E				0
MZ334518_MZ334518.1_61	MZ334518	MZ334518.1	61	39053	39379	-1	E				0
MZ334518_MZ334518.1_62	MZ334518	MZ334518.1	62	39486	40748	-1	E				0
MZ334518_MZ334518.1_63	MZ334518	MZ334518.1	63	40814	42076	-1	E				0
MZ334518_MZ334518.1_64	MZ334518	MZ334518.1	64	42073	42234	-1	E				0
MZ334518_MZ334518.1_65	MZ334518	MZ334518.1	65	42261	43742	-1	E				0
MZ334518_MZ334518.1_66	MZ334518	MZ334518.1	66	43821	44117	-1	E				0
MZ334518_MZ334518.1_67	MZ334518	MZ334518.1	67	44110	44532	-1	E				0
MZ334518_MZ334518.1_68	MZ334518	MZ334518.1	68	44532	45629	-1	E				0
MZ334518_MZ334518.1_69	MZ334518	MZ334518.1	69	46062	46568	-1	E				0
MZ334518_MZ334518.1_70	MZ334518	MZ334518.1	70	47217	47819	1	E				0
MZ334518_MZ334518.1_71	MZ334518	MZ334518.1	71	47816	48304	-1	E				0
MZ334518_MZ334518.1_72	MZ334518	MZ334518.1	72	48679	49161	1	E				0
MZ334518_MZ334518.1_73	MZ334518	MZ334518.1	73	49161	49646	1	D			ERCC4 domain [PF02732.18]	0
MZ334518_MZ334518.1_74	MZ334518	MZ334518.1	74	49966	51129	1	E				0
MZ334518_MZ334518.1_75	MZ334518	MZ334518.1	75	51146	54244	-1	C	K07317	adenine-specific DNA-methyltransferase [EC:2.1.1.72]	N-6 DNA Methylase [PF02384.19]; Eco57I restriction-modification methylase [PF07669.14]; MmeI, DNA-methyltransferase domain [PF20473.1]; Putative RNA methylase family UPF0020 [PF01170.21]; Type I restriction enzyme R protein N terminus (HSDR_N) [PF13588.9]; MmeI, helicase spacer domain [PF20465.1]	0
MZ334518_MZ334518.1_76	MZ334518	MZ334518.1	76	54296	54511	-1	E				0
MZ334518_MZ334518.1_77	MZ334518	MZ334518.1	77	54511	54933	-1	E				0
MZ334518_MZ334518.1_78	MZ334518	MZ334518.1	78	54930	55151	-1	E				0
MZ334518_MZ334518.1_79	MZ334518	MZ334518.1	79	55148	55327	-1	E				0
MZ334518_MZ334518.1_80	MZ334518	MZ334518.1	80	55332	55769	-1	E				0
MZ334518_MZ334518.1_81	MZ334518	MZ334518.1	81	56062	56304	-1	E				0
MZ334518_MZ334518.1_82	MZ334518	MZ334518.1	82	56311	57675	-1	E				0
MZ334518_MZ334518.1_83	MZ334518	MZ334518.1	83	57863	58135	-1	E				0
MZ334518_MZ334518.1_84	MZ334518	MZ334518.1	84	58132	58311	-1	E				0
MZ334518_MZ334518.1_85	MZ334518	MZ334518.1	85	58514	58972	-1	E				0
MZ334518_MZ334518.1_86	MZ334518	MZ334518.1	86	58977	59273	-1	E				0
MZ334518_MZ334518.1_87	MZ334518	MZ334518.1	87	59413	60321	-1	E				1
MZ334518_MZ334518.1_88	MZ334518	MZ334518.1	88	60418	61107	-1	E				0
MZ334518_MZ334518.1_89	MZ334518	MZ334518.1	89	61203	64001	-1	E				0
MZ334518_MZ334518.1_90	MZ334518	MZ334518.1	90	64033	64272	-1	E				0
MZ334518_MZ334518.1_91	MZ334518	MZ334518.1	91	64423	64596	-1	E				0
MZ334518_MZ334518.1_92	MZ334518	MZ334518.1	92	64596	65390	-1	E				0
MZ334518_MZ334518.1_93	MZ334518	MZ334518.1	93	65405	65539	-1	E				1
MZ334518_MZ334518.1_94	MZ334518	MZ334518.1	94	65536	65772	-1	E				0
MZ334518_MZ334518.1_95	MZ334518	MZ334518.1	95	65769	66059	-1	E				0
MZ334518_MZ334518.1_96	MZ334518	MZ334518.1	96	66166	66492	-1	E				0
MZ334518_MZ334518.1_97	MZ334518	MZ334518.1	97	66492	66863	-1	E				0
MZ334518_MZ334518.1_98	MZ334518	MZ334518.1	98	66986	68044	-1	E				0
MZ334518_MZ334518.1_99	MZ334518	MZ334518.1	99	70068	70829	-1	E				0
MZ334518_MZ334518.1_100	MZ334518	MZ334518.1	100	71175	71447	1	E				0
