	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000229.1_1	QGNH01000229.1	QGNH01000229.1	1	1	753	1	E											0	False	F
QGNH01000229.1_2	QGNH01000229.1	QGNH01000229.1	2	768	1235	1	E											0	False	F
QGNH01000229.1_3	QGNH01000229.1	QGNH01000229.1	3	1244	1417	1	E											0	False	F
QGNH01000229.1_4	QGNH01000229.1	QGNH01000229.1	4	1430	2665	1	E											0	False	F
QGNH01000229.1_5	QGNH01000229.1	QGNH01000229.1	5	2665	3447	1	E	YP_007007139.1	YP_007007139.1 hypothetical protein F395_gp60 [Bdellovibrio phage phi1422]	False	0.271	88.0	4.518e-18		VOG01485	REFSEQ tail fiber protein; Xu	Xu	0	False	F
QGNH01000229.1_6	QGNH01000229.1	QGNH01000229.1	6	3444	3803	1	E											0	False	F
QGNH01000229.1_7	QGNH01000229.1	QGNH01000229.1	7	3806	4762	1	E	YP_007007141.1	YP_007007141.1 baseplate hub [Bdellovibrio phage phi1422]	False	0.266	110.0	9.429999999999999e-25		VOG01442	REFSEQ baseplate hub; Xu	Xu	0	False	F
QGNH01000229.1_8	QGNH01000229.1	QGNH01000229.1	8	4759	5430	1	D	YP_007007142.1	YP_007007142.1 baseplate spike [Bdellovibrio phage phi1422]	False	0.398	106.0	2.249e-24	Phage protein Gp138 N-terminal domain [PF18352.4]	VOG00324	sp|P31340|SPIKE_BPP2 Spike protein; XhXpXs	Xs;Xp;Xh	0	False	VF
QGNH01000229.1_9	QGNH01000229.1	QGNH01000229.1	9	5427	5786	1	E	YP_007007143.1	YP_007007143.1 baseplate wedge subunit [Bdellovibrio phage phi1422]	False	0.408	83.0	3.116e-18					0	False	
QGNH01000229.1_10	QGNH01000229.1	QGNH01000229.1	10	5790	6986	1	D	YP_007007144.1	YP_007007144.1 baseplate wedge subunit [Bdellovibrio phage phi1422]	False	0.373	245.0	1.673e-69	Baseplate J-like protein [PF04865.17]	VOG00521	sp|P51767|BPJ_BPP2 Baseplate protein J; XhXs	Xs;Xh	0	False	V
QGNH01000229.1_11	QGNH01000229.1	QGNH01000229.1	11	6986	7672	1	D	YP_007007145.1	YP_007007145.1 structural protein [Bdellovibrio phage phi1422]	False	0.263	72.0	4.142e-13	Protein of unknown function (DUF2612) [PF11041.11]				0	False	
QGNH01000229.1_12	QGNH01000229.1	QGNH01000229.1	12	7675	8040	1	E											0	False	
QGNH01000229.1_13	QGNH01000229.1	QGNH01000229.1	13	8037	8843	1	E											0	False	
QGNH01000229.1_14	QGNH01000229.1	QGNH01000229.1	14	8871	9635	1	E	YP_010766237.1	YP_010766237.1 hypothetical protein QGX11_gp026 [Pseudomonas phage PPSC2]	False	0.365	64.0	2.705e-10					0	False	
QGNH01000229.1_15	QGNH01000229.1	QGNH01000229.1	15	9647	10474	1	E											0	False	
QGNH01000229.1_16	QGNH01000229.1	QGNH01000229.1	16	10471	14355	1	D							Pectate lyase superfamily protein [PF12708.10]				0	False	
QGNH01000229.1_17	QGNH01000229.1	QGNH01000229.1	17	14370	15122	1	E											0	False	F
QGNH01000229.1_18	QGNH01000229.1	QGNH01000229.1	18	15174	15551	1	E											0	False	F
QGNH01000229.1_19	QGNH01000229.1	QGNH01000229.1	19	15548	16039	1	E											0	False	F
QGNH01000229.1_20	QGNH01000229.1	QGNH01000229.1	20	16044	16502	1	D							Lipase (class 3) [PF01764.28]				0	False	F
QGNH01000229.1_21	QGNH01000229.1	QGNH01000229.1	21	16713	17102	1	E	YP_001950039.1	YP_001950039.1 hypothetical protein RSL1_ORF162 [Ralstonia phage phiRSL1]	False	0.374	72.0	4.295e-14					0	False	F
QGNH01000229.1_22	QGNH01000229.1	QGNH01000229.1	22	17115	17408	1	E											0	False	F
QGNH01000229.1_23	QGNH01000229.1	QGNH01000229.1	23	17521	18318	1	D	YP_009639397.1	YP_009639397.1 DNA single-strand annealing protein [Salinibacter phage M8CC-19]	False	0.47	118.0	3.979e-28	ERF superfamily [PF04404.15]	VOG08218	sp|P04892|ERF_BPP22 Essential recombination function protein; Xh	Xh	0	False	F
QGNH01000229.1_24	QGNH01000229.1	QGNH01000229.1	24	18384	19172	1	D	YP_010680565.1	YP_010680565.1 homing endonuclease [Bacillus phage Izhevsk]	False	0.354	87.0	1.174e-17	GIY-YIG catalytic domain [PF01541.27]	VOG00100	REFSEQ homing endonuclease; Xu	Xu	0	False	F
QGNH01000229.1_25	QGNH01000229.1	QGNH01000229.1	25	19205	19510	1	D							AAA ATPase domain [PF13175.9]				0	False	F
