	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001634.1_1	QGNH01001634.1	QGNH01001634.1	1	2	2260	1	D			YP_009011911.1	YP_009011911.1 portal protein [Mycobacterium phage Courthouse]	False	0.592	226.0	1.803e-59	MER0110054	N10	MER0110054 - family N10 unassigned peptide lyases (Mycobacterium leprae) [N10.UPW]#N10#{peptidase unit: 202-588}~source CAR70686~	False	0.244	124.0	3.691e-27	Phage portal protein [PF04860.15]; Intein splicing domain [PF14890.9]; LAGLIDADG-like domain [PF14528.9]	VOG03516	sp|A5WFR0|PIF1_PSYWF ATP-dependent DNA helicase pif1; XhXr	Xr;Xh	0	False	VF
QGNH01001634.1_2	QGNH01001634.1	QGNH01001634.1	2	2276	4645	1	C	K06904	uncharacterized protein	YP_009303160.1	YP_009303160.1 head maturation protease [Mycobacterium phage Bipper]	False	0.38	202.0	1.109e-51	MER0036937	S78	MER0036937 - family S78 unassigned peptidases () [S78.UPW]#S78#{peptidase unit: 37-176}~source Q854Q0~	False	0.582	160.0	4.773e-38	Caudovirus prohead serine protease [PF04586.20]; Family of unknown function (DUF6582) [PF20223.1]	VOG02183	sp|D3WAC4|PRO_BPLP2 Probable capsid maturation protease; XhXs	Xs;Xh	0	False	VPF
QGNH01001634.1_3	QGNH01001634.1	QGNH01001634.1	3	4648	4905	1	E																				0	False	F
QGNH01001634.1_4	QGNH01001634.1	QGNH01001634.1	4	5069	5353	1	E																				0	False	
QGNH01001634.1_5	QGNH01001634.1	QGNH01001634.1	5	5368	5511	-1	E																				0	False	
QGNH01001634.1_6	QGNH01001634.1	QGNH01001634.1	6	5549	5710	-1	E																				0	False	
QGNH01001634.1_7	QGNH01001634.1	QGNH01001634.1	7	5707	6171	-1	E																				0	False	
QGNH01001634.1_8	QGNH01001634.1	QGNH01001634.1	8	6196	6348	-1	E																				0	False	
QGNH01001634.1_9	QGNH01001634.1	QGNH01001634.1	9	6345	6752	-1	E																				0	False	
QGNH01001634.1_10	QGNH01001634.1	QGNH01001634.1	10	6749	7438	-1	E			YP_009590868.1	YP_009590868.1 glycosyltransferase [Mycobacterium phage Optimus]	False	0.66	262.0	2.489e-78									VOG09237	REFSEQ glycosyltransferase; Xu	Xu	0	False	
QGNH01001634.1_11	QGNH01001634.1	QGNH01001634.1	11	7435	7626	-1	E																				0	False	
QGNH01001634.1_12	QGNH01001634.1	QGNH01001634.1	12	7700	8401	-1	E			YP_009212284.1	YP_009212284.1 hypothetical protein AVT40_gp044 [Sinorhizobium phage phiN3]	False	0.344	159.0	1.647e-42									VOG01514	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001634.1_13	QGNH01001634.1	QGNH01001634.1	13	8593	8940	-1	E																				0	False	
QGNH01001634.1_14	QGNH01001634.1	QGNH01001634.1	14	9027	9194	-1	E																				0	False	
