	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000013.1_1	QGNH01000013.1	QGNH01000013.1	1	3	1673	-1	E											0	False	F
QGNH01000013.1_2	QGNH01000013.1	QGNH01000013.1	2	1707	1985	-1	E											0	False	F
QGNH01000013.1_3	QGNH01000013.1	QGNH01000013.1	3	2012	2398	-1	E											0	False	F
QGNH01000013.1_4	QGNH01000013.1	QGNH01000013.1	4	2408	2683	-1	E											0	False	F
QGNH01000013.1_5	QGNH01000013.1	QGNH01000013.1	5	2906	3166	-1	E											0	False	F
QGNH01000013.1_6	QGNH01000013.1	QGNH01000013.1	6	3198	3695	-1	E											0	False	F
QGNH01000013.1_7	QGNH01000013.1	QGNH01000013.1	7	3810	4781	-1	E											0	False	F
QGNH01000013.1_8	QGNH01000013.1	QGNH01000013.1	8	4793	5320	-1	E											0	False	F
QGNH01000013.1_9	QGNH01000013.1	QGNH01000013.1	9	5440	6102	-1	E											0	False	
QGNH01000013.1_10	QGNH01000013.1	QGNH01000013.1	10	6095	6775	-1	E											0	False	
QGNH01000013.1_11	QGNH01000013.1	QGNH01000013.1	11	6794	7033	-1	E											0	False	
QGNH01000013.1_12	QGNH01000013.1	QGNH01000013.1	12	7030	8952	-1	E								VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xs;Xr;Xp	0	False	VF
QGNH01000013.1_13	QGNH01000013.1	QGNH01000013.1	13	8969	9379	-1	E											0	False	F
QGNH01000013.1_14	QGNH01000013.1	QGNH01000013.1	14	9390	9731	-1	E											0	False	F
QGNH01000013.1_15	QGNH01000013.1	QGNH01000013.1	15	9735	9959	-1	E											0	False	F
QGNH01000013.1_16	QGNH01000013.1	QGNH01000013.1	16	9956	11404	-1	E	YP_004251191.1	YP_004251191.1 hypothetical protein ViPhICP2p20 [Vibrio phage ICP2]	False	63.0	4.808e-09	0.176		VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xh;Xr	0	False	VF
QGNH01000013.1_17	QGNH01000013.1	QGNH01000013.1	17	11729	11959	-1	E											0	False	F
QGNH01000013.1_18	QGNH01000013.1	QGNH01000013.1	18	11961	12602	-1	E											0	False	F
