OQ473814.1_orf63	65fe1a0b37874ed37dea6a6c0c5a39eb	147	MobiDBLite	mobidb-lite	consensus disorder prediction	1	31	-	T	01-07-2023	-	-
OQ473814.1_orf63	65fe1a0b37874ed37dea6a6c0c5a39eb	147	MobiDBLite	mobidb-lite	consensus disorder prediction	75	90	-	T	01-07-2023	-	-
OQ473814.1_orf63	65fe1a0b37874ed37dea6a6c0c5a39eb	147	MobiDBLite	mobidb-lite	consensus disorder prediction	72	93	-	T	01-07-2023	-	-
OQ473814.1_orf63	65fe1a0b37874ed37dea6a6c0c5a39eb	147	MobiDBLite	mobidb-lite	consensus disorder prediction	1	22	-	T	01-07-2023	-	-
OQ473814.1_orf63	65fe1a0b37874ed37dea6a6c0c5a39eb	147	Coils	Coil	Coil	51	71	-	T	01-07-2023	-	-
OQ473814.1_orf119	e39b3557e2769ccf110bb10ad059f631	347	MobiDBLite	mobidb-lite	consensus disorder prediction	169	183	-	T	01-07-2023	-	-
OQ473814.1_orf119	e39b3557e2769ccf110bb10ad059f631	347	MobiDBLite	mobidb-lite	consensus disorder prediction	117	137	-	T	01-07-2023	-	-
OQ473814.1_orf119	e39b3557e2769ccf110bb10ad059f631	347	MobiDBLite	mobidb-lite	consensus disorder prediction	152	183	-	T	01-07-2023	-	-
OQ473814.1_orf119	e39b3557e2769ccf110bb10ad059f631	347	MobiDBLite	mobidb-lite	consensus disorder prediction	316	335	-	T	01-07-2023	-	-
OQ473814.1_orf139	b837210127f2b4e4c08b16ca312127b6	539	MobiDBLite	mobidb-lite	consensus disorder prediction	468	510	-	T	01-07-2023	-	-
OQ473814.1_orf139	b837210127f2b4e4c08b16ca312127b6	539	MobiDBLite	mobidb-lite	consensus disorder prediction	468	504	-	T	01-07-2023	-	-
OQ473814.1_orf139	b837210127f2b4e4c08b16ca312127b6	539	MobiDBLite	mobidb-lite	consensus disorder prediction	381	409	-	T	01-07-2023	-	-
OQ473814.1_orf139	b837210127f2b4e4c08b16ca312127b6	539	MobiDBLite	mobidb-lite	consensus disorder prediction	97	148	-	T	01-07-2023	-	-
OQ473814.1_orf54	442354455412a36937544d9ee67ba314	222	MobiDBLite	mobidb-lite	consensus disorder prediction	1	22	-	T	01-07-2023	-	-
OQ473814.1_orf70	a646897ec548e9add98dd287129b4af3	165	MobiDBLite	mobidb-lite	consensus disorder prediction	1	15	-	T	01-07-2023	-	-
OQ473814.1_orf70	a646897ec548e9add98dd287129b4af3	165	MobiDBLite	mobidb-lite	consensus disorder prediction	1	50	-	T	01-07-2023	-	-
OQ473814.1_orf70	a646897ec548e9add98dd287129b4af3	165	MobiDBLite	mobidb-lite	consensus disorder prediction	34	48	-	T	01-07-2023	-	-
OQ473814.1_orf70	a646897ec548e9add98dd287129b4af3	165	Coils	Coil	Coil	53	73	-	T	01-07-2023	-	-
OQ473814.1_orf342	c9feb0a53ac941245df271d3e7d11819	240	MobiDBLite	mobidb-lite	consensus disorder prediction	1	17	-	T	01-07-2023	-	-
OQ473814.1_orf342	c9feb0a53ac941245df271d3e7d11819	240	MobiDBLite	mobidb-lite	consensus disorder prediction	1	21	-	T	01-07-2023	-	-
