target	query	e-value	score	length	start	end
NZ_CP030760.1_3387368_3387934_+	VOG00002	3.5e-11	40.8	188	8	78
NZ_CP030760.1_3509088_3509504_-	VOG00002	3.1e-09	34.6	138	14	79
NZ_CP030760.1_3279045_3279410_+	VOG00002	2.5e-08	31.6	121	9	72
NZ_CP030762.1_284613_284954_+	VOG00002	1.1e-07	29.4	113	27	95
NZ_CP030760.1_3811253_3811651_+	VOG00002	1.5e-06	25.7	132	51	100
NZ_CP030761.1_1052241_1053344_+	VOG00006	5.6e-11	39.4	367	1	70
NZ_CP030762.1_34762_35295_+	VOG00006	3.9e-07	27.7	177	1	119
NZ_CP030762.1_4551_4871_+	VOG00033	1.4e-16	57.6	106	11	94
NZ_CP030762.1_9755_10075_+	VOG00033	1.4e-16	57.6	106	11	94
NZ_CP030762.1_10148_10480_+	VOG00033	2.9e-08	30.2	110	13	106
NZ_CP030760.1_3702097_3705876_-	VOG00047	1.1e-33	114.0	1259	984	1146
NZ_CP030760.1_3934768_3935823_-	VOG00055	4e-81	271.2	351	1	328
NZ_CP030760.1_3724509_3725552_+	VOG00055	8.4e-63	210.7	347	1	323
NZ_CP030760.1_3941107_3942039_+	VOG00055	3.7e-45	152.4	310	1	299
NZ_CP030761.1_343298_344143_+	VOG00055	4.5e-28	95.9	281	2	168
NZ_CP030761.1_528204_529016_-	VOG00055	1.5e-23	81.0	270	5	166
NZ_CP030760.1_3447709_3448689_-	VOG00055	1.9e-23	80.7	326	12	230
NZ_CP030760.1_3933873_3934766_-	VOG00055	1.7e-21	74.3	297	1	275
NZ_CP030761.1_178260_179246_+	VOG00055	2.7e-20	70.1	328	1	181
NZ_CP030760.1_4746448_4747185_+	VOG00055	3.3e-07	27.1	245	5	118
NZ_CP030760.1_3774363_3775151_+	VOG00055	1.1e-06	25.3	262	10	171
NZ_CP030760.1_4146403_4147269_-	VOG00056	6.2e-51	171.2	288	21	279
NZ_CP030762.1_7611_8477_-	VOG00056	1.6e-50	169.8	288	21	279
NZ_CP030760.1_4330761_4331762_+	VOG00056	2.9e-49	165.6	333	5	315
NZ_CP030761.1_811576_812577_+	VOG00056	2.9e-49	165.6	333	5	315
NZ_CP030762.1_68841_69842_+	VOG00056	2.9e-49	165.6	333	5	315
NZ_CP030761.1_1027243_1028244_-	VOG00056	9.2e-49	164.1	325	2	307
NZ_CP030762.1_55772_56773_-	VOG00056	9.2e-49	164.1	325	2	307
NZ_CP030760.1_3961263_3962504_-	VOG00056	2.4e-37	125.3	413	91	403
NZ_CP030760.1_4328603_4329844_+	VOG00056	2.4e-37	125.3	413	91	403
NZ_CP030761.1_1029161_1030402_-	VOG00056	2.4e-37	125.3	413	91	403
NZ_CP030761.1_809418_810659_+	VOG00056	2.4e-37	125.3	413	91	403
NZ_CP030762.1_36276_37517_+	VOG00056	2.4e-37	125.3	413	91	403
NZ_CP030762.1_57690_58931_-	VOG00056	2.4e-37	125.3	413	91	403
NZ_CP030762.1_66683_67924_+	VOG00056	2.4e-37	125.3	413	91	403
NZ_CP030762.1_61807_62520_-	VOG00056	1.2e-35	120.9	237	22	220
NZ_CP030760.1_4329841_4330764_+	VOG00056	1.8e-28	96.9	307	78	301
NZ_CP030761.1_810656_811579_+	VOG00056	1.8e-28	96.9	307	78	301
NZ_CP030762.1_37514_38437_+	VOG00056	1.8e-28	96.9	307	78	301
NZ_CP030762.1_67921_68844_+	VOG00056	1.8e-28	96.9	307	78	301
NZ_CP030760.1_3960343_3961266_-	VOG00056	2.2e-28	96.7	294	66	288
NZ_CP030761.1_1028241_1029164_-	VOG00056	2.2e-28	96.7	294	66	288
NZ_CP030762.1_56770_57693_-	VOG00056	2.2e-28	96.7	294	66	288
NZ_CP030762.1_239894_241042_+	VOG00056	1.2e-23	81.1	382	129	378
NZ_CP030762.1_62802_63377_-	VOG00056	6.6e-20	68.8	191	9	185
NZ_CP030762.1_70085_70954_-	VOG00056	1.9e-15	52.4	289	91	282
NZ_CP030762.1_63720_64085_-	VOG00056	7.1e-15	52.5	121	44	111
NZ_CP030760.1_3253304_3256057_-	VOG00060	1.2e-11	41.1	917	420	576
NZ_CP030760.1_3384621_3386453_-	VOG00060	5.4e-09	32.3	610	68	191
NZ_CP030760.1_3297000_3300050_+	VOG00075	3.5e-142	472.8	1016	396	1014
NZ_CP030760.1_4796692_4797837_-	VOG00075	8.5e-08	28.5	381	17	198
NZ_CP030760.1_3465204_3465674_-	VOG00082	7.5e-44	147.8	156	22	156
NZ_CP030760.1_4524440_4524955_+	VOG00089	1.9e-16	57.4	171	7	144
NZ_CP030760.1_4503419_4503913_-	VOG00089	7.9e-16	55.5	164	18	161
NZ_CP030760.1_3516936_3517430_-	VOG00089	8.9e-14	49.0	164	46	150
NZ_CP030760.1_3404780_3405223_-	VOG00089	2.8e-13	47.2	147	3	134
NZ_CP030760.1_3261017_3261472_+	VOG00089	4.2e-12	43.5	151	35	144
