locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
QGNH01000522.1_1_1		K17829	COG1064		phrog_2640		KEGG:K17829	190	3.3e-104	340.9	1.3.1.86	ccrA; crotonyl-CoA reductase
QGNH01000522.1_2_1		K17829					KEGG:K17829	80	4.6e-31	99.8	1.3.1.86	ccrA; crotonyl-CoA reductase
QGNH01000522.1_2_2	K00626	K00626	COG0183				COG:COG0183	395	4.7e-146	479.7		PaaJ; Fatty acid biosynthesis
QGNH01000522.1_2_3		K24451	COG0863		phrog_67	VOG00306	KEGG:K24451	487	1.6e-87	286.1		zim; modification methylase
QGNH01000522.1_2_4												Hypothetical
QGNH01000522.1_2_5		K06187	COG0353				COG:COG0353	200	1.3e-101	331.4		RecR; 
QGNH01000522.1_2_6	K02343	K02343	COG2812		phrog_5846	VOG00282	FOAM:K02343	614	7.8e-141	462.4	2.7.7.7	dnaX; DNA polymerase III subunit gamma/tau
QGNH01000522.1_2_7		K11991	COG0590		phrog_174	VOG16034	KEGG:K11991	156	2.3e-70	230.1	3.5.4.33	tadA; tRNA(adenine34) deaminase
QGNH01000522.1_2_8												Hypothetical
QGNH01000522.1_2_9												Hypothetical
QGNH01000522.1_2_10												Hypothetical
QGNH01000522.1_2_11												Hypothetical
QGNH01000522.1_2_12												Hypothetical
QGNH01000522.1_2_13			COG2815				COG:COG2815	267	5.5e-17	53.5		PASTA; 
QGNH01000522.1_2_14												Hypothetical
QGNH01000522.1_2_15												Hypothetical
QGNH01000522.1_2_16						VOG05026	VOG:VOG05026	123	2.2e-08	26.4		REFSEQ holin
QGNH01000522.1_2_17			COG4870		phrog_16701	VOG07541	PHROG:phrog_16701	327	1.4e-28	88.3		peptidase
QGNH01000522.1_2_18												Hypothetical
QGNH01000522.1_2_19												Hypothetical
QGNH01000522.1_2_20					phrog_13480	VOG00997	VOG:VOG00997	279	7.6e-26	82.3		sp|I6XEI5|LYS25_MYCTU Putative peptidoglycan hydrolase Rv2525c
QGNH01000522.1_2_21												Hypothetical
QGNH01000522.1_2_22												Hypothetical
QGNH01000522.1_2_23												Hypothetical
QGNH01000522.1_2_24												Hypothetical
QGNH01000522.1_2_25												Hypothetical
QGNH01000522.1_2_26												Hypothetical
QGNH01000522.1_2_27												Hypothetical
QGNH01000522.1_2_28												Hypothetical
QGNH01000522.1_2_29												Hypothetical
QGNH01000522.1_2_30												Hypothetical
QGNH01000522.1_2_31												Hypothetical
QGNH01000522.1_2_32												Hypothetical
QGNH01000522.1_2_33												Hypothetical
QGNH01000522.1_2_34												Hypothetical
QGNH01000522.1_2_35						VOG04042	VOG:VOG04042	136	2.4e-09	29.6		REFSEQ head protein
QGNH01000522.1_2_36												Hypothetical
QGNH01000522.1_2_37												Hypothetical
QGNH01000522.1_2_38												Hypothetical
QGNH01000522.1_2_39		K18960			phrog_2633, phrog_5351, phrog_5351, phrog_5351	VOG00650, VOG09267, VOG09267	PHROG:phrog_2633	279	5.1e-27	85.8		endonuclease VII
QGNH01000522.1_2_40					phrog_5		PHROG:phrog_5	150	3.8e-09	28.7		tail completion or Neck1 protein
QGNH01000522.1_2_41												Hypothetical
QGNH01000522.1_2_42					phrog_290	VOG00339	PHROG:phrog_290	324	9.7e-18	56.2		minor tail protein
QGNH01000522.1_2_43												Hypothetical
QGNH01000522.1_2_44												Hypothetical
QGNH01000522.1_2_45												Hypothetical
QGNH01000522.1_2_46			COG4653		phrog_10	VOG00134	VOG:VOG00134	443	1.8e-43	141.1		sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17
QGNH01000522.1_2_47		K06904	COG3740		phrog_80	VOG02183	COG:COG3740	367	2.9e-29	94.4		; 
QGNH01000522.1_2_48			COG4695		phrog_12	VOG00344	COG:COG4695	455	2e-63	206.4		BeeE; 
QGNH01000522.1_2_49												Hypothetical
QGNH01000522.1_2_50												Hypothetical
QGNH01000522.1_2_51			COG4626		phrog_9	VOG07294	COG:COG4626	535	1.2e-167	550.7		YmfN; 
QGNH01000522.1_2_52			COG3747		phrog_83	VOG00738	COG:COG3747	169	9.9e-54	174.7		; 
QGNH01000522.1_2_53												Hypothetical
QGNH01000522.1_2_54		K07454	COG3440		phrog_589	VOG00669	PHROG:phrog_589	117	1.5e-13	42.8		HNH endonuclease
QGNH01000522.1_2_55			COG3311		phrog_66	VOG00006	VOG:VOG00006	144	1.2e-11	37.0		sp|O22001|VXIS_BPMD2 Excisionase
QGNH01000522.1_2_56												Hypothetical
QGNH01000522.1_2_57					phrog_93	VOG00231	PHROG:phrog_93	249	5.9e-17	53.3		endonuclease
QGNH01000522.1_2_58		K02314	COG0305		phrog_19	VOG34510	COG:COG0305	501	5.3e-41	128.9		DnaB; 
QGNH01000522.1_2_59												Hypothetical
QGNH01000522.1_2_60												Hypothetical
QGNH01000522.1_2_61												Hypothetical
QGNH01000522.1_2_62												Hypothetical
QGNH01000522.1_2_63		K21687			phrog_29757	VOG20707	KEGG:K21687	151	2.2e-17	55.7		rpfA; resuscitation-promoting factor RpfA
QGNH01000522.1_2_64												Hypothetical
QGNH01000522.1_2_65												Hypothetical
QGNH01000522.1_2_66												Hypothetical
QGNH01000522.1_2_67												Hypothetical
QGNH01000522.1_2_68		K21014	COG4424				KEGG:K21014	231	7.3e-50	162.0	2.8.2.37	stf0; trehalose 2-sulfotransferase
QGNH01000522.1_2_69		K03497	COG1475		phrog_6218	VOG02385	PHROG:phrog_6218	673	7.7e-58	182.9		ParB-like partition protein
QGNH01000522.1_2_70												Hypothetical
