	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000659.1_1	QGNH01000659.1	QGNH01000659.1	1	44	286	1	E													0	False	F
QGNH01000659.1_2	QGNH01000659.1	QGNH01000659.1	2	283	513	1	E													0	False	F
QGNH01000659.1_3	QGNH01000659.1	QGNH01000659.1	3	514	1266	1	E													0	False	F
QGNH01000659.1_4	QGNH01000659.1	QGNH01000659.1	4	1294	1590	1	E													0	False	F
QGNH01000659.1_5	QGNH01000659.1	QGNH01000659.1	5	1584	1889	1	E													0	False	F
QGNH01000659.1_6	QGNH01000659.1	QGNH01000659.1	6	2364	2627	1	E													0	False	F
QGNH01000659.1_7	QGNH01000659.1	QGNH01000659.1	7	2742	3371	-1	E													0	False	F
QGNH01000659.1_8	QGNH01000659.1	QGNH01000659.1	8	3371	3757	-1	E													0	False	F
QGNH01000659.1_9	QGNH01000659.1	QGNH01000659.1	9	3757	4254	-1	E													0	False	F
QGNH01000659.1_10	QGNH01000659.1	QGNH01000659.1	10	4258	4518	-1	E													0	False	F
QGNH01000659.1_11	QGNH01000659.1	QGNH01000659.1	11	4515	4865	-1	E													0	False	F
QGNH01000659.1_12	QGNH01000659.1	QGNH01000659.1	12	4871	5326	-1	D			YP_007877532.1	YP_007877532.1 DUF5675 family protein [Vibrio phage martha 12B12]	False	0.325	61.0	5.748e-10	Family of unknown function (DUF5675) [PF18925.3]	VOG03732	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000659.1_13	QGNH01000659.1	QGNH01000659.1	13	5323	5553	-1	E													0	False	
QGNH01000659.1_14	QGNH01000659.1	QGNH01000659.1	14	5563	5922	-1	E													0	False	
QGNH01000659.1_15	QGNH01000659.1	QGNH01000659.1	15	5925	6980	-1	E			YP_010052677.1	YP_010052677.1 tail fiber protein [Xanthomonas virus phiXaf18]	False	0.342	128.0	2.361e-30					0	False	
QGNH01000659.1_16	QGNH01000659.1	QGNH01000659.1	16	6987	7730	-1	D			YP_007007769.1	YP_007007769.1 structural protein [Aeromonas phage vB_AsaM-56]	False	0.427	156.0	2.452e-41	Protein of unknown function (DUF2612) [PF11041.11]				0	False	
QGNH01000659.1_17	QGNH01000659.1	QGNH01000659.1	17	7736	8266	-1	E													0	False	
QGNH01000659.1_18	QGNH01000659.1	QGNH01000659.1	18	8288	8755	-1	E													0	False	
QGNH01000659.1_19	QGNH01000659.1	QGNH01000659.1	19	8764	9534	-1	E													0	False	
QGNH01000659.1_20	QGNH01000659.1	QGNH01000659.1	20	9534	10238	-1	E													0	False	
QGNH01000659.1_21	QGNH01000659.1	QGNH01000659.1	21	10238	13708	-1	E													0	False	
QGNH01000659.1_22	QGNH01000659.1	QGNH01000659.1	22	13705	14922	-1	D			YP_007007768.1	YP_007007768.1 baseplate wedge subunit [Aeromonas phage vB_AsaM-56]	False	0.413	291.0	2.304e-85	Baseplate J-like protein [PF04865.17]	VOG00521	sp|P51767|BPJ_BPP2 Baseplate protein J; XhXs	Xh;Xs	0	False	V
QGNH01000659.1_23	QGNH01000659.1	QGNH01000659.1	23	14922	15380	-1	E			YP_009126631.1	YP_009126631.1 baseplate wedge subunit [Edwardsiella phage GF-2]	False	0.438	85.0	2.304e-18					0	False	
QGNH01000659.1_24	QGNH01000659.1	QGNH01000659.1	24	15377	16021	-1	D			YP_010052734.1	YP_010052734.1 hypothetical protein KE332_gp43 [Ralstonia phage Adzire]	False	0.331	123.0	1.885e-30	Phage protein Gp138 N-terminal domain [PF18352.4]	VOG00324	sp|P31340|SPIKE_BPP2 Spike protein; XhXpXs	Xh;Xp;Xs	0	False	V
QGNH01000659.1_25	QGNH01000659.1	QGNH01000659.1	25	16018	16905	-1	E			YP_007007764.1	YP_007007764.1 baseplate hub [Aeromonas phage vB_AsaM-56]	False	0.348	136.0	8.905e-34		VOG01442	REFSEQ baseplate hub; Xu	Xu	0	False	
QGNH01000659.1_26	QGNH01000659.1	QGNH01000659.1	26	16902	17201	-1	E			YP_010052836.1	YP_010052836.1 virion structural protein [Edwardsiella phage Edno5]	False	0.419	76.0	3.985e-16		VOG00258	REFSEQ virion structural protein; Xu	Xu	0	False	
QGNH01000659.1_27	QGNH01000659.1	QGNH01000659.1	27	17201	17944	-1	E			YP_009216828.1	YP_009216828.1 hypothetical protein AVV48_gp60 [Acinetobacter phage phiAC-1]	False	0.302	79.0	3.622e-15		VOG01485	REFSEQ tail fiber protein; Xu	Xu	0	False	
QGNH01000659.1_28	QGNH01000659.1	QGNH01000659.1	28	17944	19620	-1	E			YP_010053034.1	YP_010053034.1 tail length tape measure protein [Aeromonas phage 4_D05]	False	0.246	177.0	9.566e-45		VOG00434	REFSEQ lytic tail protein; Xu	Xu	0	False	
QGNH01000659.1_29	QGNH01000659.1	QGNH01000659.1	29	19745	20248	-1	E			YP_007007756.1	YP_007007756.1 tail assembly chaperone [Aeromonas phage vB_AsaM-56]	False	0.304	65.0	3.035e-11					0	False	
QGNH01000659.1_30	QGNH01000659.1	QGNH01000659.1	30	20255	20701	-1	E			YP_010052955.1	YP_010052955.1 virion structural protein [Aeromonas phage 2_D05]	False	0.405	104.0	5.568e-25		VOG02012	REFSEQ tail fiber protein; Xu	Xu	0	False	
QGNH01000659.1_31	QGNH01000659.1	QGNH01000659.1	31	20767	22482	-1	D			YP_010053030.1	YP_010053030.1 tail sheath [Aeromonas phage 4_D05]	False	0.307	264.0	8.721e-74	Protein of unknown function (DUF3383) [PF11863.11]	VOG03778	REFSEQ tail sheath; Xu	Xu	0	False	
