	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001768.1_1	QGNH01001768.1	QGNH01001768.1	1	8	2176	1	E											0	False	F
QGNH01001768.1_2	QGNH01001768.1	QGNH01001768.1	2	2200	2679	1	E											0	False	F
QGNH01001768.1_3	QGNH01001768.1	QGNH01001768.1	3	2758	3522	1	E	YP_009613612.1	YP_009613612.1 hypothetical protein FDI52_gp83 [Salmonella phage SE1 (in:Nonagvirus)]	False	0.623	83.0	1.506e-16		VOG00011	sp|P03795|Y28_BPT7 Protein 2.8; Xu	Xu	0	False	F
QGNH01001768.1_4	QGNH01001768.1	QGNH01001768.1	4	3461	3976	1	E											0	False	F
QGNH01001768.1_5	QGNH01001768.1	QGNH01001768.1	5	4009	4236	1	E											0	False	F
QGNH01001768.1_6	QGNH01001768.1	QGNH01001768.1	6	4236	4556	1	E											0	False	F
QGNH01001768.1_7	QGNH01001768.1	QGNH01001768.1	7	4564	8094	1	D	YP_009903868.1	YP_009903868.1 hypothetical protein H1O15_gp119 [Achromobacter phage Motura]	False	0.176	60.0	1.565e-07	Pectinesterase [PF01095.22]				0	False	F
QGNH01001768.1_8	QGNH01001768.1	QGNH01001768.1	8	8098	8370	1	E											0	False	F
QGNH01001768.1_9	QGNH01001768.1	QGNH01001768.1	9	8315	8548	1	E											0	False	F
QGNH01001768.1_10	QGNH01001768.1	QGNH01001768.1	10	8552	10855	1	E											0	False	F
QGNH01001768.1_11	QGNH01001768.1	QGNH01001768.1	11	10857	11645	1	E											0	False	F
