	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
MZ334507.1_1	MZ334507	MZ334507.1	1	322	792	-1	D			YP_008058449.1	YP_008058449.1 hypothetical protein M194_gp001 [Halorubrum tailed phage 5]	False	0.976	323.0	7.13e-101								Halobacterial output domain 1 [PF18545.4]	VOG23910	REFSEQ HalOD1 domain-containing protein; Xu	Xu	0	False	F
MZ334507.1_2	MZ334507	MZ334507.1	2	1199	1975	1	E			YP_008058450.1	YP_008058450.1 terminase small subunit [Halorubrum tailed phage 5]	True	0.955	520.0	3.98e-167									VOG05559	REFSEQ terminase small subunit; Xu	Xu	0	False	F
MZ334507.1_3	MZ334507	MZ334507.1	3	1968	2231	1	E			YP_008058451.1	YP_008058451.1 hypothetical protein M194_gp003 [Halorubrum tailed phage 5]	False	0.965	179.0	2.974e-52									VOG04981	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334507.1_4	MZ334507	MZ334507.1	4	2342	2449	1	E			YP_010358448.1	YP_010358448.1 hypothetical protein M1M41_gp003 [Halorubrum sodomense tailed virus 4]	False	0.898	68.0	1.013e-14									VOG23911	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334507.1_5	MZ334507	MZ334507.1	5	2452	2646	1	E			YP_010358449.1	YP_010358449.1 hypothetical protein M1M41_gp004 [Halorubrum sodomense tailed virus 4]	False	0.994	137.0	4.797e-38									VOG23913	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334507.1_6	MZ334507	MZ334507.1	6	2982	4673	1	E			YP_010357959.1	YP_010357959.1 terminase large subunit [Halorubrum tailed virus 10]	True	0.946	1119.0	0.0									VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
MZ334507.1_7	MZ334507	MZ334507.1	7	4688	6127	1	E			YP_008058456.1	YP_008058456.1 portal protein [Halorubrum tailed phage 5]	True	0.955	963.0	2.549e-316									VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	F
MZ334507.1_8	MZ334507	MZ334507.1	8	6127	6417	1	E			YP_010358453.1	YP_010358453.1 hypothetical protein M1M41_gp116 [Halorubrum sodomense tailed virus 4]	False	0.877	177.0	1.641e-51									VOG23915	REFSEQ hypothetical protein; Xu	Xu	0	False	
MZ334507.1_9	MZ334507	MZ334507.1	9	6414	7178	1	E			YP_010358454.1	YP_010358454.1 head maturation protease [Halorubrum sodomense tailed virus 4]	True	0.965	518.0	1.5940000000000002e-166									VOG14382	REFSEQ head maturation protease; Xu	Xu	0	False	
MZ334507.1_10	MZ334507	MZ334507.1	10	7185	7613	1	E			YP_008058459.1	YP_008058459.1 hypothetical protein M194_gp114 [Halorubrum tailed phage 5]	False	0.878	261.0	8.904999999999999e-80												0	False	
MZ334507.1_11	MZ334507	MZ334507.1	11	7636	8151	1	E			YP_008058460.1	YP_008058460.1 hypothetical protein M194_gp113 [Halorubrum tailed phage 5]	False	0.952	344.0	5.802e-108									VOG14381	REFSEQ hypothetical protein; Xu	Xu	0	False	
MZ334507.1_12	MZ334507	MZ334507.1	12	8193	9149	1	E			YP_008058461.1	YP_008058461.1 major head protein [Halorubrum tailed phage 5]	True	0.969	651.0	3.255e-211									VOG01973	REFSEQ major head protein; Xu	Xu	0	False	
MZ334507.1_13	MZ334507	MZ334507.1	13	9195	9638	1	E			YP_008058462.1	YP_008058462.1 hypothetical protein M194_gp111 [Halorubrum tailed phage 5]	False	0.94	292.0	2.284e-90									VOG14383	REFSEQ hypothetical protein; Xu	Xu	0	False	
MZ334507.1_14	MZ334507	MZ334507.1	14	9638	9976	1	E			YP_008058463.1	YP_008058463.1 hypothetical protein M194_gp110 [Halorubrum tailed phage 5]	False	0.998	239.0	1.8910000000000002e-72									VOG00125	REFSEQ head closure Hc1; Xu	Xu	0	False	
MZ334507.1_15	MZ334507	MZ334507.1	15	9979	13095	1	E			YP_008058464.1	YP_008058464.1 hypothetical protein M194_gp109 [Halorubrum tailed phage 5]	True	0.957	2089.0	0.0									VOG23916	REFSEQ hypothetical protein; Xu	Xu	0	False	
MZ334507.1_16	MZ334507	MZ334507.1	16	13097	13318	1	E			YP_008058465.1	YP_008058465.1 hypothetical protein M194_gp108 [Halorubrum tailed phage 5]	False	1.0	160.0	4.248e-46									VOG05018	REFSEQ hypothetical protein; Xu	Xu	0	False	
MZ334507.1_17	MZ334507	MZ334507.1	17	13355	13864	1	E			YP_008058466.1	YP_008058466.1 tail tube protein [Halorubrum tailed phage 5]	False	0.942	336.0	3.982e-105									VOG04913	REFSEQ tail tube protein; Xu	Xu	0	False	
MZ334507.1_18	MZ334507	MZ334507.1	18	13873	15165	1	E			NP_542589.1	NP_542589.1 tail sheath [Halorubrum phage HF2]	True	0.857	765.0	1.6879999999999999e-248									VOG01001	sp|P85225|VPN1_BPPHE Putative tail sheath protein; Xs	Xs	0	False	V
MZ334507.1_19	MZ334507	MZ334507.1	19	15194	15736	1	E			YP_010355971.1	YP_010355971.1 tail tube protein [Halorubrum virus Serpecor1]	False	0.893	337.0	3.572e-105									VOG14384	REFSEQ tail tube protein; Xu	Xu	0	False	
MZ334507.1_20	MZ334507	MZ334507.1	20	15793	16263	1	E			YP_008058469.1	YP_008058469.1 tail assembly chaperone [Halorubrum tailed phage 5]	False	0.907	298.0	4.229e-92									VOG04953	REFSEQ tail assembly chaperone; Xu	Xu	0	False	
MZ334507.1_21	MZ334507	MZ334507.1	21	16211	16573	1	E			YP_008058470.1	YP_008058470.1 tail assembly chaperone [Halorubrum tailed phage 5]	False	0.886	224.0	4.566e-67									VOG04953	REFSEQ tail assembly chaperone; Xu	Xu	0	False	
MZ334507.1_22	MZ334507	MZ334507.1	22	16576	18393	1	E			YP_008058471.1	YP_008058471.1 tail length tape measure protein [Halorubrum tailed phage 5]	True	0.885	1115.0	0.0									VOG14385	REFSEQ tail length tape measure protein; Xu	Xu	0	False	
MZ334507.1_23	MZ334507	MZ334507.1	23	18394	18924	1	E			YP_008058472.1	YP_008058472.1 hypothetical protein M194_gp101 [Halorubrum tailed phage 5]	True	0.977	364.0	7.555e-115									VOG14386	REFSEQ hypothetical protein; Xu	Xu	0	False	
MZ334507.1_24	MZ334507	MZ334507.1	24	18921	20363	1	E			YP_008058473.1	YP_008058473.1 hypothetical protein M194_gp100 [Halorubrum tailed phage 5]	True	0.984	998.0	0.0									VOG14388	REFSEQ hypothetical protein; Xu	Xu	0	False	
