	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000196.1_1	QGNH01000196.1	QGNH01000196.1	1	3	2636	-1	E											0	False	F
QGNH01000196.1_2	QGNH01000196.1	QGNH01000196.1	2	2637	4550	-1	E											0	False	F
QGNH01000196.1_3	QGNH01000196.1	QGNH01000196.1	3	4550	5224	-1	E											0	False	F
QGNH01000196.1_4	QGNH01000196.1	QGNH01000196.1	4	5228	5707	-1	E											0	False	
QGNH01000196.1_5	QGNH01000196.1	QGNH01000196.1	5	5717	7342	-1	E											0	False	
QGNH01000196.1_6	QGNH01000196.1	QGNH01000196.1	6	7364	7774	-1	D							Bacteriophage holin of superfamily 6 (Holin_LLH) [PF09682.13]				0	False	
QGNH01000196.1_7	QGNH01000196.1	QGNH01000196.1	7	7784	9145	-1	E											0	False	
QGNH01000196.1_8	QGNH01000196.1	QGNH01000196.1	8	9142	9558	-1	E											0	False	
QGNH01000196.1_9	QGNH01000196.1	QGNH01000196.1	9	9567	10139	-1	E											0	False	
QGNH01000196.1_10	QGNH01000196.1	QGNH01000196.1	10	10140	11525	-1	E	YP_010058205.1	YP_010058205.1 hypothetical protein KHO63_gp197 [Mycobacterium phage QBert]	False	82.0	4.56e-15	0.366					0	False	
QGNH01000196.1_11	QGNH01000196.1	QGNH01000196.1	11	11535	11714	-1	E											0	False	
QGNH01000196.1_12	QGNH01000196.1	QGNH01000196.1	12	11766	12167	-1	E											0	False	
QGNH01000196.1_13	QGNH01000196.1	QGNH01000196.1	13	12179	12610	-1	E											0	False	
QGNH01000196.1_14	QGNH01000196.1	QGNH01000196.1	14	12757	12918	1	E											0	False	
QGNH01000196.1_15	QGNH01000196.1	QGNH01000196.1	15	12841	13773	-1	E											0	False	
QGNH01000196.1_16	QGNH01000196.1	QGNH01000196.1	16	13792	14649	-1	E											0	False	
QGNH01000196.1_17	QGNH01000196.1	QGNH01000196.1	17	14669	15235	-1	E											0	False	
QGNH01000196.1_18	QGNH01000196.1	QGNH01000196.1	18	15245	15529	-1	E											0	False	
QGNH01000196.1_19	QGNH01000196.1	QGNH01000196.1	19	15731	17086	-1	E											0	False	
QGNH01000196.1_20	QGNH01000196.1	QGNH01000196.1	20	17083	17274	-1	D							Anaerobic ribonucleoside-triphosphate reductase [PF13597.9]				0	False	
QGNH01000196.1_21	QGNH01000196.1	QGNH01000196.1	21	17271	17402	-1	E											0	False	
QGNH01000196.1_22	QGNH01000196.1	QGNH01000196.1	22	17404	18693	-1	D							Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase RNAseH like domain [PF17288.5]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01000196.1_23	QGNH01000196.1	QGNH01000196.1	23	18683	19201	-1	E											0	False	
QGNH01000196.1_24	QGNH01000196.1	QGNH01000196.1	24	19194	19733	-1	E											0	False	
QGNH01000196.1_25	QGNH01000196.1	QGNH01000196.1	25	19872	20294	-1	E											0	False	F
QGNH01000196.1_26	QGNH01000196.1	QGNH01000196.1	26	20666	20932	1	E											0	False	F
QGNH01000196.1_27	QGNH01000196.1	QGNH01000196.1	27	21059	21496	1	E											0	False	F
QGNH01000196.1_28	QGNH01000196.1	QGNH01000196.1	28	21609	21797	1	E											0	False	F
QGNH01000196.1_29	QGNH01000196.1	QGNH01000196.1	29	21794	21913	1	E											0	False	F
QGNH01000196.1_30	QGNH01000196.1	QGNH01000196.1	30	21953	22180	-1	E											0	False	F
QGNH01000196.1_31	QGNH01000196.1	QGNH01000196.1	31	22207	22335	1	E											0	False	F
QGNH01000196.1_32	QGNH01000196.1	QGNH01000196.1	32	22426	22557	1	E											0	False	F
QGNH01000196.1_33	QGNH01000196.1	QGNH01000196.1	33	22554	22739	1	E											0	False	F
QGNH01000196.1_34	QGNH01000196.1	QGNH01000196.1	34	22739	23056	1	E											0	False	F
QGNH01000196.1_35	QGNH01000196.1	QGNH01000196.1	35	23686	23853	1	E											0	False	F
QGNH01000196.1_36	QGNH01000196.1	QGNH01000196.1	36	23952	24119	1	E											0	False	F
QGNH01000196.1_37	QGNH01000196.1	QGNH01000196.1	37	24116	24361	1	E											0	False	F
QGNH01000196.1_38	QGNH01000196.1	QGNH01000196.1	38	24348	24530	1	E											0	False	F
QGNH01000196.1_39	QGNH01000196.1	QGNH01000196.1	39	24532	24738	1	E											0	False	F
