	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
MZ334500_MZ334500.1_1	MZ334500	MZ334500.1	1	3	293	1	E											0
MZ334500_MZ334500.1_2	MZ334500	MZ334500.1	2	367	918	-1	D										Halobacterial output domain 1 [PF18545.4]	0
MZ334500_MZ334500.1_3	MZ334500	MZ334500.1	3	1327	2103	1	E											0
MZ334500_MZ334500.1_4	MZ334500	MZ334500.1	4	2096	2359	1	E											0
MZ334500_MZ334500.1_5	MZ334500	MZ334500.1	5	2470	2577	1	E											0
MZ334500_MZ334500.1_6	MZ334500	MZ334500.1	6	2580	2774	1	E											0
MZ334500_MZ334500.1_7	MZ334500	MZ334500.1	7	3110	4801	1	E											0
MZ334500_MZ334500.1_8	MZ334500	MZ334500.1	8	4816	6255	1	E											0
MZ334500_MZ334500.1_9	MZ334500	MZ334500.1	9	6255	6545	1	E											0
MZ334500_MZ334500.1_10	MZ334500	MZ334500.1	10	6542	7306	1	E											0
MZ334500_MZ334500.1_11	MZ334500	MZ334500.1	11	7313	7738	1	E											0
MZ334500_MZ334500.1_12	MZ334500	MZ334500.1	12	7761	8276	1	E											0
MZ334500_MZ334500.1_13	MZ334500	MZ334500.1	13	8317	9273	1	E											0
MZ334500_MZ334500.1_14	MZ334500	MZ334500.1	14	9319	9762	1	E											0
MZ334500_MZ334500.1_15	MZ334500	MZ334500.1	15	9762	10100	1	E											0
MZ334500_MZ334500.1_16	MZ334500	MZ334500.1	16	10103	13219	1	E											0
MZ334500_MZ334500.1_17	MZ334500	MZ334500.1	17	13221	13442	1	E											0
MZ334500_MZ334500.1_18	MZ334500	MZ334500.1	18	13479	13988	1	E											0
MZ334500_MZ334500.1_19	MZ334500	MZ334500.1	19	13997	15289	1	E											0
MZ334500_MZ334500.1_20	MZ334500	MZ334500.1	20	15318	15863	1	E											0
MZ334500_MZ334500.1_21	MZ334500	MZ334500.1	21	15917	16387	1	E											0
MZ334500_MZ334500.1_22	MZ334500	MZ334500.1	22	16335	16697	1	E											0
MZ334500_MZ334500.1_23	MZ334500	MZ334500.1	23	16700	18517	1	E											0
MZ334500_MZ334500.1_24	MZ334500	MZ334500.1	24	18518	19081	1	E											0
MZ334500_MZ334500.1_25	MZ334500	MZ334500.1	25	19078	20511	1	E											0
MZ334500_MZ334500.1_26	MZ334500	MZ334500.1	26	20514	20951	1	E											0
MZ334500_MZ334500.1_27	MZ334500	MZ334500.1	27	20948	21313	1	E											0
MZ334500_MZ334500.1_28	MZ334500	MZ334500.1	28	21377	21703	1	E											0
MZ334500_MZ334500.1_29	MZ334500	MZ334500.1	29	21700	22935	1	D										Baseplate J-like protein [PF04865.17]	0
MZ334500_MZ334500.1_30	MZ334500	MZ334500.1	30	22940	23593	1	E											0
MZ334500_MZ334500.1_31	MZ334500	MZ334500.1	31	23594	24985	1	E											0
MZ334500_MZ334500.1_32	MZ334500	MZ334500.1	32	24992	26053	1	E											0
MZ334500_MZ334500.1_33	MZ334500	MZ334500.1	33	26056	26430	1	E											0
MZ334500_MZ334500.1_34	MZ334500	MZ334500.1	34	26452	26943	1	E											0
MZ334500_MZ334500.1_35	MZ334500	MZ334500.1	35	26951	27829	-1	D										Family of unknown function (DUF6065) [PF19541.2]	0
MZ334500_MZ334500.1_36	MZ334500	MZ334500.1	36	27896	28021	1	E											0
MZ334500_MZ334500.1_37	MZ334500	MZ334500.1	37	28263	30683	1	C	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]								Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase, all-alpha domain [PF00317.24]	0
