	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
NC_028665_NC_028665_1	NC_028665	NC_028665	1	65	625	1	E											0
NC_028665_NC_028665_2	NC_028665	NC_028665	2	622	2220	1	D										Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase RNaseH-like domain [PF17289.5]	0
NC_028665_NC_028665_3	NC_028665	NC_028665	3	2277	2726	1	E											0
NC_028665_NC_028665_4	NC_028665	NC_028665	4	2726	2923	1	E											0
NC_028665_NC_028665_5	NC_028665	NC_028665	5	2923	3546	1	E											0
NC_028665_NC_028665_6	NC_028665	NC_028665	6	3543	3758	1	E											0
NC_028665_NC_028665_7	NC_028665	NC_028665	7	3774	3965	1	E											0
NC_028665_NC_028665_8	NC_028665	NC_028665	8	3969	4424	1	E											0
NC_028665_NC_028665_9	NC_028665	NC_028665	9	4474	4629	1	E											0
NC_028665_NC_028665_10	NC_028665	NC_028665	10	4626	4880	1	E											0
NC_028665_NC_028665_11	NC_028665	NC_028665	11	4914	5237	1	E											0
NC_028665_NC_028665_12	NC_028665	NC_028665	12	5362	5802	1	D										Host cell surface-exposed lipoprotein [PF07553.14]	0
NC_028665_NC_028665_13	NC_028665	NC_028665	13	5949	6287	1	D										Protein of unknown function (DUF1360) [PF07098.14]	0
NC_028665_NC_028665_14	NC_028665	NC_028665	14	6302	7978	1	E											0
NC_028665_NC_028665_15	NC_028665	NC_028665	15	7975	8361	1	E											0
NC_028665_NC_028665_16	NC_028665	NC_028665	16	8361	10763	1	D										Phage Mu protein F like protein [PF04233.17]	0
NC_028665_NC_028665_17	NC_028665	NC_028665	17	10760	10981	1	E											0
NC_028665_NC_028665_18	NC_028665	NC_028665	18	11027	13879	1	D										2'-5' RNA ligase superfamily [PF13563.9]	0
NC_028665_NC_028665_19	NC_028665	NC_028665	19	14009	14155	1	E											0
NC_028665_NC_028665_20	NC_028665	NC_028665	20	14261	16150	1	E											0
NC_028665_NC_028665_21	NC_028665	NC_028665	21	16242	17072	1	E											0
NC_028665_NC_028665_22	NC_028665	NC_028665	22	17086	17577	1	E											0
NC_028665_NC_028665_23	NC_028665	NC_028665	23	17681	18376	1	E											0
NC_028665_NC_028665_24	NC_028665	NC_028665	24	18480	19277	1	E											0
NC_028665_NC_028665_25	NC_028665	NC_028665	25	19274	19837	1	E											0
NC_028665_NC_028665_26	NC_028665	NC_028665	26	19842	20135	1	E											0
NC_028665_NC_028665_27	NC_028665	NC_028665	27	20119	20550	1	D										Bacteriophage HK97-gp10, putative tail-component [PF04883.15]	0
NC_028665_NC_028665_28	NC_028665	NC_028665	28	20594	21208	1	E											0
NC_028665_NC_028665_29	NC_028665	NC_028665	29	21222	21899	1	E											0
NC_028665_NC_028665_30	NC_028665	NC_028665	30	21946	27066	1	D			MER0092407	C40	MER0092407 - family C40 non-peptidase homologues (Mycobacterium gilvum) [C40.UNW]#C40#{peptidase unit: 16-118}~source ABP45749~	False	66.0	5.512e-09	0.355	Transglycosylase-like domain [PF06737.17]	0
NC_028665_NC_028665_31	NC_028665	NC_028665	31	27069	28046	1	E											0
NC_028665_NC_028665_32	NC_028665	NC_028665	32	28048	29667	1	E											0
NC_028665_NC_028665_33	NC_028665	NC_028665	33	29712	30401	1	E											0
NC_028665_NC_028665_34	NC_028665	NC_028665	34	30398	31678	1	E											0
NC_028665_NC_028665_35	NC_028665	NC_028665	35	31697	32035	1	E											0
NC_028665_NC_028665_36	NC_028665	NC_028665	36	32032	33609	1	D										Repeat of unknown function (DUF5907) [PF19264.2]	0
NC_028665_NC_028665_37	NC_028665	NC_028665	37	33622	34326	1	E											0
NC_028665_NC_028665_38	NC_028665	NC_028665	38	34411	36045	1	E											0
NC_028665_NC_028665_39	NC_028665	NC_028665	39	36058	36567	1	D										Putative lactococcus lactis phage r1t holin [PF16945.8]	0
NC_028665_NC_028665_40	NC_028665	NC_028665	40	36569	37060	1	E											0
NC_028665_NC_028665_41	NC_028665	NC_028665	41	37057	37491	1	E											0
NC_028665_NC_028665_42	NC_028665	NC_028665	42	37596	38033	1	E											0
NC_028665_NC_028665_43	NC_028665	NC_028665	43	38035	38283	1	E											0
