target	query	e-value	score	length	start	end
CP001157.1_3918092_3918937_-	CE1	2.1e-52	176.1	281	23	277
CP001157.1_3424243_3425532_-	CE1	3.4e-32	109.8	429	144	324
CP001157.1_3551333_3553015_+	CE1	1.1e-24	85.1	560	100	254
CP001157.1_2110200_2111408_-	CE1	3.2e-15	54.2	365	96	309
CP001157.1_3752240_3753196_-	CE1	4.8e-13	47.2	316	56	245
CP001157.1_1878104_1879123_-	CE1	1.1e-09	35.1	339	70	180
CP001157.1_1077823_1078482_-	CE1	1.7e-09	35.6	219	16	200
CP001157.1_3325503_3326513_-	CE1	3e-09	34.0	336	47	318
CP001157.1_1485319_1486185_+	CE1	3.4e-09	34.0	288	36	211
CP001157.1_4196391_4198346_-	CE1	4.5e-08	30.0	646	422	634
CP001157.1_284099_285190_-	CE1	1.4e-06	26.0	363	76	211
CP001157.1_2304029_2304790_+	CE3	9.9e-14	46.9	253	76	240
CP001157.1_511650_512705_-	CE4	1.6e-28	97.0	351	86	289
CP001157.1_2107343_2108272_-	CE4	6.2e-16	56.2	309	81	180
CP001157.1_1433599_1434597_+	GH3	4.1e-53	175.3	332	54	273
CP001157.1_1288958_1290028_+	GT1	7.3e-09	31.1	356	137	353
CP001157.1_3105969_3107258_+	GT4	4.6e-42	141.0	429	244	395
CP001157.1_3105092_3106159_+	GT4	9.9e-39	129.0	355	163	310
CP001157.1_516229_517341_-	GT4	1.9e-33	110.3	336	157	301
CP001157.1_4533828_4535024_-	GT4	6.4e-31	104.3	398	217	356
CP001157.1_1712520_1713602_-	GT4	6.3e-29	97.4	360	172	317
CP001157.1_3110818_3111942_+	GT4	1.8e-28	96.8	374	197	348
CP001157.1_3035801_3037156_-	GT4	3e-28	95.5	451	252	409
CP001157.1_1780594_1782015_+	GT4	4.9e-23	77.3	473	296	429
CP001157.1_4539990_4541114_-	GT4	5.2e-21	72.4	374	198	341
CP001157.1_3355591_3356652_-	GT4	1.2e-19	66.8	343	166	279
CP001157.1_2492263_2493813_-	GT4	4.9e-15	52.9	516	334	471
CP001157.1_3108502_3109587_+	GT4	1.7e-10	37.5	361	179	324
CP001157.1_1600320_1601426_+	GT4	1.1e-06	25.9	368	196	337
CP001157.1_4530615_4531595_-	GT8	7.2e-53	177.8	326	6	259
CP001157.1_4492953_4495292_-	GT8	9.2e-07	25.0	779	106	236
CP001157.1_4542250_4543299_-	GT9	3e-60	201.7	349	70	319
CP001157.1_4541185_4542249_-	GT9	2.4e-47	159.4	354	76	311
CP001157.1_4722438_4724666_+	PL17	4.5e-50	166.4	742	382	517
CP001157.1_4722438_4724666_+	PL39	1.1e-14	28.0	742	79	265
CP001157.1_3724943_3726235_-	PL22	4.2e-23	29.3	419	278	384
CP001157.1_3724943_3726235_-	PL22	4.2e-23	25.1	419	236	274
CP001157.1_1039431_1040555_-	PL5	5.6e-134	444.1	374	25	343
CP001157.1_1341674_1343080_+	PL7	2.1e-62	208.4	468	8	235
CP001157.1_2395224_2395946_+	PL7	7.6e-56	187.4	240	2	223
CP001157.1_3289398_3290111_-	PL7	1.5e-46	157.1	222	3	201
CP001157.1_5194329_5198540_-	PL9	9e-21	30.3	1403	991	1065
CP001157.1_5194329_5198540_-	PL9	9e-21	32.2	1403	147	221
CP001157.1_5194329_5198540_-	PL29	9.4e-16	25.8	1403	3	78
CP001157.1_5185271_5190790_-	PL29	2.9e-16	29.1	1839	3	79
CP001157.1_5185271_5190790_-	PL9	1.3e-18	31.1	1839	147	220
CP001157.1_5185271_5190790_-	PL9	1.3e-18	29.8	1839	989	1062
CP001157.1_5198816_5200477_-	PL9	1.8e-12	31.3	553	117	220
