locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
KC292024.1_416_1483_+		K09883	COG4547			VOG01459	VOG:VOG01459	355	9.7e-18	56.0		REFSEQ cobalamin biosynthesis protein
KC292024.1_1727_2989_+		K02448	COG4548			VOG01459	VOG:VOG01459	420	1.7e-74	243.6		REFSEQ cobalamin biosynthesis protein
KC292024.1_3024_3308_+			COG1405				COG:COG1405	94	8.9e-11	33.3		SUA7; 
KC292024.1_3308_3607_+												Hypothetical
KC292024.1_3604_3894_+												Hypothetical
KC292024.1_3891_4286_+												Hypothetical
KC292024.1_4283_5626_+												Hypothetical
KC292024.1_5983_7365_+		K04748	COG0714		phrog_29395, phrog_29395	VOG26453, VOG26453	VOG:VOG26453	460	1.6e-276	689.2		REFSEQ hypothetical protein
KC292024.1_7504_7845_+												Hypothetical
KC292024.1_7842_8186_+												Hypothetical
KC292024.1_8183_8539_+												Hypothetical
KC292024.1_8758_9123_+												Hypothetical
KC292024.1_9120_9608_+												Hypothetical
KC292024.1_9850_10272_+												Hypothetical
KC292024.1_10465_10617_+												Hypothetical
KC292024.1_10614_11072_+												Hypothetical
KC292024.1_11128_11937_+		K03497	COG1475		phrog_620	VOG02645	PHROG:phrog_620	269	2.5e-58	189.2		ParB-like partition protein
KC292024.1_11927_12790_+					phrog_842	VOG00489	PHROG:phrog_842	287	1.4e-78	256.3		beta-glucosyl-HMC-alpha-glucosyltransferase
KC292024.1_12973_13530_+												Hypothetical
KC292024.1_13638_14093_+												Hypothetical
KC292024.1_14514_14936_+												Hypothetical
KC292024.1_14837_15235_+						VOG05954	VOG:VOG05954	132	4.3e-37	118.5		REFSEQ hypothetical protein
KC292024.1_15232_15666_+												Hypothetical
KC292024.1_15670_17364_+		K06909	COG1783, COG1783		phrog_979	VOG07294	VOG:VOG07294	564	1e-35	114.5		sp|Q05219|VG13_BPML5 Gene 13 protein
KC292024.1_17425_19815_+			COG4695		phrog_2662	VOG14462	VOG:VOG14462	796	0	1404.5		REFSEQ portal protein
KC292024.1_20070_21443_+												Hypothetical
KC292024.1_21449_21730_+												Hypothetical
KC292024.1_21723_22085_+		K01174	COG1525		phrog_452	VOG08825	VOG:VOG08825	120	4e-38	123.0		REFSEQ endonuclease
KC292024.1_22336_23463_+						VOG26443	VOG:VOG26443	375	6.7e-226	742.4		REFSEQ hypothetical protein
KC292024.1_23711_25339_+					phrog_33677	VOG01471	PHROG:phrog_33677	542	0	1081.9		head maturation protease
KC292024.1_25341_26525_+					phrog_25898	VOG14465	PHROG:phrog_25898	394	1.4e-228	750.3		major head protein
KC292024.1_26537_26857_+												Hypothetical
KC292024.1_26902_27402_+												Hypothetical
KC292024.1_27408_28187_+					phrog_17057	VOG03157	VOG:VOG03157	259	3.5e-109	356.1		REFSEQ hypothetical protein
KC292024.1_28187_28783_+					phrog_21196	VOG14446	VOG:VOG14446	198	2.1e-106	345.9		REFSEQ hypothetical protein
KC292024.1_28780_29250_+					phrog_19972	VOG14447	VOG:VOG14447	156	1.7e-86	279.9		REFSEQ hypothetical protein
KC292024.1_29258_29569_+					phrog_29270	VOG26448	VOG:VOG26448	103	1e-61	198.5		REFSEQ hypothetical protein
KC292024.1_29578_30549_+					phrog_290	VOG00339	VOG:VOG00339	323	1.5e-57	187.2		REFSEQ hypothetical protein
KC292024.1_30609_31067_+					phrog_25860	VOG02727	PHROG:phrog_25860	152	4.8e-81	264.5		tail assembly chaperone
KC292024.1_31076_31552_+					phrog_25860	VOG02727	PHROG:phrog_25860	158	2.2e-29	94.7		tail assembly chaperone
KC292024.1_31681_32811_+			COG5412		phrog_15478	VOG05734	VOG:VOG05734	376	3.1e-162	532.5		REFSEQ tail length tape measure protein
KC292024.1_32814_33272_+					phrog_20371	VOG14449	VOG:VOG14449	152	5.4e-81	261.7		REFSEQ hypothetical protein
KC292024.1_33279_34730_+					phrog_21793	VOG14448	VOG:VOG14448	483	3.8e-272	895.1		REFSEQ hypothetical protein
KC292024.1_34730_35509_+					phrog_18987	VOG14450	VOG:VOG14450	259	2.3e-134	438.8		REFSEQ hypothetical protein
KC292024.1_35510_36502_+												Hypothetical
