	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000821.1_1	QGNH01000821.1	QGNH01000821.1	1	1	357	-1	E																				0	False	F
QGNH01000821.1_2	QGNH01000821.1	QGNH01000821.1	2	357	1064	-1	E																				0	False	F
QGNH01000821.1_3	QGNH01000821.1	QGNH01000821.1	3	1068	4424	-1	D			YP_224010.1	YP_224010.1 tail protein [Alphaproteobacteria phage PhiJL001]	True	0.247	370.0	1.1359999999999998e-103								Putative phage tail protein [PF13550.9]	VOG02462	REFSEQ tail protein; Xu	Xu	0	False	F
QGNH01000821.1_4	QGNH01000821.1	QGNH01000821.1	4	4406	4873	-1	D									MER0187296	C40	MER0187296 - family C40 unassigned peptidases (Comamonas testosteroni) [C40.UPW]#C40#{peptidase unit: 9-135}~source ACY34303~	False	0.318	61.0	8.773e-10					0	False	PF
QGNH01000821.1_5	QGNH01000821.1	QGNH01000821.1	5	4870	5985	-1	D			YP_004421850.1	YP_004421850.1 tail assembly protein [Roseobacter phage RDJL Phi 1]	False	0.297	164.0	3.3699999999999997e-42								Uncharacterized conserved protein (DUF2163) [PF09931.12]; Phage conserved hypothetical protein BR0599 [PF09356.13]	VOG04054	REFSEQ tail assembly protein; Xu	Xu	0	False	F
QGNH01000821.1_6	QGNH01000821.1	QGNH01000821.1	6	5982	6842	-1	D			YP_224007.1	YP_224007.1 glycoside hydrolase [Alphaproteobacteria phage PhiJL001]	False	0.279	115.0	8.310000000000001e-27								Conserved hypothetical protein 2217 (DUF2460) [PF09343.13]				0	False	
QGNH01000821.1_7	QGNH01000821.1	QGNH01000821.1	7	6844	9117	-1	E			YP_010000078.1	YP_010000078.1 tail length tape measure protein [Serratia phage JS26]	False	0.283	61.0	2.95e-08												0	False	
QGNH01000821.1_8	QGNH01000821.1	QGNH01000821.1	8	9377	9682	-1	D																Protein of unknown function (DUF4035) [PF13227.9]				0	False	
QGNH01000821.1_9	QGNH01000821.1	QGNH01000821.1	9	9712	10113	-1	D			YP_005087328.1	YP_005087328.1 tail assembly chaperone [Rhodococcus phage REQ1]	False	0.332	65.0	1.033e-11								Phage tail assembly chaperone [PF06222.14]	VOG04743	REFSEQ tail protein; Xu	Xu	0	False	
QGNH01000821.1_10	QGNH01000821.1	QGNH01000821.1	10	10122	10289	-1	E																				0	False	
