	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001265.1_1	QGNH01001265.1	QGNH01001265.1	1	2	97	1	E																	0	False	F
QGNH01001265.1_2	QGNH01001265.1	QGNH01001265.1	2	125	1051	1	E																	0	False	F
QGNH01001265.1_3	QGNH01001265.1	QGNH01001265.1	3	1048	1566	1	D			YP_010765895.1	YP_010765895.1 hypothetical protein QGM58_gp07 [Pseudomonas phage LKA5]	False	0.355	98.0	2.093e-22	Protein of unknown function (DUF1643) [PF07799.15]					VOG13506	REFSEQ DUF1643 domain-containing protein; Xu	Xu	0	False	F
QGNH01001265.1_4	QGNH01001265.1	QGNH01001265.1	4	1568	2407	-1	E																	0	False	F
QGNH01001265.1_5	QGNH01001265.1	QGNH01001265.1	5	2557	3333	-1	E			YP_009213694.1	YP_009213694.1 hypothetical protein AVU42_gp182 [Prochlorococcus phage P-TIM68]	False	0.286	117.0	1.115e-27						VOG03982	REFSEQ galactosyl transferase; Xu	Xu	0	False	F
QGNH01001265.1_6	QGNH01001265.1	QGNH01001265.1	6	3326	4066	-1	E																	0	False	F
QGNH01001265.1_7	QGNH01001265.1	QGNH01001265.1	7	4057	4845	-1	D										GT74	GT74 alpha-1,2-L-fucosyltransferase (EC 2.4.1.69)		GT74.hmm				0	False	F
QGNH01001265.1_8	QGNH01001265.1	QGNH01001265.1	8	4877	5443	-1	E																	0	False	F
QGNH01001265.1_9	QGNH01001265.1	QGNH01001265.1	9	5436	5858	-1	E			YP_009287596.1	YP_009287596.1 hypothetical protein BIZ77_gp051 [Gordonia phage Bantam]	False	0.314	78.0	5.782e-16						VOG00341	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001265.1_10	QGNH01001265.1	QGNH01001265.1	10	5936	6112	1	E																	0	False	
QGNH01001265.1_11	QGNH01001265.1	QGNH01001265.1	11	6105	6311	-1	E																	0	False	
QGNH01001265.1_12	QGNH01001265.1	QGNH01001265.1	12	6283	6984	-1	E																	0	False	
QGNH01001265.1_13	QGNH01001265.1	QGNH01001265.1	13	6981	7202	-1	E																	0	False	
QGNH01001265.1_14	QGNH01001265.1	QGNH01001265.1	14	7186	7548	-1	E																	0	False	
QGNH01001265.1_15	QGNH01001265.1	QGNH01001265.1	15	7550	8068	-1	E																	0	False	
QGNH01001265.1_16	QGNH01001265.1	QGNH01001265.1	16	8183	8395	1	E																	0	False	
QGNH01001265.1_17	QGNH01001265.1	QGNH01001265.1	17	8400	9908	1	D			YP_006905967.1	YP_006905967.1 HNH endonuclease [Listeria phage P70]	False	0.283	124.0	4.159e-28	Probable Zinc-ribbon domain [PF14311.9]					VOG00030	sp|Q6QGD3|ENDO1_BPT5 Putative endonuclease; Xh	Xh	0	False	
