	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001390.1_1	QGNH01001390.1	QGNH01001390.1	1	765	1220	1	E																	0	False	F
QGNH01001390.1_2	QGNH01001390.1	QGNH01001390.1	2	1204	1464	1	E																	0	False	F
QGNH01001390.1_3	QGNH01001390.1	QGNH01001390.1	3	1538	1822	1	E																	0	False	F
QGNH01001390.1_4	QGNH01001390.1	QGNH01001390.1	4	1819	2031	1	E																	0	False	F
QGNH01001390.1_5	QGNH01001390.1	QGNH01001390.1	5	2131	2676	1	E																	0	False	F
QGNH01001390.1_6	QGNH01001390.1	QGNH01001390.1	6	2921	3841	1	C	K02395	peptidoglycan hydrolase FlgJ							Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [PF01832.23]	GH73	GH73 lysozyme (EC 3.2.1.17); mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase (EC 3.2.1.96); peptidoglycan hydrolase with endo-beta-N-acetylglucosaminidase specificity (EC 3.2.1.-)	3.2.1.17,3.2.1.96,3.2.1.-	GH73.hmm				0	False	MKF
QGNH01001390.1_7	QGNH01001390.1	QGNH01001390.1	7	3987	4079	1	E																	0	False	F
QGNH01001390.1_8	QGNH01001390.1	QGNH01001390.1	8	4161	4718	1	E																	0	False	F
QGNH01001390.1_9	QGNH01001390.1	QGNH01001390.1	9	4857	6062	1	E																	0	False	F
QGNH01001390.1_10	QGNH01001390.1	QGNH01001390.1	10	6114	6497	1	E																	0	False	
QGNH01001390.1_11	QGNH01001390.1	QGNH01001390.1	11	6596	6943	1	E																	0	False	
QGNH01001390.1_12	QGNH01001390.1	QGNH01001390.1	12	6809	7123	-1	E																	0	False	
QGNH01001390.1_13	QGNH01001390.1	QGNH01001390.1	13	7283	7588	1	E																	0	False	
QGNH01001390.1_14	QGNH01001390.1	QGNH01001390.1	14	7702	7920	1	E																	0	False	
QGNH01001390.1_15	QGNH01001390.1	QGNH01001390.1	15	8050	8313	1	E																	0	False	
QGNH01001390.1_16	QGNH01001390.1	QGNH01001390.1	16	8314	8949	1	E																	0	False	
QGNH01001390.1_17	QGNH01001390.1	QGNH01001390.1	17	9096	10715	1	D			YP_009285918.1	YP_009285918.1 terminase large subunit [Rhodovulum phage vB_RhkS_P1]	False	0.33	254.0	1.427e-70	Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01001390.1_18	QGNH01001390.1	QGNH01001390.1	18	10910	12529	1	D			YP_010653720.1	YP_010653720.1 portal protein [Gordonia phage Sahara]	False	0.298	188.0	1.159e-48	Protein of unknown function (DUF935) [PF06074.15]					VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	
QGNH01001390.1_19	QGNH01001390.1	QGNH01001390.1	19	12661	13179	1	E																	0	False	
QGNH01001390.1_20	QGNH01001390.1	QGNH01001390.1	20	13269	14285	1	E																	0	False	
QGNH01001390.1_21	QGNH01001390.1	QGNH01001390.1	21	14428	15858	1	D									Mu-like prophage I protein [PF10123.12]					VOG01958	sp|Q01267|PRO_BPMU Protease I; XhXs	Xs;Xh	0	False	V
QGNH01001390.1_22	QGNH01001390.1	QGNH01001390.1	22	15967	16470	1	E																	0	False	
QGNH01001390.1_23	QGNH01001390.1	QGNH01001390.1	23	16671	17612	1	D			YP_009199087.1	YP_009199087.1 major head protein [Brevibacillus phage Jenst]	False	0.272	119.0	1.051e-27	Phage major capsid protein E [PF03864.18]					VOG10432	sp|Q6QIB5|CAPSD_BPBMU Major capsid protein; XhXs	Xs;Xh	0	False	V
QGNH01001390.1_24	QGNH01001390.1	QGNH01001390.1	24	17698	18039	1	E																	0	False	
QGNH01001390.1_25	QGNH01001390.1	QGNH01001390.1	25	18152	18442	1	E																	0	False	
QGNH01001390.1_26	QGNH01001390.1	QGNH01001390.1	26	18529	19062	1	E																	0	False	
QGNH01001390.1_27	QGNH01001390.1	QGNH01001390.1	27	19160	19732	1	E																	0	False	
QGNH01001390.1_28	QGNH01001390.1	QGNH01001390.1	28	19897	20685	1	E																	0	False	
QGNH01001390.1_29	QGNH01001390.1	QGNH01001390.1	29	20772	21356	1	E																	0	False	
QGNH01001390.1_30	QGNH01001390.1	QGNH01001390.1	30	21322	21417	1	E																	0	False	
QGNH01001390.1_31	QGNH01001390.1	QGNH01001390.1	31	21545	22372	1	E																	0	False	
QGNH01001390.1_32	QGNH01001390.1	QGNH01001390.1	32	22459	22842	1	E																	0	False	
QGNH01001390.1_33	QGNH01001390.1	QGNH01001390.1	33	22955	23137	1	E																	0	False	
QGNH01001390.1_34	QGNH01001390.1	QGNH01001390.1	34	23313	27806	1	E																	0	False	F
QGNH01001390.1_35	QGNH01001390.1	QGNH01001390.1	35	27885	28382	1	E																	0	False	F
QGNH01001390.1_36	QGNH01001390.1	QGNH01001390.1	36	28490	29146	1	E																	0	False	F
QGNH01001390.1_37	QGNH01001390.1	QGNH01001390.1	37	29197	30465	1	E			YP_001950060.1	YP_001950060.1 tail fiber protein [Ralstonia phage phiRSL1]	False	0.568	76.0	3.342e-13									0	False	F
