	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001736.1_1	QGNH01001736.1	QGNH01001736.1	1	3	1634	-1	D	YP_008060888.1	YP_008060888.1 portal protein [Mycobacterium phage Gizmo]	False	0.307	177.0	7.350999999999999e-45	MER0180708	N10	MER0180708 - intein-containing replicative DNA helicase precursor (Rhodothermus marinus) [N10.002]#N10#{peptidase unit: 426-854}~source YP_003289312~	False	87.0	3.277e-16	0.234	Pretoxin HINT domain [PF07591.14]; Intein splicing domain [PF14890.9]; Hint domain [PF13403.9]; LAGLIDADG-like domain [PF14528.9]	VOG01994	sp|O31875|NRDEB_BACSU Ribonucleoside-diphosphate reductase NrdEB subunit alpha; Xh	Xh	0	False	F
QGNH01001736.1_2	QGNH01001736.1	QGNH01001736.1	2	1748	3280	-1	D	YP_009873732.1	YP_009873732.1 ribonucleoside-diphosphate reductase subunit alpha/intein splicing domain [Tenacibaculum phage PTm1]	False	0.248	106.0	1.88e-22								LAGLIDADG-like domain [PF14528.9]	VOG07197	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001736.1_3	QGNH01001736.1	QGNH01001736.1	3	3333	3515	-1	E																		0	False	F
QGNH01001736.1_4	QGNH01001736.1	QGNH01001736.1	4	3524	4261	-1	E																		0	False	F
QGNH01001736.1_5	QGNH01001736.1	QGNH01001736.1	5	4263	4880	-1	E																		0	False	F
QGNH01001736.1_6	QGNH01001736.1	QGNH01001736.1	6	4900	5361	-1	E																		0	False	F
QGNH01001736.1_7	QGNH01001736.1	QGNH01001736.1	7	5402	7984	-1	E																		0	False	F
QGNH01001736.1_8	QGNH01001736.1	QGNH01001736.1	8	7986	8435	-1	E																		0	False	F
QGNH01001736.1_9	QGNH01001736.1	QGNH01001736.1	9	8454	10400	-1	E																		0	False	F
QGNH01001736.1_10	QGNH01001736.1	QGNH01001736.1	10	10475	11107	-1	E	YP_004324306.1	YP_004324306.1 hypothetical protein SSSM7_254 [Synechococcus phage S-SSM7]	False	0.441	154.0	4.046e-41												0	False	F
QGNH01001736.1_11	QGNH01001736.1	QGNH01001736.1	11	11076	11666	-1	D	NP_048412.1	NP_048412.1 methyltransferase [Paramecium bursaria Chlorella virus 1]	False	0.326	91.0	1.283e-19								Methyltransferase domain [PF13578.9]	VOG22952	sp|Q9AJU2|ELMM1_STROV 8-demethyl-8-alpha-L-rhamnosyl tetracenomycin-C 2'-O-methyltransferase; Xh	Xh	0	False	F
QGNH01001736.1_12	QGNH01001736.1	QGNH01001736.1	12	11656	11961	-1	E																		0	False	F
QGNH01001736.1_13	QGNH01001736.1	QGNH01001736.1	13	11979	12335	-1	D														Cytidine and deoxycytidylate deaminase zinc-binding region [PF00383.26]; MafB19-like deaminase [PF14437.9]				0	False	F
