	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001764.1_1	QGNH01001764.1	QGNH01001764.1	1	1	507	1	E											0	False	F
QGNH01001764.1_2	QGNH01001764.1	QGNH01001764.1	2	517	1050	1	D							Dual specificity phosphatase, catalytic domain [PF00782.23]				0	False	F
QGNH01001764.1_3	QGNH01001764.1	QGNH01001764.1	3	1047	4007	1	E											0	False	F
QGNH01001764.1_4	QGNH01001764.1	QGNH01001764.1	4	3965	6088	1	E											0	False	F
QGNH01001764.1_5	QGNH01001764.1	QGNH01001764.1	5	6371	6562	1	E											0	False	
QGNH01001764.1_6	QGNH01001764.1	QGNH01001764.1	6	6567	6839	1	E											0	False	F
QGNH01001764.1_7	QGNH01001764.1	QGNH01001764.1	7	6830	7234	1	E											0	False	F
QGNH01001764.1_8	QGNH01001764.1	QGNH01001764.1	8	7287	8825	1	D	YP_009908086.1	YP_009908086.1 large subunit terminase [Stx1 converting phage AU5Stx1]	False	145.0	8.82e-35	0.23	Terminase RNaseH-like domain [PF17289.5]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01001764.1_9	QGNH01001764.1	QGNH01001764.1	9	9092	9892	1	D							HipA-like kinase [PF20613.1]				0	False	F
QGNH01001764.1_10	QGNH01001764.1	QGNH01001764.1	10	10013	10819	1	D							Protein of unknown function (DUF3037) [PF11236.11]				0	False	F
QGNH01001764.1_11	QGNH01001764.1	QGNH01001764.1	11	10982	11764	1	E											0	False	F
