locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
AY190604.2_1												Hypothetical
AY190604.2_2												Hypothetical
AY190604.2_3												Hypothetical
AY190604.2_4												Hypothetical
AY190604.2_5												Hypothetical
AY190604.2_6												Hypothetical
AY190604.2_7												Hypothetical
AY190604.2_8					phrog_23996	VOG23956	VOG:VOG23956	46	7.6e-36	115.1		REFSEQ hypothetical protein
AY190604.2_9												Hypothetical
AY190604.2_10												Hypothetical
AY190604.2_11												Hypothetical
AY190604.2_12					phrog_15403	VOG14408	VOG:VOG14408	83	3.5e-51	163.9		REFSEQ hypothetical protein
AY190604.2_13												Hypothetical
AY190604.2_14												Hypothetical
AY190604.2_15												Hypothetical
AY190604.2_16												Hypothetical
AY190604.2_17												Hypothetical
AY190604.2_18					phrog_30329	VOG23946	VOG:VOG23946	63	2.1e-50	161.5		REFSEQ hypothetical protein
AY190604.2_19												Hypothetical
AY190604.2_20												Hypothetical
AY190604.2_21												Hypothetical
AY190604.2_22												Hypothetical
AY190604.2_23						VOG23942	VOG:VOG23942	51	6.4e-39	124.4		REFSEQ hypothetical protein
AY190604.2_24		K03722	COG1199		phrog_2488	VOG04419	PHROG:phrog_2488	599	1.2e-163	538.3		DNA helicase
AY190604.2_25												Hypothetical
AY190604.2_26												Hypothetical
AY190604.2_27												Hypothetical
AY190604.2_28					phrog_7545	VOG01272	PHROG:phrog_7545	140	1.4e-13	43.9		HNH endonuclease
AY190604.2_29												Hypothetical
AY190604.2_30		K07580				VOG03902	VOG:VOG03902	46	8.1e-28	88.7		REFSEQ hypothetical protein
AY190604.2_31					phrog_13954	VOG14456	VOG:VOG14456	92	5.3e-53	170.2		REFSEQ hypothetical protein
AY190604.2_32												Hypothetical
AY190604.2_33												Hypothetical
AY190604.2_34												Hypothetical
AY190604.2_35					phrog_33640	VOG23934	VOG:VOG23934	61	1.9e-38	123.2		REFSEQ hypothetical protein
AY190604.2_36			COG1948		phrog_3490	VOG01108	VOG:VOG01108	155	2.2e-52	170.9		sp|P0CAF6|VF364_ASFK5 ERCC4 domain-containing protein EP364R
AY190604.2_37												Hypothetical
AY190604.2_38					phrog_12980	VOG01567	PHROG:phrog_12980	162	1.4e-83	271.2		HNH endonuclease
AY190604.2_39												Hypothetical
AY190604.2_40		K17081	COG0330		phrog_200	VOG01466	PHROG:phrog_200	292	2.4e-69	226.6		lipoprotein
AY190604.2_41												Hypothetical
AY190604.2_42												Hypothetical
AY190604.2_43												Hypothetical
AY190604.2_44												Hypothetical
AY190604.2_45					phrog_13442	VOG14400	VOG:VOG14400	84	1.6e-51	165.4		REFSEQ hypothetical protein
AY190604.2_46												Hypothetical
AY190604.2_47												Hypothetical
AY190604.2_48					phrog_284	VOG02246	PHROG:phrog_284	394	2.3e-81	266.5		exonuclease
AY190604.2_49												Hypothetical
AY190604.2_50												Hypothetical
AY190604.2_51												Hypothetical
AY190604.2_52					phrog_474	VOG06502	PHROG:phrog_474	95	1.1e-27	89.4		phosphofructokinase
AY190604.2_53												Hypothetical
AY190604.2_54												Hypothetical
AY190604.2_55		K07465	COG2887		phrog_69	VOG04544, VOG04544	VOG:VOG04544	339	1.8e-95	233.9		REFSEQ exonuclease
AY190604.2_56												Hypothetical
AY190604.2_57												Hypothetical
AY190604.2_58												Hypothetical
AY190604.2_59												Hypothetical
AY190604.2_60					phrog_19107	VOG23928	VOG:VOG23928	43	9.1e-32	101.0		REFSEQ minor head protein
AY190604.2_61					phrog_34115	VOG23926	VOG:VOG23926	58	1.4e-45	146.0		REFSEQ hypothetical protein
AY190604.2_62												Hypothetical
AY190604.2_63												Hypothetical
AY190604.2_64												Hypothetical
AY190604.2_65	K02319	K02319	COG0417		phrog_262	VOG00345	PHROG:phrog_262	855	1.3e-179	591.6		DNA polymerase
AY190604.2_66												Hypothetical
AY190604.2_67	K03465	K03465	COG1351		phrog_85	VOG03899	VOG:VOG03899	235	8.4e-68	222.6		sp|Q05259|THYX_BPML5 Probable flavin-dependent thymidylate synthase
AY190604.2_68	K01494	K01494	COG0717		phrog_1663	VOG00082	COG:COG0717	183	5.5e-58	189.8		Dcd:Thymidylate biosynthesis
AY190604.2_69												Hypothetical
AY190604.2_70												Hypothetical
AY190604.2_71												Hypothetical
AY190604.2_72												Hypothetical
AY190604.2_73												Hypothetical
AY190604.2_74		K14415	COG1690		phrog_1075	VOG00184	PHROG:phrog_1075	455	5.4e-130	427.0		tRNA splicing ligase
AY190604.2_75												Hypothetical
AY190604.2_76		K04763	COG4974		phrog_1	VOG00056	COG:COG4974	398	2.1e-32	103.4		XerD:
AY190604.2_77												Hypothetical
AY190604.2_78		K07317, K07504	COG1002, COG4748		phrog_16674	VOG00788	VOG:VOG00788	1289	0	2101.9		sp|P10835|MTC3_PBCVC Modification methylase CviBIII
AY190604.2_79	K00525	K00525	COG0209		phrog_84	VOG00122	FOAM:K00525	806	5.5e-209	688.6	1.17.4.1	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain
AY190604.2_80					phrog_7084	VOG14391	VOG:VOG14391	295	1.6e-146	479.2		REFSEQ hypothetical protein
AY190604.2_81												Hypothetical
AY190604.2_82					phrog_18438	VOG14394	VOG:VOG14394	129	4.5e-59	190.5		REFSEQ hypothetical protein
AY190604.2_83												Hypothetical
AY190604.2_84												Hypothetical
AY190604.2_85					phrog_1160	VOG00207	PHROG:phrog_1160	217	1.2e-64	210.8		baseplate protein
AY190604.2_86			COG3299		phrog_6	VOG00735	VOG:VOG00735	412	3.8e-108	355.2		REFSEQ baseplate wedge subunit
AY190604.2_87												Hypothetical
AY190604.2_88												Hypothetical
AY190604.2_89												Hypothetical
AY190604.2_90					phrog_12403	VOG14388	VOG:VOG14388	481	7.7e-246	808.8		REFSEQ hypothetical protein
AY190604.2_91					phrog_14280	VOG14386	VOG:VOG14386	178	7.6e-93	302.2		REFSEQ hypothetical protein
AY190604.2_92			COG5283		phrog_14901	VOG14385	PHROG:phrog_14901	606	0	1131.8		tail length tape measure protein
AY190604.2_93					phrog_12163	VOG04953	PHROG:phrog_12163	79	5.3e-43	138.8		tail assembly chaperone
AY190604.2_94					phrog_14268	VOG04953	PHROG:phrog_14268	157	1.5e-84	274.3		tail assembly chaperone
AY190604.2_95					phrog_12452	VOG14384	PHROG:phrog_12452	181	1.7e-93	303.7		tail tube protein
AY190604.2_96		K06907	COG3497		phrog_10244	VOG01001	PHROG:phrog_10244	431	9.5e-204	670.0		tail sheath
AY190604.2_97					phrog_12281	VOG04913	PHROG:phrog_12281	170	6.5e-87	282.2		tail tube protein
AY190604.2_98												Hypothetical
AY190604.2_99												Hypothetical
AY190604.2_100												Hypothetical
AY190604.2_101												Hypothetical
AY190604.2_102					phrog_3990	VOG01973	PHROG:phrog_3990	319	2e-93	305.8		major head protein
AY190604.2_103												Hypothetical
AY190604.2_104												Hypothetical
AY190604.2_105					phrog_15680	VOG14382	PHROG:phrog_15680	255	1.5e-156	512.1		head maturation protease
AY190604.2_106												Hypothetical
AY190604.2_107					phrog_9232	VOG00562	PHROG:phrog_9232	480	3.2e-220	724.7		portal protein
AY190604.2_108		K21523	COG4373		phrog_9	VOG07294	COG:COG4373	564	9.7e-43	137.9		:
AY190604.2_109												Hypothetical
AY190604.2_110												Hypothetical
AY190604.2_111												Hypothetical
AY190604.2_112					phrog_9231	VOG05559	PHROG:phrog_9231	259	1.1e-115	378.1		terminase small subunit
AY190604.2_113												Hypothetical
