target	query	e-value	score	length	start	end
NZ_ATCL01000021.1_21933_22472_-	VOG00002	1.6e-13	48.6	179	3	73
NZ_ATCL01000022.1_221820_223010_+	VOG00002	1.9e-11	41.5	396	1	186
NZ_ATCL01000002.1_12213_13508_-	VOG00002	1.1e-10	38.3	420	8	344
NZ_ATCL01000014.1_159211_159420_-	VOG00002	1.2e-10	39.0	69	3	64
NZ_ATCL01000012.1_82745_83233_+	VOG00002	1.7e-08	32.0	162	4	107
NZ_ATCL01000012.1_82189_82410_-	VOG00002	3.1e-08	31.1	73	6	69
NZ_ATCL01000014.1_35797_36276_-	VOG00002	5.4e-08	30.2	159	11	127
NZ_ATCL01000014.1_662985_663584_+	VOG00002	9.6e-08	29.3	199	12	84
NZ_ATCL01000014.1_4744_4950_+	VOG00002	1.1e-07	29.5	68	9	66
NZ_ATCL01000021.1_91017_92240_-	VOG00003	1.4e-12	44.3	407	328	400
NZ_ATCL01000021.1_91017_92240_-	VOG00004	3e-13	46.2	407	326	402
NZ_ATCL01000014.1_544945_547443_+	VOG00014	5.3e-22	75.5	832	50	218
NZ_ATCL01000020.1_336961_338904_+	VOG00015	5.9e-47	157.3	647	5	245
NZ_ATCL01000020.1_336961_338904_+	VOG00025	8e-53	175.9	647	7	423
NZ_ATCL01000020.1_75969_76343_+	VOG00033	2.7e-18	63.1	124	23	121
NZ_ATCL01000017.1_16258_16677_-	VOG00033	9.7e-13	45.0	139	8	133
NZ_ATCL01000020.1_872077_872391_+	VOG00033	3.3e-11	40.0	104	6	90
NZ_ATCL01000009.1_189614_189958_+	VOG00033	9.4e-10	35.1	114	12	99
NZ_ATCL01000017.1_4170_5291_+	VOG00033	3.3e-07	26.6	373	252	353
NZ_ATCL01000014.1_605446_605769_+	VOG00033	5.2e-07	26.1	107	11	83
NZ_ATCL01000003.1_96655_97209_+	VOG00033	9.3e-07	25.3	184	70	140
NZ_ATCL01000012.1_2007_2822_-	VOG00049	6.8e-08	29.7	271	176	260
NZ_ATCL01000014.1_496232_497830_-	VOG00051	1.2e-15	53.7	532	393	530
NZ_ATCL01000014.1_228896_229597_-	VOG00051	1.1e-14	50.8	233	63	228
NZ_ATCL01000014.1_522392_524446_-	VOG00051	3.6e-14	48.6	684	562	680
NZ_ATCL01000014.1_484975_486033_+	VOG00055	1.1e-89	299.4	352	1	341
NZ_ATCL01000014.1_397187_398161_+	VOG00055	1.2e-87	292.7	324	10	323
NZ_ATCL01000014.1_414875_415882_+	VOG00055	3e-69	231.9	335	1	325
NZ_ATCL01000014.1_386399_387415_-	VOG00055	7.6e-67	223.9	338	1	334
NZ_ATCL01000014.1_463251_465389_-	VOG00055	1.1e-56	189.7	712	1	308
NZ_ATCL01000014.1_477766_478791_+	VOG00055	7.5e-46	154.7	341	1	244
NZ_ATCL01000014.1_391303_393192_+	VOG00055	8.7e-41	131.0	629	290	554
NZ_ATCL01000014.1_195254_197233_+	VOG00055	1.1e-39	133.5	659	308	551
NZ_ATCL01000014.1_478788_479972_+	VOG00055	4.3e-25	86.0	394	1	186
NZ_ATCL01000014.1_393839_394684_+	VOG00055	2.5e-21	73.5	281	1	215
NZ_ATCL01000020.1_724265_725302_+	VOG00055	5.7e-19	65.9	345	1	277
NZ_ATCL01000014.1_63546_64181_+	VOG00055	4.6e-15	52.8	211	1	154
NZ_ATCL01000022.1_285106_286176_-	VOG00055	5.8e-13	46.1	340	48	230
NZ_ATCL01000021.1_31234_32142_+	VOG00055	1.4e-12	44.1	302	1	247
NZ_ATCL01000009.1_70335_71747_+	VOG00055	4.6e-11	39.4	470	2	258
NZ_ATCL01000003.1_84627_85379_-	VOG00055	1.9e-10	35.3	250	1	235
NZ_ATCL01000009.1_127367_128221_+	VOG00055	2.3e-09	28.5	284	1	251
NZ_ATCL01000020.1_213006_213728_-	VOG00055	1.4e-08	31.3	240	3	181
NZ_ATCL01000020.1_771349_772059_-	VOG00055	8.4e-08	28.8	236	1	148
NZ_ATCL01000022.1_245775_246467_-	VOG00055	2.2e-07	27.4	230	27	130
NZ_ATCL01000020.1_659939_660559_-	VOG00055	7.2e-07	25.3	206	1	67
NZ_ATCL01000020.1_702552_703562_+	VOG00056	2.9e-60	199.7	336	31	331
NZ_ATCL01000020.1_864802_865686_-	VOG00056	4.1e-60	201.5	294	9	287
NZ_ATCL01000014.1_402909_403817_-	VOG00056	1.3e-59	199.8	302	4	293
NZ_ATCL01000020.1_371435_372316_+	VOG00056	1.1e-50	170.2	293	18	288
