	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_047995_1	NC_047995	NC_047995	1	1	1509	1	C	K02314	replicative DNA helicase [EC:5.6.2.3]	YP_009803561.1	YP_009803561.1 hypothetical protein HOT49_gp001 [Erwinia phage vB_EamM_Alexandra]	True	0.937	987.0	5e-324	DnaB-like helicase C terminal domain [PF03796.18]					VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xh;Xr	0	False	VF
NC_047995_2	NC_047995	NC_047995	2	1519	1761	1	E			YP_009803562.1	YP_009803562.1 hypothetical protein HOT49_gp002 [Erwinia phage vB_EamM_Alexandra]	False	1.0	178.0	5.423e-52						VOG21096	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_047995_3	NC_047995	NC_047995	3	1754	2545	1	E			YP_009803563.1	YP_009803563.1 hypothetical protein HOT49_gp003 [Erwinia phage vB_EamM_Alexandra]	True	0.968	538.0	2.535e-173						VOG04566	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_047995_4	NC_047995	NC_047995	4	2532	5360	1	E			YP_009803564.1	YP_009803564.1 terminase large subunit [Erwinia phage vB_EamM_Alexandra]	True	0.972	1930.0	0.0						VOG01311	REFSEQ terminase; Xu	Xu	0	False	F
NC_047995_5	NC_047995	NC_047995	5	5400	5612	1	E			YP_009803565.1	YP_009803565.1 DNA ligase [Erwinia phage vB_EamM_Alexandra]	False	0.918	137.0	6.496e-38						VOG12328	REFSEQ DNA ligase; Xu	Xu	0	False	
NC_047995_6	NC_047995	NC_047995	6	5620	7554	1	E			YP_009803566.1	YP_009803566.1 portal protein [Erwinia phage vB_EamM_Alexandra]	True	0.954	1292.0	0.0						VOG01402	sp|O31953|YONE_BACSU SPbeta prophage-derived uncharacterized protein YonE; Xu	Xu	0	False	
NC_047995_7	NC_047995	NC_047995	7	7554	7889	1	E			YP_009803567.1	YP_009803567.1 hypothetical protein HOT49_gp007 [Erwinia phage vB_EamM_Alexandra]	False	1.0	238.0	2.47e-72						VOG21093	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_047995_8	NC_047995	NC_047995	8	7886	8272	1	E			YP_009803568.1	YP_009803568.1 hypothetical protein HOT49_gp008 [Erwinia phage vB_EamM_Alexandra]	False	0.896	241.0	4.499e-73						VOG21097	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_047995_9	NC_047995	NC_047995	9	8235	8435	1	E			YP_009803569.1	YP_009803569.1 hypothetical protein HOT49_gp009 [Erwinia phage vB_EamM_Alexandra]	False	0.952	134.0	3.551e-37						VOG21095	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_047995_10	NC_047995	NC_047995	10	8435	8932	1	E			YP_009803570.1	YP_009803570.1 hypothetical protein HOT49_gp010 [Erwinia phage vB_EamM_Alexandra]	False	0.981	344.0	8.186e-108						VOG21094	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_047995_11	NC_047995	NC_047995	11	8929	9957	1	D			YP_009803571.1	YP_009803571.1 hypothetical protein HOT49_gp011 [Erwinia phage vB_EamM_Alexandra]	True	0.964	696.0	1.827e-226	5'-3' exonuclease, N-terminal resolvase-like domain [PF02739.19]; 5'-3' exonuclease, C-terminal SAM fold [PF01367.23]					VOG32871	sp|Q04957|DPO1_BACCA DNA polymerase I; XhXr	Xh;Xr	0	False	V
NC_047995_12	NC_047995	NC_047995	12	9967	10497	1	E			YP_009803572.1	YP_009803572.1 hypothetical protein HOT49_gp012 [Erwinia phage vB_EamM_Alexandra]	True	0.962	359.0	8.586e-113						VOG04226	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_047995_13	NC_047995	NC_047995	13	10497	11090	1	E			YP_009803573.1	YP_009803573.1 hypothetical protein HOT49_gp013 [Erwinia phage vB_EamM_Alexandra]	True	0.995	416.0	2.314e-132									0	False	
NC_047995_14	NC_047995	NC_047995	14	11106	11438	1	E			YP_009803574.1	YP_009803574.1 hypothetical protein HOT49_gp014 [Erwinia phage vB_EamM_Alexandra]	False	0.986	231.0	6.944e-70						VOG21098	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_047995_15	NC_047995	NC_047995	15	11444	12142	1	E			YP_009803575.1	YP_009803575.1 hypothetical protein HOT49_gp015 [Erwinia phage vB_EamM_Alexandra]	True	0.968	475.0	4.757e-152						VOG21099	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_047995_16	NC_047995	NC_047995	16	12150	12533	1	E			YP_009803576.1	YP_009803576.1 hypothetical protein HOT49_gp016 [Erwinia phage vB_EamM_Alexandra]	False	0.985	266.0	9.785e-82						VOG21482	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_047995_17	NC_047995	NC_047995	17	12575	13345	1	C	K15256	tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]	YP_009803577.1	YP_009803577.1 tRNA methyltransferase [Erwinia phage vB_EamM_Alexandra]	True	0.984	534.0	5.842e-172						VOG04894	sp|A8EVV4|CMOA_ALIB4 Carboxy-S-adenosyl-L-methionine synthase; Xh	Xh	0	False	
NC_047995_18	NC_047995	NC_047995	18	13357	14412	1	D			YP_009803578.1	YP_009803578.1 hypothetical protein HOT49_gp018 [Erwinia phage vB_EamM_Alexandra]	True	0.989	735.0	1.078e-239	Domain of unknown function (DUF1611_C) P-loop domain [PF07755.14]; Domain of unknown function (DUF1611_N) Rossmann-like domain [PF17396.5]					VOG22441	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_047995_19	NC_047995	NC_047995	19	14405	15274	1	D			YP_009803579.1	YP_009803579.1 hypothetical protein HOT49_gp019 [Erwinia phage vB_EamM_Alexandra]	True	1.0	622.0	5.957e-202	Asparagine synthase [PF00733.24]					VOG02638	sp|P19891|ASNS_CRIGR Asparagine synthetase [glutamine-hydrolyzing]; Xh	Xh	0	False	MK
NC_047995_20	NC_047995	NC_047995	20	15276	15890	1	E			YP_009803580.1	YP_009803580.1 hypothetical protein HOT49_gp020 [Erwinia phage vB_EamM_Alexandra]	True	0.979	423.0	1.105e-134						VOG21481	REFSEQ hypothetical protein; Xu	Xu	0	False	
