	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001030.1_1	QGNH01001030.1	QGNH01001030.1	1	320	583	1	D			YP_009282997.1	YP_009282997.1 DNA binding protein [Bacillus phage AR9]	False	0.565	71.0	1.055e-14	Transcriptional Coactivator p15 (PC4) [PF02229.19]								0	False	TF
QGNH01001030.1_2	QGNH01001030.1	QGNH01001030.1	2	788	1522	-1	C	K07482	transposase, IS30 family	YP_009797228.1	YP_009797228.1 transposase [Faecalibacterium phage FP_Lagaffe]	False	0.26	75.0	9.451e-14									0	False	TF
QGNH01001030.1_3	QGNH01001030.1	QGNH01001030.1	3	1506	3815	-1	C	K01811	alpha-D-xyloside xylohydrolase [EC:3.2.1.177]							Glycosyl hydrolases family 31 [PF01055.29]; Galactose mutarotase-like [PF13802.9]	GH31	GH31 alpha-glucosidase (EC 3.2.1.20); alpha-galactosidase (EC 3.2.1.22); alpha-mannosidase (EC 3.2.1.24); alpha-1,3-glucosidase (EC 3.2.1.84); sucrase-isomaltase (EC 3.2.1.48) (EC 3.2.1.10); alpha-xylosidase (EC 3.2.1.177); alpha-glucan lyase (EC 4.2.2.13); isomaltosyltransferase (EC 2.4.1.387); oligosaccharide alpha-1,4-glucosyltransferase (EC 2.4.1.161); sulfoquinovosidase (EC 3.2.1.199); alpha-6-glucosyltransferase (EC 2.4.1.24); alpha-3-isomaltosyltransferase / cycloalternan-forming enzyme (EC 2.4.1.387); exo-acting protein-Î±-N-acetylgalactosaminidase (EC 3.2.1.217)	2.4.1.161,2.4.1.24,2.4.1.387,3.2.1.10,3.2.1.11,3.2.1.177,3.2.1.199,3.2.1.20,3.2.1.204,3.2.1.22,3.2.1.48,3.2.1.84,4.2.2.13,3.2.1.207,3.2.1.24	GH31.hmm				0	False	TF
QGNH01001030.1_4	QGNH01001030.1	QGNH01001030.1	4	4078	4365	1	C	K07483	transposase	YP_009201948.1	YP_009201948.1 transposase [Paenibacillus phage Xenia]	False	0.592	107.0	4.531e-27	Transposase [PF01527.23]; Helix-turn-helix domain [PF13518.9]					VOG00259	sp|Q51647|YISX_BURM1 Insertion element IS401 uncharacterized 12.4 kDa protein; Xu	Xu	0	True	TF
QGNH01001030.1_5	QGNH01001030.1	QGNH01001030.1	5	4976	6250	-1	D									Bacterial extracellular solute-binding protein [PF01547.28]; Bacterial extracellular solute-binding protein [PF13416.9]								0	False	TF
QGNH01001030.1_6	QGNH01001030.1	QGNH01001030.1	6	6453	8117	-1	C	K07720	two-component system, response regulator YesN							Response regulator receiver domain [PF00072.27]; Helix-turn-helix domain [PF12833.10]								0	False	TF
QGNH01001030.1_7	QGNH01001030.1	QGNH01001030.1	7	8234	10042	-1	C	K07718	two-component system, sensor histidine kinase YesM [EC:2.7.13.3]	YP_002274211.1	YP_002274211.1 two-component regulatory system sensor histidine kinase BtsS [Enterobacteria phage YYZ-2008]	False	0.3	92.0	7.806e-18	Histidine kinase [PF06580.16]; HAMP domain [PF00672.28]								0	False	TF
QGNH01001030.1_8	QGNH01001030.1	QGNH01001030.1	8	10011	10166	-1	E																	0	False	TF
QGNH01001030.1_9	QGNH01001030.1	QGNH01001030.1	9	10532	10657	1	E																	0	False	TF
QGNH01001030.1_10	QGNH01001030.1	QGNH01001030.1	10	11123	11344	1	E																	0	False	TF
