	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000551.1_1	QGNH01000551.1	QGNH01000551.1	1	3	1868	-1	D	YP_006546302.1	YP_006546302.1 portal protein [Thermoanaerobacterium phage THSA-485A]	False	0.277	162.0	9.26e-40								Phage portal protein [PF04860.15]	VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xp;Xh;Xs;Xr	0	False	VF
QGNH01000551.1_2	QGNH01000551.1	QGNH01000551.1	2	1869	2222	-1	E																		0	False	F
QGNH01000551.1_3	QGNH01000551.1	QGNH01000551.1	3	2224	2574	-1	E																		0	False	F
QGNH01000551.1_4	QGNH01000551.1	QGNH01000551.1	4	2577	2909	-1	E																		0	False	F
QGNH01000551.1_5	QGNH01000551.1	QGNH01000551.1	5	3000	4340	-1	D	YP_009600147.1	YP_009600147.1 terminase large subunit [Dinoroseobacter phage vB_DshS-R5C]	False	0.397	300.0	1.436e-87								Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase RNaseH-like domain [PF17289.5]	VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xh;Xr	0	False	VF
QGNH01000551.1_6	QGNH01000551.1	QGNH01000551.1	6	4279	4599	-1	E																		0	False	F
QGNH01000551.1_7	QGNH01000551.1	QGNH01000551.1	7	4762	5043	-1	E																		0	False	F
QGNH01000551.1_8	QGNH01000551.1	QGNH01000551.1	8	5040	5450	-1	E																		0	False	
QGNH01000551.1_9	QGNH01000551.1	QGNH01000551.1	9	5389	5949	-1	D	YP_009843805.1	YP_009843805.1 HNH endonuclease [Pantoea phage vB_PagM_LIET2]	False	0.544	83.0	2.515e-17								HNH endonuclease [PF01844.26]	VOG02469	REFSEQ HNH endonuclease; Xu	Xu	0	False	
QGNH01000551.1_10	QGNH01000551.1	QGNH01000551.1	10	6288	6731	-1	E																		0	False	
