	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001817.1_1	QGNH01001817.1	QGNH01001817.1	1	3	335	-1	E											0	False	F
QGNH01001817.1_2	QGNH01001817.1	QGNH01001817.1	2	511	969	-1	E											0	False	F
QGNH01001817.1_3	QGNH01001817.1	QGNH01001817.1	3	1024	1827	-1	E											0	False	F
QGNH01001817.1_4	QGNH01001817.1	QGNH01001817.1	4	1790	2311	-1	E											0	False	F
QGNH01001817.1_5	QGNH01001817.1	QGNH01001817.1	5	2283	2483	-1	E											0	False	F
QGNH01001817.1_6	QGNH01001817.1	QGNH01001817.1	6	2496	3275	-1	E											0	False	F
QGNH01001817.1_7	QGNH01001817.1	QGNH01001817.1	7	3350	3955	-1	D	YP_007006017.1	YP_007006017.1 hypothetical protein F417_gp211 [Cyanophage S-TIM5]	False	70.0	1.868e-12	0.316	Glycosyltransferase like family 2 [PF13641.9]; Glycosyl transferase family group 2 [PF13632.9]	VOG01514	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001817.1_8	QGNH01001817.1	QGNH01001817.1	8	4027	4563	-1	E											0	False	F
QGNH01001817.1_9	QGNH01001817.1	QGNH01001817.1	9	4583	5374	-1	E											0	False	F
QGNH01001817.1_10	QGNH01001817.1	QGNH01001817.1	10	5396	6472	-1	E											0	False	F
QGNH01001817.1_11	QGNH01001817.1	QGNH01001817.1	11	6856	7836	-1	E											0	False	F
QGNH01001817.1_12	QGNH01001817.1	QGNH01001817.1	12	7848	8033	-1	E											0	False	F
QGNH01001817.1_13	QGNH01001817.1	QGNH01001817.1	13	8046	10277	-1	E											0	False	F
QGNH01001817.1_14	QGNH01001817.1	QGNH01001817.1	14	10370	10612	-1	E											0	False	F
