	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000520.1_1	QGNH01000520.1	QGNH01000520.1	1	3	236	-1	D							Transglycosylase SLT domain [PF01464.23]								0	False	F
QGNH01000520.1_2	QGNH01000520.1	QGNH01000520.1	2	233	2293	-1	D							Chitobiase/beta-hexosaminidase C-terminal domain [PF13290.9]								0	False	F
QGNH01000520.1_3	QGNH01000520.1	QGNH01000520.1	3	2843	7276	-1	E															0	False	F
QGNH01000520.1_4	QGNH01000520.1	QGNH01000520.1	4	7280	9574	-1	D							Glycosyl hydrolases family 28 [PF00295.20]; Bacterial Ig-like domain (group 3) [PF16640.8]								0	False	
QGNH01000520.1_5	QGNH01000520.1	QGNH01000520.1	5	9575	13405	-1	E															0	False	
QGNH01000520.1_6	QGNH01000520.1	QGNH01000520.1	6	13405	15255	-1	E															0	False	
QGNH01000520.1_7	QGNH01000520.1	QGNH01000520.1	7	15404	15802	1	D							HNH endonuclease [PF14279.9]; HNH endonuclease [PF01844.26]; HNH endonuclease [PF13395.9]								0	False	
QGNH01000520.1_8	QGNH01000520.1	QGNH01000520.1	8	15799	16947	1	D							Glycosyl transferases group 1 [PF00534.23]					VOG00164	sp|Q8QL20|Y356_SIRV1 Uncharacterized protein 356; Xu	Xu	0	False	MK
QGNH01000520.1_9	QGNH01000520.1	QGNH01000520.1	9	17021	17701	1	D							Glycosyltransferase like family [PF13712.9]; Glycosyltransferase like family 2 [PF13641.9]	GT2_Glyco_tranf_2_5	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-); UDP-GlcA: N-acetylglucosaminyl-proteoglycan beta-1,4-glucuronosyltransferase (EC 2.4.1.225); [inverting] UDP-Glc: glycocin S-beta-glucosyltransferase (EC 2.4.1.-); [inverting] UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-)		GT2_Glyco_tranf_2_5.hmm				0	False	M
QGNH01000520.1_10	QGNH01000520.1	QGNH01000520.1	10	17698	18405	1	E															0	False	
